Episode,Scenario,Reward,Steps,Success,Collision,RepeatFailure,CorrectReject,FalseReject,RecoverySuccess
487,entrance_misclassification,1.97,1,True,False,False,True,False,False
488,dynamic_obstacle,9.1745,1,True,False,False,False,False,False
489,repeat_failure,-13.864,2,True,False,False,True,False,False
490,repeat_failure,1.97,1,True,False,False,True,False,False
491,rough_terrain,1.97,1,True,False,False,True,False,False
492,entrance_misclassification,-8.7699,2,True,False,False,True,False,False
493,repeat_failure,1.97,1,True,False,False,True,False,False
494,post_collision,9.1007,1,True,False,False,False,False,False
495,entrance_misclassification,-9.1282,2,True,False,False,True,False,False
496,entrance_misclassification,-9.2075,2,True,False,False,True,False,False
497,pedestrian,-8.9019,2,True,False,False,True,False,False
498,rough_terrain,7.8695,1,True,False,False,False,False,False
499,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
500,entrance_misclassification,-44.4303,4,True,False,False,True,False,False
501,post_collision,8.4096,1,True,False,False,False,False,False
502,post_collision,1.97,1,True,False,False,True,False,False
503,pedestrian,1.97,1,True,False,False,True,False,False
504,rough_terrain,9.3243,1,True,False,False,False,False,False
505,dynamic_obstacle,-10.4199,2,True,False,False,True,False,False
506,entrance_misclassification,-8.8618,2,True,False,False,True,False,False
507,rough_terrain,9.1671,1,True,False,False,False,False,False
508,post_collision,9.8294,1,True,False,False,False,False,False
509,entrance_misclassification,1.97,1,True,False,False,True,False,False
510,entrance_misclassification,1.97,1,True,False,False,True,False,False
511,dynamic_obstacle,-28.3748,3,True,False,False,True,False,False
512,dynamic_obstacle,9.0633,1,True,False,False,False,False,False
513,dynamic_obstacle,2.33,2,True,False,False,True,False,False
514,rough_terrain,-9.9289,2,True,False,False,True,False,False
515,dynamic_obstacle,-9.037,2,True,False,False,True,False,False
516,entrance_misclassification,-8.5959,2,True,False,False,True,False,False
517,entrance_misclassification,-9.0365,2,True,False,False,True,False,False
518,repeat_failure,1.97,1,True,False,False,True,False,False
519,post_collision,-12.1338,2,True,False,False,True,False,False
520,repeat_failure,1.97,1,True,False,False,True,False,False
521,dynamic_obstacle,-10.4724,2,True,False,False,True,False,False
522,dynamic_obstacle,-9.748,2,True,False,False,True,False,False
523,repeat_failure,1.97,1,True,False,False,True,False,False
524,pedestrian,1.97,1,True,False,False,True,False,False
525,entrance_misclassification,1.13,2,True,False,False,True,False,False
526,repeat_failure,1.97,1,True,False,False,True,False,False
527,repeat_failure,1.97,1,True,False,False,True,False,False
528,entrance_misclassification,1.97,1,True,False,False,True,False,False
529,post_collision,1.97,1,True,False,False,True,False,False
530,repeat_failure,2.68,3,True,False,False,True,False,False
531,repeat_failure,1.97,1,True,False,False,True,False,False
532,pedestrian,-10.8565,2,True,False,False,True,False,False
533,rough_terrain,-1.03,1,False,False,False,False,True,False
534,rough_terrain,-1.03,1,False,False,False,False,True,False
535,dynamic_obstacle,-9.7427,2,True,False,False,True,False,False
536,entrance_misclassification,1.97,1,True,False,False,True,False,False
537,entrance_misclassification,1.97,1,True,False,False,True,False,False
538,pedestrian,1.13,2,True,False,False,True,False,False
539,pedestrian,9.2909,1,True,False,False,False,False,False
540,post_collision,-1.03,1,False,False,False,False,True,False
541,rough_terrain,-0.67,2,False,False,False,False,True,False
542,rough_terrain,-10.6138,2,True,False,False,True,False,False
543,repeat_failure,1.97,1,True,False,False,True,False,False
544,post_collision,-12.6717,2,True,False,False,True,False,False
545,pedestrian,9.0451,1,True,False,False,False,False,False
546,dynamic_obstacle,-27.3441,3,True,False,False,True,False,False
547,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
548,repeat_failure,-12.5234,2,True,False,False,True,False,False
549,repeat_failure,1.97,1,True,False,False,True,False,False
550,repeat_failure,1.97,1,True,False,False,True,False,False
551,post_collision,-1.03,1,False,False,False,False,True,False
552,dynamic_obstacle,1.97,1,True,False,False,True,False,False
553,rough_terrain,-1.03,1,False,False,False,False,True,False
554,post_collision,-12.0243,2,True,False,False,True,False,False
555,pedestrian,-11.0608,3,True,False,False,True,False,False
556,entrance_misclassification,1.97,1,True,False,False,True,False,False
557,dynamic_obstacle,2.33,2,True,False,False,True,False,False
558,repeat_failure,1.97,1,True,False,False,True,False,False
559,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
560,entrance_misclassification,-9.2984,2,True,False,False,True,False,False
561,post_collision,-12.1585,2,True,False,False,True,False,False
562,entrance_misclassification,1.97,1,True,False,False,True,False,False
563,post_collision,9.2429,1,True,False,False,False,False,False
564,repeat_failure,1.97,1,True,False,False,True,False,False
565,repeat_failure,1.97,1,True,False,False,True,False,False
566,entrance_misclassification,-8.8103,2,True,False,False,True,False,False
567,dynamic_obstacle,10.3082,2,True,False,False,False,False,False
568,dynamic_obstacle,9.1355,1,True,False,False,False,False,False
569,post_collision,-13.0364,2,True,False,False,True,False,False
570,dynamic_obstacle,-10.7885,2,True,False,False,True,False,False
571,dynamic_obstacle,8.8152,1,True,False,False,False,False,False
572,repeat_failure,1.97,1,True,False,False,True,False,False
573,entrance_misclassification,-8.5924,2,True,False,False,True,False,False
574,pedestrian,-10.3869,2,True,False,False,True,False,False
575,pedestrian,-9.0838,2,True,False,False,True,False,False
576,entrance_misclassification,-8.818,2,True,False,False,True,False,False
577,rough_terrain,-9.1354,3,True,False,False,True,False,False
578,entrance_misclassification,1.97,1,True,False,False,True,False,False
579,pedestrian,-9.939,2,True,False,False,True,False,False
580,post_collision,-11.8035,2,True,False,False,True,False,False
581,entrance_misclassification,1.97,1,True,False,False,True,False,False
582,pedestrian,1.97,1,True,False,False,True,False,False
583,post_collision,1.97,1,True,False,False,True,False,False
584,post_collision,4.93,2,True,False,False,True,False,False
585,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
586,entrance_misclassification,-9.1404,2,True,False,False,True,False,False
587,repeat_failure,1.97,1,True,False,False,True,False,False
588,entrance_misclassification,1.97,1,True,False,False,True,False,False
589,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
590,dynamic_obstacle,-9.6682,2,True,False,False,True,False,False
591,post_collision,-1.03,1,False,False,False,False,True,False
592,dynamic_obstacle,-10.0469,2,True,False,False,True,False,False
593,repeat_failure,1.97,1,True,False,False,True,False,False
594,dynamic_obstacle,-0.67,2,False,False,False,False,True,False
595,repeat_failure,1.97,1,True,False,False,True,False,False
596,rough_terrain,-1.03,1,False,False,False,False,True,False
597,dynamic_obstacle,1.97,1,True,False,False,True,False,False
598,repeat_failure,1.97,1,True,False,False,True,False,False
599,entrance_misclassification,2.33,2,True,False,False,True,False,False
600,repeat_failure,1.97,1,True,False,False,True,False,False
601,pedestrian,9.0609,1,True,False,False,False,False,False
602,rough_terrain,-9.2209,2,True,False,False,True,False,False
603,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
604,dynamic_obstacle,-8.8355,2,True,False,False,True,False,False
605,pedestrian,1.97,1,True,False,False,True,False,False
606,entrance_misclassification,-9.9634,3,True,False,False,True,False,False
607,entrance_misclassification,1.97,1,True,False,False,True,False,False
608,dynamic_obstacle,9.2966,1,True,False,False,False,False,False
609,post_collision,1.97,1,True,False,False,True,False,False
610,rough_terrain,-8.8325,2,True,False,False,True,False,False
611,post_collision,-1.03,1,False,False,False,False,True,False
612,entrance_misclassification,1.97,1,True,False,False,True,False,False
613,pedestrian,8.8834,1,True,False,False,False,False,False
614,pedestrian,1.97,1,True,False,False,True,False,False
615,pedestrian,-9.3393,2,True,False,False,True,False,False
616,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
617,entrance_misclassification,1.97,1,True,False,False,True,False,False
618,rough_terrain,-1.03,1,False,False,False,False,True,False
619,post_collision,1.97,1,True,False,False,True,False,False
620,pedestrian,-9.192,2,True,False,False,True,False,False
621,pedestrian,-1.03,1,False,False,False,False,True,False
622,pedestrian,-9.0339,2,True,False,False,True,False,False
623,dynamic_obstacle,-10.8943,2,True,False,False,True,False,False
624,pedestrian,-10.7349,2,True,False,False,True,False,False
625,repeat_failure,1.97,1,True,False,False,True,False,False
626,rough_terrain,1.13,2,True,False,False,True,False,False
627,repeat_failure,1.97,1,True,False,False,True,False,False
628,repeat_failure,1.97,1,True,False,False,True,False,False
629,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
630,repeat_failure,1.97,1,True,False,False,True,False,False
631,entrance_misclassification,1.97,1,True,False,False,True,False,False
632,rough_terrain,1.97,1,True,False,False,True,False,False
633,dynamic_obstacle,8.8259,1,True,False,False,False,False,False
634,dynamic_obstacle,1.97,1,True,False,False,True,False,False
635,rough_terrain,-1.03,1,False,False,False,False,True,False
636,pedestrian,1.97,1,True,False,False,True,False,False
637,rough_terrain,-7.4598,3,True,False,False,True,False,False
638,post_collision,9.7574,1,True,False,False,False,False,False
639,entrance_misclassification,1.97,1,True,False,False,True,False,False
640,dynamic_obstacle,1.97,1,True,False,False,True,False,False
641,rough_terrain,1.97,1,True,False,False,True,False,False
642,post_collision,1.97,1,True,False,False,True,False,False
643,post_collision,1.97,1,True,False,False,True,False,False
644,rough_terrain,1.97,1,True,False,False,True,False,False
645,pedestrian,2.33,2,True,False,False,True,False,False
646,post_collision,-1.03,1,False,False,False,False,True,False
647,repeat_failure,1.97,1,True,False,False,True,False,False
648,post_collision,-1.03,1,False,False,False,False,True,False
649,rough_terrain,1.97,1,True,False,False,True,False,False
650,pedestrian,-9.0505,2,True,False,False,True,False,False
651,dynamic_obstacle,8.9309,1,True,False,False,False,False,False
652,dynamic_obstacle,9.0223,1,True,False,False,False,False,False
653,entrance_misclassification,-9.513,3,True,False,False,True,False,False
654,post_collision,1.97,1,True,False,False,True,False,False
655,entrance_misclassification,-8.8216,2,True,False,False,True,False,False
656,post_collision,9.7324,1,True,False,False,False,False,False
657,post_collision,-1.03,1,False,False,False,False,True,False
658,dynamic_obstacle,1.97,1,True,False,False,True,False,False
659,entrance_misclassification,1.97,1,True,False,False,True,False,False
660,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
661,repeat_failure,1.97,1,True,False,False,True,False,False
662,post_collision,1.97,1,True,False,False,True,False,False
663,repeat_failure,1.97,1,True,False,False,True,False,False
664,entrance_misclassification,1.97,1,True,False,False,True,False,False
665,post_collision,-12.3854,2,True,False,False,True,False,False
666,rough_terrain,9.0664,1,True,False,False,False,False,False
667,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
668,rough_terrain,1.97,1,True,False,False,True,False,False
669,pedestrian,-1.03,1,False,False,False,False,True,False
670,post_collision,9.0764,1,True,False,False,False,False,False
671,entrance_misclassification,-8.5157,2,True,False,False,True,False,False
672,dynamic_obstacle,-10.4605,2,True,False,False,True,False,False
673,post_collision,-1.03,1,False,False,False,False,True,False
674,rough_terrain,-8.8886,2,True,False,False,True,False,False
675,pedestrian,-8.7911,2,True,False,False,True,False,False
676,dynamic_obstacle,9.1489,1,True,False,False,False,False,False
677,post_collision,9.7029,1,True,False,False,False,False,False
678,dynamic_obstacle,-9.8275,2,True,False,False,True,False,False
679,repeat_failure,1.97,1,True,False,False,True,False,False
680,post_collision,8.1014,1,True,False,False,False,False,False
681,rough_terrain,1.97,1,True,False,False,True,False,False
682,post_collision,-13.1223,2,True,False,False,True,False,False
683,rough_terrain,1.97,1,True,False,False,True,False,False
684,rough_terrain,9.3486,1,True,False,False,False,False,False
685,pedestrian,-11.242,3,True,False,False,True,False,False
686,repeat_failure,1.97,1,True,False,False,True,False,False
687,rough_terrain,1.97,1,True,False,False,True,False,False
688,entrance_misclassification,1.97,1,True,False,False,True,False,False
689,post_collision,-1.03,1,False,False,False,False,True,False
690,pedestrian,1.97,1,True,False,False,True,False,False
691,entrance_misclassification,-8.8356,2,True,False,False,True,False,False
692,repeat_failure,1.97,1,True,False,False,True,False,False
693,rough_terrain,9.2655,1,True,False,False,False,False,False
694,entrance_misclassification,1.97,1,True,False,False,True,False,False
695,pedestrian,9.3329,1,True,False,False,False,False,False
696,pedestrian,1.97,1,True,False,False,True,False,False
697,dynamic_obstacle,-9.4512,2,True,False,False,True,False,False
698,repeat_failure,-12.6672,2,True,False,False,True,False,False
699,rough_terrain,9.0711,1,True,False,False,False,False,False
700,dynamic_obstacle,2.33,2,True,False,False,True,False,False
701,entrance_misclassification,-6.2351,3,True,False,False,True,False,False
702,entrance_misclassification,2.33,2,True,False,False,True,False,False
703,dynamic_obstacle,-9.1329,2,True,False,False,True,False,False
704,repeat_failure,1.97,1,True,False,False,True,False,False
705,entrance_misclassification,-9.1039,2,True,False,False,True,False,False
706,post_collision,8.5168,1,True,False,False,False,False,False
707,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
708,dynamic_obstacle,9.1253,1,True,False,False,False,False,False
709,post_collision,1.97,1,True,False,False,True,False,False
710,rough_terrain,9.504,1,True,False,False,False,False,False
711,post_collision,-11.9364,2,True,False,False,True,False,False
712,pedestrian,1.97,1,True,False,False,True,False,False
713,rough_terrain,1.97,1,True,False,False,True,False,False
714,entrance_misclassification,-9.2795,2,True,False,False,True,False,False
715,post_collision,1.97,1,True,False,False,True,False,False
716,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
717,pedestrian,-8.7765,2,True,False,False,True,False,False
718,pedestrian,8.9056,1,True,False,False,False,False,False
719,pedestrian,-1.03,1,False,False,False,False,True,False
720,entrance_misclassification,-8.6101,2,True,False,False,True,False,False
721,dynamic_obstacle,1.97,1,True,False,False,True,False,False
722,post_collision,-9.7935,3,True,False,False,True,False,False
723,post_collision,1.97,1,True,False,False,True,False,False
724,repeat_failure,1.97,1,True,False,False,True,False,False
725,dynamic_obstacle,-9.9822,2,True,False,False,True,False,False
726,pedestrian,-8.9266,2,True,False,False,True,False,False
727,repeat_failure,1.97,1,True,False,False,True,False,False
728,repeat_failure,2.33,2,True,False,False,True,False,False
729,entrance_misclassification,-8.8905,2,True,False,False,True,False,False
730,pedestrian,-8.9226,2,True,False,False,True,False,False
731,entrance_misclassification,1.97,1,True,False,False,True,False,False
732,post_collision,-11.3524,2,True,False,False,True,False,False
733,rough_terrain,-1.03,1,False,False,False,False,True,False
734,entrance_misclassification,2.33,2,True,False,False,True,False,False
735,rough_terrain,-9.7608,2,True,False,False,True,False,False
736,pedestrian,-8.5357,3,True,False,False,True,False,False
737,dynamic_obstacle,-7.7446,3,True,False,False,True,False,False
738,repeat_failure,1.48,3,True,False,False,True,False,False
739,pedestrian,-1.87,2,False,False,False,False,True,False
740,post_collision,-8.12,3,True,False,False,True,False,False
741,pedestrian,9.0499,1,True,False,False,False,False,False
742,rough_terrain,-8.7766,2,True,False,False,True,False,False
743,entrance_misclassification,-9.0911,2,True,False,False,True,False,False
744,pedestrian,1.97,1,True,False,False,True,False,False
745,pedestrian,-1.03,1,False,False,False,False,True,False
746,rough_terrain,1.97,1,True,False,False,True,False,False
747,pedestrian,-1.03,1,False,False,False,False,True,False
748,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
749,entrance_misclassification,-8.7966,2,True,False,False,True,False,False
750,pedestrian,1.97,1,True,False,False,True,False,False
751,entrance_misclassification,1.97,1,True,False,False,True,False,False
752,post_collision,-1.03,1,False,False,False,False,True,False
753,entrance_misclassification,1.97,1,True,False,False,True,False,False
754,pedestrian,7.7738,1,True,False,False,False,False,False
755,repeat_failure,1.97,1,True,False,False,True,False,False
756,rough_terrain,-9.2283,2,True,False,False,True,False,False
757,rough_terrain,1.97,1,True,False,False,True,False,False
758,pedestrian,8.7069,1,True,False,False,False,False,False
759,dynamic_obstacle,-8.8681,2,True,False,False,True,False,False
760,dynamic_obstacle,7.702,1,True,False,False,False,False,False
761,pedestrian,8.4151,1,True,False,False,False,False,False
762,repeat_failure,1.97,1,True,False,False,True,False,False
763,post_collision,9.1064,2,True,False,False,False,False,False
764,repeat_failure,1.97,1,True,False,False,True,False,False
765,dynamic_obstacle,-10.4474,2,True,False,False,True,False,False
766,pedestrian,8.6411,1,True,False,False,False,False,False
767,repeat_failure,1.97,1,True,False,False,True,False,False
768,dynamic_obstacle,9.3676,1,True,False,False,False,False,False
769,dynamic_obstacle,1.97,1,True,False,False,True,False,False
770,rough_terrain,8.3429,1,True,False,False,False,False,False
771,repeat_failure,-12.2329,2,True,False,False,True,False,False
772,dynamic_obstacle,-9.4669,2,True,False,False,True,False,False
773,pedestrian,-1.03,1,False,False,False,False,True,False
774,pedestrian,-11.0526,3,True,False,False,True,False,False
775,rough_terrain,-10.3827,2,True,False,False,True,False,False
776,rough_terrain,9.2733,3,True,False,False,False,False,False
777,pedestrian,-1.03,1,False,False,False,False,True,False
778,dynamic_obstacle,-8.9457,2,True,False,False,True,False,False
779,post_collision,-12.6398,2,True,False,False,True,False,False
780,pedestrian,-9.1047,2,True,False,False,True,False,False
781,pedestrian,-9.155,2,True,False,False,True,False,False
782,entrance_misclassification,1.97,1,True,False,False,True,False,False
783,post_collision,-12.4819,2,True,False,False,True,False,False
784,rough_terrain,-10.5873,2,True,False,False,True,False,False
785,post_collision,9.2729,1,True,False,False,False,False,False
786,entrance_misclassification,1.97,1,True,False,False,True,False,False
787,pedestrian,-10.6162,2,True,False,False,True,False,False
788,post_collision,7.9046,1,True,False,False,False,False,False
789,rough_terrain,9.9316,2,True,False,False,False,False,False
790,post_collision,-12.5049,2,True,False,False,True,False,False
791,entrance_misclassification,1.97,1,True,False,False,True,False,False
792,post_collision,-11.4844,2,True,False,False,True,False,False
793,entrance_misclassification,-9.1052,2,True,False,False,True,False,False
794,pedestrian,8.0926,1,True,False,False,False,False,False
795,rough_terrain,-9.7399,2,True,False,False,True,False,False
796,post_collision,9.7646,1,True,False,False,False,False,False
797,repeat_failure,-13.6561,2,True,False,False,True,False,False
798,rough_terrain,8.4501,1,True,False,False,False,False,False
799,repeat_failure,-12.2277,2,True,False,False,True,False,False
800,entrance_misclassification,-8.4657,2,True,False,False,True,False,False
801,dynamic_obstacle,-8.9274,2,True,False,False,True,False,False
802,post_collision,8.573,1,True,False,False,False,False,False
803,dynamic_obstacle,-8.7684,2,True,False,False,True,False,False
804,rough_terrain,9.0632,1,True,False,False,False,False,False
805,rough_terrain,1.97,1,True,False,False,True,False,False
806,repeat_failure,1.97,1,True,False,False,True,False,False
807,rough_terrain,1.97,1,True,False,False,True,False,False
808,rough_terrain,9.441,1,True,False,False,False,False,False
809,dynamic_obstacle,-9.7947,2,True,False,False,True,False,False
810,entrance_misclassification,1.97,1,True,False,False,True,False,False
811,dynamic_obstacle,10.33,2,True,False,False,False,False,False
812,dynamic_obstacle,9.2085,1,True,False,False,False,False,False
813,repeat_failure,1.97,1,True,False,False,True,False,False
814,post_collision,9.2664,1,True,False,False,False,False,False
815,repeat_failure,1.97,1,True,False,False,True,False,False
816,dynamic_obstacle,1.97,1,True,False,False,True,False,False
817,dynamic_obstacle,-8.7474,2,True,False,False,True,False,False
818,rough_terrain,-10.0388,2,True,False,False,True,False,False
819,rough_terrain,-9.8262,2,True,False,False,True,False,False
820,pedestrian,-1.03,1,False,False,False,False,True,False
821,post_collision,-9.5106,3,True,False,False,True,False,False
822,repeat_failure,1.97,1,True,False,False,True,False,False
823,rough_terrain,-1.03,1,False,False,False,False,True,False
824,post_collision,-1.03,1,False,False,False,False,True,False
825,pedestrian,-10.291,2,True,False,False,True,False,False
826,post_collision,-12.0494,2,True,False,False,True,False,False
827,rough_terrain,-9.2068,2,True,False,False,True,False,False
828,pedestrian,2.33,2,True,False,False,True,False,False
829,pedestrian,-11.4373,3,True,False,False,True,False,False
830,dynamic_obstacle,-10.4515,2,True,False,False,True,False,False
831,dynamic_obstacle,8.9269,1,True,False,False,False,False,False
832,entrance_misclassification,1.97,1,True,False,False,True,False,False
833,post_collision,-12.2468,3,True,False,False,True,False,False
834,pedestrian,1.97,1,True,False,False,True,False,False
835,post_collision,9.7466,1,True,False,False,False,False,False
836,rough_terrain,9.4187,1,True,False,False,False,False,False
837,post_collision,-1.03,1,False,False,False,False,True,False
838,post_collision,-11.5938,2,True,False,False,True,False,False
839,post_collision,-12.6979,2,True,False,False,True,False,False
840,pedestrian,1.97,1,True,False,False,True,False,False
841,post_collision,-1.03,1,False,False,False,False,True,False
842,repeat_failure,1.97,1,True,False,False,True,False,False
843,post_collision,9.7567,1,True,False,False,False,False,False
844,post_collision,12.93,2,True,False,False,False,False,False
845,dynamic_obstacle,9.2197,1,True,False,False,False,False,False
846,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
847,rough_terrain,-1.03,1,False,False,False,False,True,False
848,repeat_failure,-13.4081,2,True,False,False,True,False,False
849,dynamic_obstacle,-9.6363,2,True,False,False,True,False,False
850,entrance_misclassification,-8.9055,2,True,False,False,True,False,False
851,post_collision,9.6676,1,True,False,False,False,False,False
852,entrance_misclassification,1.97,1,True,False,False,True,False,False
853,rough_terrain,-1.03,1,False,False,False,False,True,False
854,repeat_failure,-12.1078,2,True,False,False,True,False,False
855,pedestrian,7.4415,1,True,False,False,False,False,False
856,pedestrian,9.1104,1,True,False,False,False,False,False
857,repeat_failure,1.97,1,True,False,False,True,False,False
858,post_collision,-12.9079,2,True,False,False,True,False,False
859,post_collision,-13.1534,2,True,False,False,True,False,False
860,dynamic_obstacle,-10.394,2,True,False,False,True,False,False
861,repeat_failure,1.97,1,True,False,False,True,False,False
862,post_collision,1.97,1,True,False,False,True,False,False
863,post_collision,-11.8567,2,True,False,False,True,False,False
864,pedestrian,-9.3384,2,True,False,False,True,False,False
865,rough_terrain,-3.7603,2,True,False,False,False,False,False
866,repeat_failure,1.97,1,True,False,False,True,False,False
867,entrance_misclassification,1.13,2,True,False,False,True,False,False
868,rough_terrain,1.97,1,True,False,False,True,False,False
869,rough_terrain,-13.127,3,True,False,False,True,False,False
870,pedestrian,8.7672,1,True,False,False,False,False,False
871,rough_terrain,9.4678,1,True,False,False,False,False,False
872,post_collision,-1.03,1,False,False,False,False,True,False
873,dynamic_obstacle,8.0942,1,True,False,False,False,False,False
874,post_collision,-13.0274,2,True,False,False,True,False,False
875,post_collision,9.7972,1,True,False,False,False,False,False
876,entrance_misclassification,-8.846,2,True,False,False,True,False,False
877,pedestrian,-8.7659,2,True,False,False,True,False,False
878,entrance_misclassification,1.97,1,True,False,False,True,False,False
879,dynamic_obstacle,7.4182,1,True,False,False,False,False,False
880,repeat_failure,1.97,1,True,False,False,True,False,False
881,entrance_misclassification,1.97,1,True,False,False,True,False,False
882,repeat_failure,-13.2778,2,True,False,False,True,False,False
883,post_collision,-12.5095,2,True,False,False,True,False,False
884,entrance_misclassification,1.97,1,True,False,False,True,False,False
885,rough_terrain,9.253,1,True,False,False,False,False,False
886,pedestrian,7.6719,1,True,False,False,False,False,False
887,rough_terrain,7.7251,1,True,False,False,False,False,False
888,dynamic_obstacle,9.1674,1,True,False,False,False,False,False
889,post_collision,8.967,1,True,False,False,False,False,False
890,dynamic_obstacle,-9.3386,2,True,False,False,True,False,False
891,repeat_failure,1.97,1,True,False,False,True,False,False
892,pedestrian,-9.2749,2,True,False,False,True,False,False
893,post_collision,-11.3816,2,True,False,False,True,False,False
894,rough_terrain,-27.144,3,True,False,False,True,False,False
895,post_collision,-12.9532,2,True,False,False,True,False,False
896,pedestrian,-10.4088,2,True,False,False,True,False,False
897,dynamic_obstacle,-10.1849,2,True,False,False,True,False,False
898,rough_terrain,-9.2886,2,True,False,False,True,False,False
899,entrance_misclassification,1.97,1,True,False,False,True,False,False
900,repeat_failure,1.97,1,True,False,False,True,False,False
901,rough_terrain,-9.1543,2,True,False,False,True,False,False
902,repeat_failure,1.97,1,True,False,False,True,False,False
903,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
904,entrance_misclassification,1.97,1,True,False,False,True,False,False
905,entrance_misclassification,1.97,1,True,False,False,True,False,False
906,dynamic_obstacle,-8.8836,2,True,False,False,True,False,False
907,entrance_misclassification,-8.7382,2,True,False,False,True,False,False
908,post_collision,-12.129,2,True,False,False,True,False,False
909,pedestrian,-8.9608,2,True,False,False,True,False,False
910,post_collision,9.7988,1,True,False,False,False,False,False
911,rough_terrain,9.2027,1,True,False,False,False,False,False
912,post_collision,8.9365,1,True,False,False,False,False,False
913,dynamic_obstacle,-9.0768,2,True,False,False,True,False,False
914,dynamic_obstacle,9.2947,1,True,False,False,False,False,False
915,pedestrian,8.6617,1,True,False,False,False,False,False
916,entrance_misclassification,-8.8845,2,True,False,False,True,False,False
917,repeat_failure,1.97,1,True,False,False,True,False,False
918,repeat_failure,1.97,1,True,False,False,True,False,False
919,entrance_misclassification,-8.9398,2,True,False,False,True,False,False
920,post_collision,1.97,1,True,False,False,True,False,False
921,repeat_failure,1.97,1,True,False,False,True,False,False
922,dynamic_obstacle,-3.7702,2,True,False,False,False,False,False
923,entrance_misclassification,-8.8788,2,True,False,False,True,False,False
924,post_collision,-12.9692,2,True,False,False,True,False,False
925,repeat_failure,1.97,1,True,False,False,True,False,False
926,post_collision,9.7095,1,True,False,False,False,False,False
927,post_collision,2.33,2,True,False,False,True,False,False
928,pedestrian,-8.7503,2,True,False,False,True,False,False
929,pedestrian,1.97,1,True,False,False,True,False,False
930,repeat_failure,1.97,1,True,False,False,True,False,False
931,entrance_misclassification,-9.1325,2,True,False,False,True,False,False
932,post_collision,-11.2,2,True,False,False,True,False,False
933,post_collision,-12.3138,2,True,False,False,True,False,False
934,rough_terrain,1.13,2,True,False,False,True,False,False
935,entrance_misclassification,-8.6729,2,True,False,False,True,False,False
936,dynamic_obstacle,9.1595,1,True,False,False,False,False,False
937,post_collision,9.8084,1,True,False,False,False,False,False
938,rough_terrain,-9.317,2,True,False,False,True,False,False
939,repeat_failure,1.97,1,True,False,False,True,False,False
940,rough_terrain,-7.697,3,True,False,False,True,False,False
941,rough_terrain,9.1325,1,True,False,False,False,False,False
942,repeat_failure,1.97,1,True,False,False,True,False,False
943,post_collision,-12.8242,2,True,False,False,True,False,False
944,dynamic_obstacle,8.9976,1,True,False,False,False,False,False
945,rough_terrain,9.245,1,True,False,False,False,False,False
946,dynamic_obstacle,-8.8819,2,True,False,False,True,False,False
947,pedestrian,-27.5602,3,True,False,False,True,False,False
948,post_collision,7.8951,1,True,False,False,False,False,False
949,rough_terrain,-8.7825,2,True,False,False,True,False,False
950,pedestrian,10.0823,2,True,False,False,False,False,False
951,entrance_misclassification,-8.8326,2,True,False,False,True,False,False
952,dynamic_obstacle,-10.1167,2,True,False,False,True,False,False
953,dynamic_obstacle,-10.4752,2,True,False,False,True,False,False
954,pedestrian,-6.409,3,True,False,False,True,False,False
955,post_collision,9.7147,1,True,False,False,False,False,False
956,entrance_misclassification,-8.9477,2,True,False,False,True,False,False
957,rough_terrain,-27.8898,3,True,False,False,True,False,False
958,pedestrian,9.0368,1,True,False,False,False,False,False
959,rough_terrain,-13.6933,3,True,False,False,True,False,False
960,rough_terrain,1.97,1,True,False,False,True,False,False
961,post_collision,-1.03,1,False,False,False,False,True,False
962,pedestrian,-9.5347,2,True,False,False,True,False,False
963,repeat_failure,1.97,1,True,False,False,True,False,False
964,entrance_misclassification,-8.9376,2,True,False,False,True,False,False
965,pedestrian,1.97,1,True,False,False,True,False,False
966,dynamic_obstacle,-1.03,1,False,False,False,False,True,False
967,repeat_failure,1.97,1,True,False,False,True,False,False
968,entrance_misclassification,1.97,1,True,False,False,True,False,False
969,rough_terrain,8.8633,1,True,False,False,False,False,False
970,entrance_misclassification,1.97,1,True,False,False,True,False,False
971,pedestrian,-8.9028,2,True,False,False,True,False,False
972,entrance_misclassification,-9.0244,2,True,False,False,True,False,False
973,dynamic_obstacle,-9.6827,2,True,False,False,True,False,False
974,repeat_failure,1.97,1,True,False,False,True,False,False
975,rough_terrain,9.2786,1,True,False,False,False,False,False
976,entrance_misclassification,1.97,1,True,False,False,True,False,False
977,post_collision,-8.9401,3,True,False,False,True,False,False
978,repeat_failure,1.97,1,True,False,False,True,False,False
