Phase,Scene,Planner,Seed,Success,Length,Clearance,Time
point,multi,RRT*,41,True,48.509,0,0.0404
point,multi,RRT*,42,True,47.748,0,0.0488
point,multi,RRT*,43,True,47.293,0,0.0413
point,multi,RRT*,44,True,48.145,0,0.0451
point,multi,RRT*,45,True,47.65,0,0.0434
point,multi,RRT*,46,True,47.857,0,0.044
point,multi,RRT*,47,True,47.636,0,0.0417
point,multi,RRT*,48,True,49.169,0,0.0409
point,multi,RRT*,49,True,47.861,0,0.043
point,multi,RRT*,50,True,47.519,0,0.0414
point,multi,RRT*,51,True,48.345,0,0.044
point,multi,RRT*,52,True,48.933,1,0.0391
point,multi,RRT*,53,True,47.089,0,0.0436
point,multi,RRT*,54,True,48.317,0,0.0419
point,multi,RRT*,55,True,48.801,0,0.0438
point,multi,RRT*,56,True,48.551,0,0.0445
point,multi,RRT*,57,True,47.621,0,0.0411
point,multi,RRT*,58,True,47.389,0,0.0407
point,multi,RRT*,59,True,47.297,0,0.0424
point,multi,RRT*,60,True,48.737,0,0.0419
point,multi,RRT*,61,True,47.823,0,0.0405
point,multi,RRT*,62,True,47.876,1,0.0401
point,multi,RRT*,63,True,47.609,0,0.0408
point,multi,RRT*,64,True,47.344,0,0.0405
point,multi,RRT*,65,True,47.302,0,0.0454
point,multi,RRT*,66,True,47.623,0,0.0453
point,multi,RRT*,67,True,47.549,0,0.0421
point,multi,RRT*,68,True,47.76,0,0.0411
point,multi,RRT*,69,True,47.398,0,0.0413
point,multi,RRT*,70,True,47.765,0,0.0478
point,multi,RRT*,71,True,49.057,0,0.0433
point,multi,RRT*,72,True,48.759,0,0.0428
point,multi,RRT*,73,True,47.902,0,0.0425
point,multi,RRT*,74,True,48.441,0,0.0512
point,multi,RRT*,75,True,48.92,0,0.0464
point,multi,RRT*,76,True,47.268,0,0.0392
point,multi,RRT*,77,True,47.308,0,0.0402
point,multi,RRT*,78,True,47.389,0,0.0428
point,multi,RRT*,79,True,47.674,0,0.0442
point,multi,RRT*,80,True,47.871,0,0.0451
point,multi,RRT*,81,True,48.859,1,0.0433
point,multi,RRT*,82,True,48.436,0,0.0427
point,multi,RRT*,83,True,47.444,0,0.0452
point,multi,RRT*,84,True,48.82,0,0.0429
point,multi,RRT*,85,True,47.178,0,0.0394
point,multi,RRT*,86,True,47.379,0,0.0398
point,multi,RRT*,87,True,48.045,0,0.0405
point,multi,RRT*,88,True,48.503,0,0.0382
point,multi,RRT*,89,True,47.466,0,0.0404
point,multi,RRT*,90,True,48.054,0,0.0404
point,multi,RRT*,91,True,48.034,0,0.0412
point,multi,RRT*,92,True,48.307,0,0.0398
point,multi,RRT*,93,True,47.461,0,0.0439
point,multi,RRT*,94,True,47.943,0,0.0428
point,multi,RRT*,95,True,48.289,1,0.0425
point,multi,RRT*,96,True,48.213,0,0.0416
point,multi,RRT*,97,True,47.341,0,0.0441
point,multi,RRT*,98,True,48.04,0,0.0452
point,multi,RRT*,99,True,48.091,0,0.0377
small,w7,RRT,0,True,55.561,1,0.002
small,w7,RRT,1,True,63.522,1,0.0022
small,w7,RRT,2,True,54.612,1,0.0024
small,w7,RRT,3,True,61.208,1,0.0025
small,w7,RRT,4,True,54.612,1,0.0025
small,w7,RRT,5,True,58.274,1,0.004
small,w7,RRT,6,True,51.832,1,0.0003
small,w7,RRT,7,True,55.489,1,0.0009
small,w7,RRT,8,True,59.227,1,0.0024
small,w7,RRT,9,True,58.976,1,0.0037
small,w7,RRT,10,True,51.842,1,0.0025
small,w7,RRT,11,True,60.956,1,0.0042
small,w7,RRT,12,True,60.864,1,0.0041
small,w7,RRT,13,True,51.802,1,0.0012
small,w7,RRT,14,True,62.332,1,0.0028
small,w7,RRT,15,True,57.973,1,0.003
small,w7,RRT,16,True,59.068,1,0.0018
small,w7,RRT,17,True,53.236,1,0.0042
small,w7,RRT,18,True,56.955,1,0.0017
small,w7,RRT,19,True,57.402,1,0.0036
small,w7,RRT,20,True,59.584,1,0.0015
small,w7,RRT,21,True,53.029,1,0.002
small,w7,RRT,22,True,60.972,1,0.0038
small,w7,RRT,23,True,57.45,1,0.0016
small,w7,RRT,24,True,54.434,1,0.0027
small,w7,RRT,25,True,59.979,1,0.0051
small,w7,RRT,26,True,56.064,1,0.0035
small,w7,RRT,27,True,55.823,0,0.0027
small,w7,RRT,28,True,56.191,1,0.001
small,w7,RRT,29,True,60.333,0,0.0063
small,w7,RRT,30,True,54.648,0,0.0027
small,w7,RRT,31,True,52.249,0,0.0017
small,w7,RRT,32,True,56.686,1,0.0048
small,w7,RRT,33,True,60.075,1,0.0059
small,w7,RRT,34,True,57.299,1,0.0014
small,w7,RRT,35,True,52.955,1,0.0011
small,w7,RRT,36,True,55.131,1,0.0036
small,w7,RRT,37,True,57.885,1,0.0046
small,w7,RRT,38,True,57.457,1,0.0021
small,w7,RRT,39,True,56.095,1,0.0026
small,w7,RRT,40,True,60.0,1,0.0038
small,w7,RRT,41,True,60.433,1,0.0029
small,w7,RRT,42,True,54.737,0,0.0034
small,w7,RRT,43,True,53.198,1,0.0012
small,w7,RRT,44,True,57.626,0,0.003
small,w7,RRT,45,True,67.335,1,0.002
small,w7,RRT,46,True,62.714,1,0.0024
small,w7,RRT,47,True,51.687,1,0.001
small,w7,RRT,48,True,53.944,1,0.0008
small,w7,RRT,49,True,57.44,1,0.0044
small,w7,RRT,50,True,59.765,1,0.003
small,w7,RRT,51,True,68.799,1,0.0024
small,w7,RRT,52,True,61.938,1,0.0024
small,w7,RRT,53,True,58.137,1,0.001
small,w7,RRT,54,True,56.435,1,0.0046
small,w7,RRT,55,True,56.946,1,0.0026
small,w7,RRT,56,True,50.946,1,0.0006
small,w7,RRT,57,True,58.661,1,0.0031
small,w7,RRT,58,True,55.885,1,0.0009
small,w7,RRT,59,True,53.057,1,0.0026
small,w7,RRT,60,True,54.791,1,0.0033
small,w7,RRT,61,True,64.369,1,0.0034
small,w7,RRT,62,True,60.182,1,0.0034
small,w7,RRT,63,True,59.45,0,0.0043
small,w7,RRT,64,True,56.246,1,0.0044
small,w7,RRT,65,True,61.45,0,0.0048
small,w7,RRT,66,True,55.28,1,0.0027
small,w7,RRT,67,True,53.702,1,0.0029
small,w7,RRT,68,True,55.125,1,0.0066
small,w7,RRT,69,True,59.116,1,0.0049
small,w7,RRT,70,True,59.99,1,0.0058
small,w7,RRT,71,True,58.409,1,0.0033
small,w7,RRT,72,True,64.948,1,0.0029
small,w7,RRT,73,True,56.667,1,0.0021
small,w7,RRT,74,True,53.813,1,0.0037
small,w7,RRT,75,True,53.236,1,0.0029
small,w7,RRT,76,True,58.026,1,0.0031
small,w7,RRT,77,True,55.31,1,0.0051
small,w7,RRT,78,True,51.96,1,0.0026
small,w7,RRT,79,True,54.632,1,0.0034
small,w7,RRT,80,True,63.155,1,0.0058
small,w7,RRT,81,True,66.766,1,0.0034
small,w7,RRT,82,True,63.839,1,0.0039
small,w7,RRT,83,True,57.708,1,0.0023
small,w7,RRT,84,True,60.174,1,0.0029
small,w7,RRT,85,True,55.579,1,0.0034
small,w7,RRT,86,True,60.785,1,0.0031
small,w7,RRT,87,True,59.691,0,0.0025
small,w7,RRT,88,True,59.131,1,0.0012
small,w7,RRT,89,True,59.217,1,0.001
small,w7,RRT,90,True,55.736,1,0.0034
small,w7,RRT,91,True,58.094,1,0.0049
small,w7,RRT,92,True,53.174,0,0.002
small,w7,RRT,93,True,57.227,1,0.0025
small,w7,RRT,94,True,59.107,1,0.003
small,w7,RRT,95,True,59.309,1,0.0013
small,w7,RRT,96,True,60.119,1,0.0032
small,w7,RRT,97,True,61.44,0,0.0035
small,w7,RRT,98,True,65.496,1,0.0034
small,w7,RRT,99,True,53.813,1,0.0027
small,w7,RRT*,0,True,49.293,1,0.0258
small,w7,RRT*,1,True,49.829,1,0.0254
small,w7,RRT*,2,True,48.412,0,0.0277
small,w7,RRT*,3,True,48.388,0,0.0272
small,w7,RRT*,4,True,48.194,1,0.028
small,w7,RRT*,5,True,50.959,0,0.0259
small,w7,RRT*,6,True,48.107,1,0.0279
small,w7,RRT*,7,True,49.441,1,0.0286
small,w7,RRT*,8,True,48.629,1,0.0249
small,w7,RRT*,9,True,48.368,1,0.0256
small,w7,RRT*,10,True,48.205,1,0.0283
small,w7,RRT*,11,True,49.016,1,0.0287
small,w7,RRT*,12,True,49.363,1,0.0255
small,w7,RRT*,13,True,48.17,1,0.0281
small,w7,RRT*,14,True,49.191,0,0.0275
small,w7,RRT*,15,True,48.753,0,0.0306
small,w7,RRT*,16,True,49.108,1,0.027
small,w7,RRT*,17,True,48.908,1,0.0273
small,w7,RRT*,18,True,49.018,1,0.0298
small,w7,RRT*,19,True,48.26,1,0.028
small,w7,RRT*,20,True,48.794,1,0.0248
small,w7,RRT*,21,True,48.639,1,0.0271
small,w7,RRT*,22,True,48.077,1,0.0283
small,w7,RRT*,23,True,48.053,1,0.0253
small,w7,RRT*,24,True,48.705,0,0.0275
small,w7,RRT*,25,True,50.275,0,0.0273
small,w7,RRT*,26,True,48.55,0,0.0285
small,w7,RRT*,27,True,48.477,0,0.0289
small,w7,RRT*,28,True,48.142,1,0.0257
small,w7,RRT*,29,True,48.451,0,0.0244
small,w7,RRT*,30,True,49.033,0,0.0262
small,w7,RRT*,31,True,48.766,0,0.0273
small,w7,RRT*,32,True,48.683,1,0.0265
small,w7,RRT*,33,True,48.209,0,0.0233
small,w7,RRT*,34,True,48.683,2,0.0286
small,w7,RRT*,35,True,48.212,1,0.0278
small,w7,RRT*,36,True,48.747,1,0.0281
small,w7,RRT*,37,True,49.197,0,0.0288
small,w7,RRT*,38,True,48.674,1,0.0236
small,w7,RRT*,39,True,48.425,1,0.0255
small,w7,RRT*,40,True,48.611,0,0.0282
small,w7,RRT*,41,True,48.978,1,0.0245
small,w7,RRT*,42,True,48.107,1,0.0308
small,w7,RRT*,43,True,49.444,1,0.0261
small,w7,RRT*,44,True,48.388,1,0.0223
small,w7,RRT*,45,True,48.558,0,0.0262
small,w7,RRT*,46,True,48.548,0,0.0297
small,w7,RRT*,47,True,48.388,0,0.0279
small,w7,RRT*,48,True,48.57,1,0.0253
small,w7,RRT*,49,True,48.817,1,0.0264
small,w7,RRT*,50,True,48.707,1,0.0262
small,w7,RRT*,51,True,49.756,1,0.0251
small,w7,RRT*,52,True,49.02,1,0.0257
small,w7,RRT*,53,True,49.846,1,0.0281
small,w7,RRT*,54,True,48.946,1,0.0234
small,w7,RRT*,55,True,48.849,1,0.0266
small,w7,RRT*,56,True,48.342,1,0.0256
small,w7,RRT*,57,True,49.235,0,0.0276
small,w7,RRT*,58,True,48.136,0,0.0254
small,w7,RRT*,59,True,49.908,1,0.029
small,w7,RRT*,60,True,49.356,1,0.0262
small,w7,RRT*,61,True,49.027,0,0.0262
small,w7,RRT*,62,True,48.392,1,0.0273
small,w7,RRT*,63,True,49.025,0,0.0289
small,w7,RRT*,64,True,49.991,1,0.0245
small,w7,RRT*,65,True,49.287,1,0.0219
small,w7,RRT*,66,True,50.049,1,0.0258
small,w7,RRT*,67,True,48.873,0,0.0259
small,w7,RRT*,68,True,49.587,1,0.0254
small,w7,RRT*,69,True,48.223,1,0.0251
small,w7,RRT*,70,True,48.539,0,0.0272
small,w7,RRT*,71,True,49.832,1,0.0271
small,w7,RRT*,72,True,50.075,1,0.029
small,w7,RRT*,73,True,48.433,1,0.0273
small,w7,RRT*,74,True,49.063,1,0.0298
small,w7,RRT*,75,True,49.591,1,0.025
small,w7,RRT*,76,True,48.946,2,0.0274
small,w7,RRT*,77,True,48.607,1,0.0244
small,w7,RRT*,78,True,48.683,0,0.0268
small,w7,RRT*,79,True,48.837,1,0.0283
small,w7,RRT*,80,True,49.046,1,0.0236
small,w7,RRT*,81,True,49.444,1,0.0246
small,w7,RRT*,82,True,49.152,1,0.0242
small,w7,RRT*,83,True,48.475,1,0.0302
small,w7,RRT*,84,True,48.751,1,0.0281
small,w7,RRT*,85,True,49.774,0,0.0264
small,w7,RRT*,86,True,48.674,1,0.0268
small,w7,RRT*,87,True,49.358,1,0.0267
small,w7,RRT*,88,True,49.536,0,0.0279
small,w7,RRT*,89,True,48.288,1,0.0256
small,w7,RRT*,90,True,49.177,1,0.0265
small,w7,RRT*,91,True,49.543,1,0.0307
small,w7,RRT*,92,True,49.228,0,0.0283
small,w7,RRT*,93,True,48.386,1,0.0285
small,w7,RRT*,94,True,51.608,1,0.0277
small,w7,RRT*,95,True,49.173,0,0.0297
small,w7,RRT*,96,True,48.964,1,0.0291
small,w7,RRT*,97,True,48.459,0,0.0287
small,w7,RRT*,98,True,48.678,1,0.0283
small,w7,RRT*,99,True,48.725,1,0.025
small,w6,RRT,0,True,55.561,0,0.0024
small,w6,RRT,1,True,64.341,1,0.0035
small,w6,RRT,2,True,54.612,1,0.0028
small,w6,RRT,3,True,61.208,1,0.0024
small,w6,RRT,4,True,61.802,1,0.0055
small,w6,RRT,5,True,58.274,1,0.0067
small,w6,RRT,6,True,59.27,1,0.0021
small,w6,RRT,7,True,58.055,0,0.0033
small,w6,RRT,8,True,59.227,1,0.0022
small,w6,RRT,9,True,58.976,1,0.0037
small,w6,RRT,10,True,54.67,0,0.0024
small,w6,RRT,11,True,62.927,1,0.0044
small,w6,RRT,12,True,60.864,1,0.0043
small,w6,RRT,13,True,55.615,1,0.0054
small,w6,RRT,14,True,62.027,1,0.0025
small,w6,RRT,15,True,57.973,1,0.0031
small,w6,RRT,16,True,59.068,1,0.0018
small,w6,RRT,17,True,53.851,1,0.0045
small,w6,RRT,18,True,60.009,1,0.0038
small,w6,RRT,19,True,57.402,1,0.0035
small,w6,RRT,20,True,56.782,1,0.0016
small,w6,RRT,21,True,57.848,1,0.0031
small,w6,RRT,22,True,60.506,1,0.0045
small,w6,RRT,23,True,57.761,1,0.0042
small,w6,RRT,24,True,54.434,1,0.0027
small,w6,RRT,25,True,63.625,1,0.0029
small,w6,RRT,26,True,56.064,1,0.0036
small,w6,RRT,27,True,54.278,0,0.0034
small,w6,RRT,28,True,55.262,1,0.0027
small,w6,RRT,29,True,64.928,1,0.0073
small,w6,RRT,30,True,54.648,0,0.0025
small,w6,RRT,31,True,52.249,0,0.0018
small,w6,RRT,32,True,56.686,1,0.0047
small,w6,RRT,33,True,56.454,1,0.0067
small,w6,RRT,34,True,57.15,0,0.0013
small,w6,RRT,35,True,61.761,1,0.0045
small,w6,RRT,36,True,55.131,1,0.0036
small,w6,RRT,37,True,53.532,1,0.004
small,w6,RRT,38,True,57.457,1,0.0021
small,w6,RRT,39,True,56.095,1,0.003
small,w6,RRT,40,True,60.0,1,0.0038
small,w6,RRT,41,True,60.433,1,0.0029
small,w6,RRT,42,True,53.835,1,0.0034
small,w6,RRT,43,True,53.198,1,0.0012
small,w6,RRT,44,True,52.568,1,0.0035
small,w6,RRT,45,True,67.335,1,0.0021
small,w6,RRT,46,True,59.741,1,0.0025
small,w6,RRT,47,True,51.687,1,0.0011
small,w6,RRT,48,True,53.328,1,0.0025
small,w6,RRT,49,True,57.44,1,0.0043
small,w6,RRT,50,True,59.765,1,0.0033
small,w6,RRT,51,True,65.532,1,0.0026
small,w6,RRT,52,True,61.938,1,0.0024
small,w6,RRT,53,True,61.299,1,0.0029
small,w6,RRT,54,True,60.352,1,0.0047
small,w6,RRT,55,True,56.946,1,0.0025
small,w6,RRT,56,True,50.946,1,0.0006
small,w6,RRT,57,True,58.661,1,0.0029
small,w6,RRT,58,True,55.885,1,0.0009
small,w6,RRT,59,True,56.37,1,0.0026
small,w6,RRT,60,True,54.539,1,0.0034
small,w6,RRT,61,True,64.369,1,0.0035
small,w6,RRT,62,True,65.418,1,0.0036
small,w6,RRT,63,True,59.45,0,0.0044
small,w6,RRT,64,True,53.784,1,0.0051
small,w6,RRT,65,True,59.904,1,0.0049
small,w6,RRT,66,True,55.28,1,0.0028
small,w6,RRT,67,True,53.198,1,0.0027
small,w6,RRT,68,True,55.125,1,0.0071
small,w6,RRT,69,True,63.775,1,0.0059
small,w6,RRT,70,True,61.657,1,0.0059
small,w6,RRT,71,True,57.897,0,0.0033
small,w6,RRT,72,True,64.131,1,0.0042
small,w6,RRT,73,True,58.173,0,0.0121
small,w6,RRT,74,True,53.813,1,0.0037
small,w6,RRT,75,True,53.236,1,0.0028
small,w6,RRT,76,True,56.035,0,0.0039
small,w6,RRT,77,True,55.31,1,0.006
small,w6,RRT,78,True,51.96,1,0.0028
small,w6,RRT,79,True,54.632,0,0.0033
small,w6,RRT,80,True,58.193,1,0.0064
small,w6,RRT,81,True,66.766,1,0.0039
small,w6,RRT,82,True,63.839,1,0.0041
small,w6,RRT,83,True,56.621,1,0.0041
small,w6,RRT,84,True,66.192,0,0.0069
small,w6,RRT,85,True,56.175,1,0.0007
small,w6,RRT,86,True,65.381,0,0.0033
small,w6,RRT,87,True,69.572,1,0.0105
small,w6,RRT,88,True,56.451,1,0.0035
small,w6,RRT,89,True,61.699,0,0.0031
small,w6,RRT,90,True,55.736,1,0.0033
small,w6,RRT,91,True,58.094,0,0.0049
small,w6,RRT,92,True,53.174,0,0.002
small,w6,RRT,93,True,58.593,1,0.0058
small,w6,RRT,94,True,59.116,1,0.004
small,w6,RRT,95,True,62.869,1,0.0029
small,w6,RRT,96,True,60.119,1,0.0032
small,w6,RRT,97,True,65.171,1,0.0044
small,w6,RRT,98,True,65.496,1,0.0036
small,w6,RRT,99,True,53.813,1,0.0024
small,w6,RRT*,0,True,50.06,1,0.0253
small,w6,RRT*,1,True,49.803,1,0.022
small,w6,RRT*,2,True,48.412,0,0.03
small,w6,RRT*,3,True,49.806,0,0.0293
small,w6,RRT*,4,True,49.061,1,0.0283
small,w6,RRT*,5,True,53.315,0,0.0255
small,w6,RRT*,6,True,48.474,1,0.0287
small,w6,RRT*,7,True,49.465,1,0.0259
small,w6,RRT*,8,True,48.859,1,0.0248
small,w6,RRT*,9,True,48.731,1,0.026
small,w6,RRT*,10,True,49.348,0,0.0289
small,w6,RRT*,11,True,49.445,0,0.0258
small,w6,RRT*,12,True,49.78,1,0.0254
small,w6,RRT*,13,True,49.091,0,0.0276
small,w6,RRT*,14,True,49.902,1,0.0285
small,w6,RRT*,15,True,48.681,1,0.0302
small,w6,RRT*,16,True,52.92,1,0.0305
small,w6,RRT*,17,True,50.229,1,0.04
small,w6,RRT*,18,True,49.203,0,0.0299
small,w6,RRT*,19,True,48.562,1,0.0503
small,w6,RRT*,20,True,48.599,1,0.0257
small,w6,RRT*,21,True,49.686,2,0.0361
small,w6,RRT*,22,True,48.807,0,0.0285
small,w6,RRT*,23,True,50.694,1,0.0225
small,w6,RRT*,24,True,48.705,0,0.027
small,w6,RRT*,25,True,50.48,0,0.0281
small,w6,RRT*,26,True,50.205,1,0.0273
small,w6,RRT*,27,True,48.92,0,0.0286
small,w6,RRT*,28,True,48.881,0,0.0248
small,w6,RRT*,29,True,51.093,1,0.0268
small,w6,RRT*,30,True,48.525,0,0.0271
small,w6,RRT*,31,True,48.607,0,0.0268
small,w6,RRT*,32,True,49.465,1,0.0264
small,w6,RRT*,33,True,48.742,1,0.0245
small,w6,RRT*,34,True,48.933,1,0.0315
small,w6,RRT*,35,True,49.041,1,0.0264
small,w6,RRT*,36,True,49.205,1,0.0269
small,w6,RRT*,37,True,49.661,1,0.0287
small,w6,RRT*,38,True,49.893,1,0.0235
small,w6,RRT*,39,True,49.685,1,0.0248
small,w6,RRT*,40,True,48.611,0,0.0275
small,w6,RRT*,41,True,49.239,1,0.0242
small,w6,RRT*,42,True,49.82,1,0.0264
small,w6,RRT*,43,True,49.395,1,0.0263
small,w6,RRT*,44,True,48.555,1,0.0255
small,w6,RRT*,45,True,49.143,1,0.0248
small,w6,RRT*,46,True,48.933,1,0.0286
small,w6,RRT*,47,True,49.317,1,0.0261
small,w6,RRT*,48,True,49.248,1,0.0263
small,w6,RRT*,49,True,48.836,0,0.0249
small,w6,RRT*,50,True,48.95,1,0.0259
small,w6,RRT*,51,True,49.756,1,0.0246
small,w6,RRT*,52,True,49.02,1,0.0267
small,w6,RRT*,53,True,48.859,1,0.028
small,w6,RRT*,54,True,49.582,1,0.0224
small,w6,RRT*,55,True,48.849,0,0.0266
small,w6,RRT*,56,True,48.763,1,0.0254
small,w6,RRT*,57,True,49.303,0,0.0274
small,w6,RRT*,58,True,48.552,1,0.0251
small,w6,RRT*,59,True,50.292,1,0.0286
small,w6,RRT*,60,True,50.009,1,0.0263
small,w6,RRT*,61,True,49.542,0,0.0263
small,w6,RRT*,62,True,49.152,1,0.0271
small,w6,RRT*,63,True,49.025,0,0.0341
small,w6,RRT*,64,True,50.252,1,0.0251
small,w6,RRT*,65,True,50.19,1,0.0217
small,w6,RRT*,66,True,50.049,1,0.0268
small,w6,RRT*,67,True,49.062,0,0.0314
small,w6,RRT*,68,True,49.791,2,0.0319
small,w6,RRT*,69,True,48.663,1,0.0267
small,w6,RRT*,70,True,48.872,0,0.0434
small,w6,RRT*,71,True,50.084,0,0.0434
small,w6,RRT*,72,True,51.508,1,0.0438
small,w6,RRT*,73,True,48.881,1,0.0343
small,w6,RRT*,74,True,49.4,1,0.0336
small,w6,RRT*,75,True,49.591,1,0.0395
small,w6,RRT*,76,True,48.727,0,0.0373
small,w6,RRT*,77,True,48.85,1,0.0238
small,w6,RRT*,78,True,48.755,0,0.0256
small,w6,RRT*,79,True,49.091,1,0.0282
small,w6,RRT*,80,True,48.796,1,0.0257
small,w6,RRT*,81,True,49.766,0,0.0269
small,w6,RRT*,82,True,50.314,2,0.0324
small,w6,RRT*,83,True,48.82,0,0.0392
small,w6,RRT*,84,True,49.664,1,0.0215
small,w6,RRT*,85,True,49.75,0,0.0234
small,w6,RRT*,86,True,48.775,0,0.0251
small,w6,RRT*,87,True,50.63,1,0.0235
small,w6,RRT*,88,True,49.73,1,0.0254
small,w6,RRT*,89,True,49.635,1,0.0229
small,w6,RRT*,90,True,48.605,1,0.0253
small,w6,RRT*,91,True,49.543,0,0.027
small,w6,RRT*,92,True,48.86,1,0.0288
small,w6,RRT*,93,True,48.85,1,0.0263
small,w6,RRT*,94,True,48.994,1,0.0267
small,w6,RRT*,95,True,49.899,1,0.0281
small,w6,RRT*,96,True,48.964,1,0.0289
small,w6,RRT*,97,True,51.335,0,0.0268
small,w6,RRT*,98,True,49.013,0,0.0274
small,w6,RRT*,99,True,48.8,1,0.0243
small,w5,RRT,0,True,55.561,0,0.0021
small,w5,RRT,1,True,64.341,1,0.0036
small,w5,RRT,2,True,54.797,1,0.0026
small,w5,RRT,3,True,64.415,1,0.0053
small,w5,RRT,4,True,61.802,1,0.0057
small,w5,RRT,5,True,58.274,1,0.004
small,w5,RRT,6,True,58.936,1,0.002
small,w5,RRT,7,True,58.055,0,0.0033
small,w5,RRT,8,True,59.227,1,0.0024
small,w5,RRT,9,True,58.976,1,0.0045
small,w5,RRT,10,True,55.832,0,0.0024
small,w5,RRT,11,True,60.936,1,0.004
small,w5,RRT,12,True,60.864,1,0.0049
small,w5,RRT,13,True,55.615,1,0.0048
small,w5,RRT,14,True,57.926,1,0.0022
small,w5,RRT,15,True,57.973,1,0.0036
small,w5,RRT,16,True,59.068,1,0.0018
small,w5,RRT,17,True,53.851,1,0.0042
small,w5,RRT,18,True,60.009,1,0.0037
small,w5,RRT,19,True,64.083,1,0.0034
small,w5,RRT,20,True,56.782,0,0.0017
small,w5,RRT,21,True,63.482,1,0.0032
small,w5,RRT,22,True,60.506,1,0.0041
small,w5,RRT,23,True,57.761,1,0.0039
small,w5,RRT,24,True,54.434,1,0.0027
small,w5,RRT,25,True,63.625,1,0.0027
small,w5,RRT,26,True,61.959,1,0.0031
small,w5,RRT,27,True,55.774,1,0.0027
small,w5,RRT,28,True,55.262,1,0.0025
small,w5,RRT,29,True,64.928,1,0.0069
small,w5,RRT,30,True,58.699,1,0.0042
small,w5,RRT,31,True,59.18,1,0.0028
small,w5,RRT,32,True,56.686,1,0.0045
small,w5,RRT,33,True,56.454,1,0.0058
small,w5,RRT,34,True,57.15,0,0.0015
small,w5,RRT,35,True,50.695,1,0.0014
small,w5,RRT,36,True,55.131,1,0.0036
small,w5,RRT,37,True,53.532,1,0.0038
small,w5,RRT,38,True,58.014,1,0.0037
small,w5,RRT,39,True,56.117,0,0.0046
small,w5,RRT,40,True,60.0,1,0.0037
small,w5,RRT,41,True,60.433,1,0.003
small,w5,RRT,42,True,53.835,1,0.0032
small,w5,RRT,43,True,53.198,0,0.0012
small,w5,RRT,44,True,52.568,1,0.0033
small,w5,RRT,45,True,64.497,1,0.0021
small,w5,RRT,46,False,0.0,0.0,0.0115
small,w5,RRT,47,True,51.687,1,0.0009
small,w5,RRT,48,True,53.328,1,0.0024
small,w5,RRT,49,True,59.345,0,0.0038
small,w5,RRT,50,True,59.765,1,0.003
small,w5,RRT,51,True,65.532,1,0.0024
small,w5,RRT,52,True,61.938,1,0.0023
small,w5,RRT,53,True,61.299,1,0.0029
small,w5,RRT,54,True,57.514,1,0.0043
small,w5,RRT,55,True,64.673,1,0.004
small,w5,RRT,56,True,58.663,1,0.0012
small,w5,RRT,57,True,58.661,1,0.0029
small,w5,RRT,58,True,52.621,1,0.001
small,w5,RRT,59,True,58.638,1,0.0054
small,w5,RRT,60,True,54.539,1,0.0032
small,w5,RRT,61,True,67.692,1,0.0081
small,w5,RRT,62,True,65.418,1,0.0033
small,w5,RRT,63,True,56.287,1,0.0043
small,w5,RRT,64,True,53.784,1,0.0055
small,w5,RRT,65,True,59.904,1,0.0055
small,w5,RRT,66,True,55.28,1,0.0026
small,w5,RRT,67,True,53.198,1,0.0028
small,w5,RRT,68,True,66.686,1,0.011
small,w5,RRT,69,True,63.775,1,0.006
small,w5,RRT,70,True,61.657,1,0.0058
small,w5,RRT,71,True,57.897,0,0.0032
small,w5,RRT,72,True,64.131,1,0.0028
small,w5,RRT,73,True,58.173,0,0.0081
small,w5,RRT,74,True,59.198,0,0.0054
small,w5,RRT,75,True,57.562,1,0.0079
small,w5,RRT,76,True,56.035,0,0.003
small,w5,RRT,77,True,55.31,1,0.0054
small,w5,RRT,78,True,52.119,1,0.0008
small,w5,RRT,79,True,54.632,0,0.0033
small,w5,RRT,80,True,60.735,1,0.0062
small,w5,RRT,81,True,66.766,1,0.0029
small,w5,RRT,82,True,63.839,1,0.004
small,w5,RRT,83,True,56.621,1,0.0042
small,w5,RRT,84,True,59.121,0,0.0063
small,w5,RRT,85,True,65.281,1,0.0041
small,w5,RRT,86,True,64.41,0,0.0048
small,w5,RRT,87,True,69.572,1,0.0104
small,w5,RRT,88,True,56.451,0,0.0031
small,w5,RRT,89,True,61.699,0,0.0031
small,w5,RRT,90,True,55.736,1,0.0032
small,w5,RRT,91,True,56.67,0,0.0045
small,w5,RRT,92,True,63.906,1,0.0042
small,w5,RRT,93,True,54.936,1,0.0055
small,w5,RRT,94,True,59.116,1,0.0041
small,w5,RRT,95,True,56.879,1,0.0026
small,w5,RRT,96,True,60.119,1,0.0033
small,w5,RRT,97,True,65.171,0,0.0041
small,w5,RRT,98,True,61.45,1,0.0067
small,w5,RRT,99,True,53.813,1,0.0023
small,w5,RRT*,0,True,50.06,1,0.0249
small,w5,RRT*,1,True,50.36,1,0.0228
small,w5,RRT*,2,True,49.12,1,0.028
small,w5,RRT*,3,True,49.806,0,0.0235
small,w5,RRT*,4,True,49.313,0,0.0267
small,w5,RRT*,5,True,53.678,1,0.0266
small,w5,RRT*,6,True,48.946,1,0.0284
small,w5,RRT*,7,True,50.21,1,0.0276
small,w5,RRT*,8,True,49.739,1,0.0248
small,w5,RRT*,9,True,50.009,1,0.0258
small,w5,RRT*,10,True,49.847,1,0.0277
small,w5,RRT*,11,True,50.31,0,0.0262
small,w5,RRT*,12,True,49.78,1,0.0263
