Phase,Scene,Planner,Seed,Success,Length,Clearance,Time
point,w5,RRT*,68,True,48.647,0,0.0364
point,w5,RRT*,69,True,48.218,0,0.0338
point,w5,RRT*,70,True,48.434,0,0.0353
point,w5,RRT*,71,True,50.44,0,0.0353
point,w5,RRT*,72,True,49.314,0,0.0356
point,w5,RRT*,73,True,48.299,0,0.0364
point,w5,RRT*,74,True,48.815,0,0.0401
point,w5,RRT*,75,True,49.308,0,0.0304
point,w5,RRT*,76,True,48.303,0,0.0352
point,w5,RRT*,77,True,47.786,0,0.0333
point,w5,RRT*,78,True,47.559,0,0.0364
point,w5,RRT*,79,True,47.778,0,0.037
point,w5,RRT*,80,True,48.897,0,0.0275
point,w5,RRT*,81,True,49.431,0,0.0325
point,w5,RRT*,82,True,48.681,0,0.0339
point,w5,RRT*,83,True,47.641,0,0.0341
point,w5,RRT*,84,True,48.64,0,0.0378
point,w5,RRT*,85,True,47.598,0,0.0351
point,w5,RRT*,86,True,48.441,0,0.0323
point,w5,RRT*,87,True,47.899,0,0.035
point,w5,RRT*,88,True,48.503,0,0.0349
point,w5,RRT*,89,True,47.843,0,0.0317
point,w5,RRT*,90,True,48.512,0,0.0353
point,w5,RRT*,91,True,47.588,0,0.0347
point,w5,RRT*,92,True,49.116,0,0.0326
point,w5,RRT*,93,True,47.919,0,0.0365
point,w5,RRT*,94,False,0.0,0.0,0.0295
point,w5,RRT*,95,True,48.204,0,0.0373
point,w5,RRT*,96,True,49.861,0,0.037
point,w5,RRT*,97,True,47.634,0,0.0381
point,w5,RRT*,98,True,48.329,0,0.0348
point,w5,RRT*,99,True,48.814,0,0.0299
point,w4,RRT,0,True,73.029,0,0.0091
point,w4,RRT,1,True,60.442,1,0.0057
point,w4,RRT,2,True,54.612,0,0.0026
point,w4,RRT,3,True,55.95,0,0.0048
point,w4,RRT,4,True,61.353,0,0.0041
point,w4,RRT,5,True,57.355,0,0.0035
point,w4,RRT,6,True,58.946,0,0.0036
point,w4,RRT,7,True,56.347,0,0.001
point,w4,RRT,8,True,60.537,0,0.0025
point,w4,RRT,9,True,61.273,0,0.0061
point,w4,RRT,10,True,51.842,0,0.0027
point,w4,RRT,11,True,60.182,0,0.0057
point,w4,RRT,12,True,66.173,0,0.0067
point,w4,RRT,13,True,57.766,0,0.0139
point,w4,RRT,14,True,63.592,0,0.0034
point,w4,RRT,15,True,61.2,0,0.0058
point,w4,RRT,16,True,61.216,1,0.0157
point,w4,RRT,17,True,53.479,0,0.0005
point,w4,RRT,18,True,61.28,0,0.005
point,w4,RRT,19,True,56.833,0,0.0039
point,w4,RRT,20,True,56.352,0,0.0016
point,w4,RRT,21,True,58.695,0,0.0034
point,w4,RRT,22,True,58.174,0,0.0087
point,w4,RRT,23,True,57.761,1,0.0047
point,w4,RRT,24,True,54.434,1,0.0029
point,w4,RRT,25,True,59.227,0,0.0074
point,w4,RRT,26,True,59.207,0,0.0067
point,w4,RRT,27,True,54.278,0,0.0037
point,w4,RRT,28,True,55.427,0,0.0014
point,w4,RRT,29,True,53.61,0,0.0007
point,w4,RRT,30,True,56.289,0,0.0032
point,w4,RRT,31,True,57.432,0,0.008
point,w4,RRT,32,True,59.065,0,0.011
point,w4,RRT,33,True,59.999,0,0.0064
point,w4,RRT,34,True,55.551,0,0.0007
point,w4,RRT,35,True,61.761,0,0.0085
point,w4,RRT,36,True,59.678,0,0.0077
point,w4,RRT,37,True,54.516,0,0.0043
point,w4,RRT,38,True,56.023,0,0.0021
point,w4,RRT,39,True,57.574,0,0.0051
point,w4,RRT,40,True,58.555,0,0.0051
point,w4,RRT,41,True,60.433,1,0.006
point,w4,RRT,42,True,54.329,0,0.0063
point,w4,RRT,43,True,55.944,0,0.0023
point,w4,RRT,44,True,51.57,0,0.001
point,w4,RRT,45,True,62.099,0,0.0022
point,w4,RRT,46,True,61.378,0,0.0026
point,w4,RRT,47,True,53.803,0,0.0006
point,w4,RRT,48,True,54.603,0,0.0027
point,w4,RRT,49,True,57.44,0,0.0049
point,w4,RRT,50,True,60.884,0,0.0076
point,w4,RRT,51,True,65.775,0,0.0016
point,w4,RRT,52,True,60.272,0,0.0041
point,w4,RRT,53,True,54.732,0,0.0014
point,w4,RRT,54,True,64.676,0,0.0109
point,w4,RRT,55,True,59.107,0,0.0058
point,w4,RRT,56,True,53.02,0,0.0031
point,w4,RRT,57,True,58.008,0,0.0035
point,w4,RRT,58,True,59.654,0,0.0121
point,w4,RRT,59,True,58.023,0,0.0087
point,w4,RRT,60,True,59.27,0,0.0033
point,w4,RRT,61,True,65.418,0,0.0059
point,w4,RRT,62,True,58.302,0,0.0036
point,w4,RRT,63,True,59.45,0,0.0045
point,w4,RRT,64,True,58.182,0,0.0067
point,w4,RRT,65,True,59.245,0,0.0059
point,w4,RRT,66,True,58.933,0,0.0054
point,w4,RRT,67,True,57.765,0,0.0022
point,w4,RRT,68,True,55.344,0,0.0082
point,w4,RRT,69,True,58.36,0,0.006
point,w4,RRT,70,True,60.643,0,0.006
point,w4,RRT,71,True,63.344,0,0.0045
point,w4,RRT,72,True,69.369,0,0.0041
point,w4,RRT,73,True,59.767,0,0.004
point,w4,RRT,74,True,54.472,0,0.0047
point,w4,RRT,75,True,57.644,0,0.0033
point,w4,RRT,76,True,56.035,0,0.0051
point,w4,RRT,77,True,60.435,0,0.0056
point,w4,RRT,78,True,59.692,0,0.003
point,w4,RRT,79,True,55.543,0,0.0055
point,w4,RRT,80,True,64.11,0,0.0088
point,w4,RRT,81,True,65.27,0,0.0033
point,w4,RRT,82,True,65.784,0,0.0054
point,w4,RRT,83,True,59.766,0,0.0044
point,w4,RRT,84,True,59.076,0,0.0032
point,w4,RRT,85,True,61.523,0,0.0039
point,w4,RRT,86,True,68.691,0,0.0059
point,w4,RRT,87,True,59.18,0,0.0051
point,w4,RRT,88,True,56.451,0,0.003
point,w4,RRT,89,True,64.174,0,0.0039
point,w4,RRT,90,True,54.946,0,0.0038
point,w4,RRT,91,True,61.412,0,0.0048
point,w4,RRT,92,True,53.731,0,0.0021
point,w4,RRT,93,True,61.912,0,0.0077
point,w4,RRT,94,False,0.0,0.0,0.0162
point,w4,RRT,95,True,56.879,0,0.003
point,w4,RRT,96,True,58.723,1,0.0043
point,w4,RRT,97,True,61.534,0,0.0053
point,w4,RRT,98,True,63.317,0,0.0043
point,w4,RRT,99,True,60.182,0,0.004
point,w4,RRT*,0,True,49.787,0,0.0249
point,w4,RRT*,1,True,49.45,1,0.0281
point,w4,RRT*,2,True,47.953,0,0.0363
point,w4,RRT*,3,True,47.844,0,0.0337
point,w4,RRT*,4,True,48.478,0,0.0367
point,w4,RRT*,5,True,49.181,0,0.0339
point,w4,RRT*,6,True,48.411,0,0.0365
point,w4,RRT*,7,True,48.251,0,0.0372
point,w4,RRT*,8,True,48.922,0,0.035
point,w4,RRT*,9,True,48.977,0,0.0553
point,w4,RRT*,10,True,48.142,0,0.0499
point,w4,RRT*,11,True,48.395,0,0.0372
point,w4,RRT*,12,True,48.797,0,0.0458
point,w4,RRT*,13,True,49.14,0,0.0398
point,w4,RRT*,14,True,49.285,0,0.0413
point,w4,RRT*,15,True,49.142,0,0.0411
point,w4,RRT*,16,True,48.084,0,0.0342
point,w4,RRT*,17,True,48.648,0,0.0364
point,w4,RRT*,18,True,48.896,0,0.0318
point,w4,RRT*,19,True,47.782,0,0.0388
point,w4,RRT*,20,True,48.26,0,0.0326
point,w4,RRT*,21,True,48.552,0,0.0348
point,w4,RRT*,22,True,48.712,0,0.0342
point,w4,RRT*,23,True,49.143,0,0.0361
point,w4,RRT*,24,True,48.39,0,0.0376
point,w4,RRT*,25,True,51.281,0,0.0322
point,w4,RRT*,26,True,48.518,0,0.0393
point,w4,RRT*,27,True,47.878,0,0.0384
point,w4,RRT*,28,True,47.918,0,0.0334
point,w4,RRT*,29,True,47.83,0,0.0334
point,w4,RRT*,30,True,48.607,1,0.036
point,w4,RRT*,31,True,49.611,0,0.0347
point,w4,RRT*,32,True,49.254,0,0.0366
point,w4,RRT*,33,True,49.161,0,0.033
point,w4,RRT*,34,True,48.499,0,0.036
point,w4,RRT*,35,True,48.449,0,0.0358
point,w4,RRT*,36,True,48.203,0,0.034
point,w4,RRT*,37,True,48.341,0,0.0387
point,w4,RRT*,38,True,48.825,0,0.0322
point,w4,RRT*,39,True,49.163,0,0.0363
point,w4,RRT*,40,True,47.753,0,0.0368
point,w4,RRT*,41,True,49.239,1,0.0332
point,w4,RRT*,42,True,47.908,0,0.036
point,w4,RRT*,43,True,48.212,0,0.0343
point,w4,RRT*,44,True,47.995,0,0.0397
point,w4,RRT*,45,True,50.364,0,0.0331
point,w4,RRT*,46,True,48.797,0,0.039
point,w4,RRT*,47,True,48.991,0,0.0353
point,w4,RRT*,48,True,48.4,0,0.0343
point,w4,RRT*,49,True,48.332,0,0.0337
point,w4,RRT*,50,True,48.372,0,0.0326
point,w4,RRT*,51,True,49.211,0,0.0391
point,w4,RRT*,52,True,50.294,0,0.035
point,w4,RRT*,53,True,48.434,0,0.0387
point,w4,RRT*,54,True,49.287,0,0.0306
point,w4,RRT*,55,True,48.721,0,0.0384
point,w4,RRT*,56,True,48.818,0,0.0347
point,w4,RRT*,57,True,48.697,0,0.0361
point,w4,RRT*,58,True,49.129,0,0.0307
point,w4,RRT*,59,True,49.463,0,0.0355
point,w4,RRT*,60,True,49.724,0,0.034
point,w4,RRT*,61,True,48.716,0,0.035
point,w4,RRT*,62,True,48.724,0,0.0336
point,w4,RRT*,63,True,48.489,0,0.0332
point,w4,RRT*,64,True,49.855,1,0.0317
point,w4,RRT*,65,True,49.572,0,0.0299
point,w4,RRT*,66,True,49.085,0,0.0326
point,w4,RRT*,67,True,48.175,0,0.0349
point,w4,RRT*,68,True,48.647,0,0.0351
point,w4,RRT*,69,True,48.44,0,0.0326
point,w4,RRT*,70,True,48.558,0,0.0319
point,w4,RRT*,71,True,50.44,0,0.0355
point,w4,RRT*,72,True,50.17,0,0.0363
point,w4,RRT*,73,True,48.383,1,0.0345
point,w4,RRT*,74,True,48.964,0,0.0385
point,w4,RRT*,75,True,49.308,0,0.0307
point,w4,RRT*,76,True,47.829,0,0.0345
point,w4,RRT*,77,True,47.806,0,0.0327
point,w4,RRT*,78,True,47.854,0,0.036
point,w4,RRT*,79,True,48.141,0,0.0476
point,w4,RRT*,80,True,49.761,1,0.0324
point,w4,RRT*,81,True,49.431,0,0.0344
point,w4,RRT*,82,True,48.681,0,0.0317
point,w4,RRT*,83,True,47.801,0,0.0343
point,w4,RRT*,84,True,49.144,1,0.0381
point,w4,RRT*,85,True,47.942,0,0.0346
point,w4,RRT*,86,True,49.726,0,0.0315
point,w4,RRT*,87,True,48.258,0,0.035
point,w4,RRT*,88,True,49.667,0,0.0333
point,w4,RRT*,89,True,48.03,0,0.0312
point,w4,RRT*,90,True,48.925,0,0.0369
point,w4,RRT*,91,True,48.446,0,0.0349
point,w4,RRT*,92,True,49.116,0,0.0328
point,w4,RRT*,93,True,47.919,0,0.0361
point,w4,RRT*,94,False,0.0,0.0,0.0292
point,w4,RRT*,95,True,49.771,0,0.037
point,w4,RRT*,96,True,49.861,0,0.0366
point,w4,RRT*,97,True,48.612,0,0.0355
point,w4,RRT*,98,True,48.394,0,0.0346
point,w4,RRT*,99,True,48.814,0,0.031
point,wide,RRT,0,True,53.27,3,0.0005
point,wide,RRT,1,True,57.27,3,0.0005
point,wide,RRT,2,True,50.175,4,0.0004
point,wide,RRT,3,True,58.395,3,0.0006
point,wide,RRT,4,True,53.207,2,0.0015
point,wide,RRT,5,True,55.02,4,0.0014
point,wide,RRT,6,True,58.055,4,0.0006
point,wide,RRT,7,True,59.785,2,0.0012
point,wide,RRT,8,True,55.166,3,0.0014
point,wide,RRT,9,True,55.024,4,0.0008
point,wide,RRT,10,True,49.227,4,0.001
point,wide,RRT,11,True,53.785,4,0.0017
point,wide,RRT,12,True,49.687,4,0.0011
point,wide,RRT,13,True,53.963,3,0.0015
point,wide,RRT,14,True,84.964,0,0.0041
point,wide,RRT,15,True,54.129,2,0.0006
point,wide,RRT,16,True,56.905,1,0.0022
point,wide,RRT,17,True,54.471,4,0.0007
point,wide,RRT,18,True,58.099,3,0.0011
point,wide,RRT,19,True,57.561,4,0.0005
point,wide,RRT,20,True,59.257,3,0.0007
point,wide,RRT,21,True,51.02,4,0.0005
point,wide,RRT,22,True,52.768,2,0.0021
point,wide,RRT,23,True,59.601,4,0.0013
point,wide,RRT,24,True,57.301,4,0.0007
point,wide,RRT,25,True,52.389,3,0.0005
point,wide,RRT,26,True,52.679,4,0.0005
point,wide,RRT,27,True,56.141,2,0.0007
point,wide,RRT,28,True,57.634,3,0.0009
point,wide,RRT,29,True,51.954,4,0.0007
point,wide,RRT,30,True,59.46,3,0.0008
point,wide,RRT,31,True,56.191,4,0.0006
point,wide,RRT,32,True,58.641,4,0.0019
point,wide,RRT,33,True,55.492,1,0.0022
point,wide,RRT,34,True,52.284,4,0.0008
point,wide,RRT,35,True,54.964,4,0.0009
point,wide,RRT,36,True,54.975,3,0.0044
point,wide,RRT,37,True,70.022,2,0.0054
point,wide,RRT,38,True,66.497,3,0.0006
point,wide,RRT,39,True,51.625,4,0.0006
point,wide,RRT,40,True,53.266,4,0.0009
point,wide,RRT,41,True,60.173,3,0.001
point,wide,RRT,42,True,61.126,3,0.0062
point,wide,RRT,43,True,62.36,4,0.0007
point,wide,RRT,44,True,66.707,4,0.0012
point,wide,RRT,45,True,52.55,3,0.0007
point,wide,RRT,46,True,57.561,3,0.0014
point,wide,RRT,47,True,56.351,3,0.0005
point,wide,RRT,48,True,54.603,4,0.0007
point,wide,RRT,49,True,51.848,4,0.0016
point,wide,RRT,50,True,50.631,4,0.0004
point,wide,RRT,51,True,60.173,4,0.0006
point,wide,RRT,52,True,53.047,3,0.0007
point,wide,RRT,53,True,56.128,4,0.0009
point,wide,RRT,54,True,54.946,4,0.0007
point,wide,RRT,55,True,58.661,4,0.0008
point,wide,RRT,56,True,54.778,4,0.0012
point,wide,RRT,57,True,54.893,4,0.0011
point,wide,RRT,58,True,63.349,0,0.0024
point,wide,RRT,59,True,56.762,3,0.001
point,wide,RRT,60,True,54.743,4,0.0009
point,wide,RRT,61,True,51.45,4,0.0007
point,wide,RRT,62,True,65.876,0,0.0016
point,wide,RRT,63,True,54.442,4,0.0008
point,wide,RRT,64,True,64.037,4,0.0008
point,wide,RRT,65,True,57.27,4,0.0004
point,wide,RRT,66,True,52.137,3,0.0016
point,wide,RRT,67,True,59.533,4,0.0011
point,wide,RRT,68,True,60.357,4,0.0006
point,wide,RRT,69,True,50.026,4,0.0008
point,wide,RRT,70,True,62.493,3,0.0011
point,wide,RRT,71,True,59.136,3,0.0008
point,wide,RRT,72,True,53.461,4,0.0008
point,wide,RRT,73,True,52.278,3,0.0006
point,wide,RRT,74,True,52.612,4,0.0021
point,wide,RRT,75,True,49.131,4,0.0008
point,wide,RRT,76,True,52.127,4,0.0004
point,wide,RRT,77,True,59.349,4,0.0005
point,wide,RRT,78,True,52.568,4,0.001
point,wide,RRT,79,True,59.198,3,0.0012
point,wide,RRT,80,True,62.603,0,0.0012
point,wide,RRT,81,True,57.993,1,0.0063
point,wide,RRT,82,True,60.026,4,0.0019
point,wide,RRT,83,True,52.67,4,0.0008
point,wide,RRT,84,True,64.845,2,0.0045
point,wide,RRT,85,True,51.45,2,0.0015
point,wide,RRT,86,True,65.223,1,0.0013
point,wide,RRT,87,True,72.718,2,0.0066
point,wide,RRT,88,True,61.45,2,0.0035
point,wide,RRT,89,True,63.282,2,0.001
point,wide,RRT,90,True,63.097,3,0.0013
point,wide,RRT,91,True,63.01,2,0.0022
point,wide,RRT,92,True,53.591,4,0.0004
point,wide,RRT,93,True,53.61,3,0.001
point,wide,RRT,94,True,62.725,4,0.0024
point,wide,RRT,95,True,55.447,3,0.0034
point,wide,RRT,96,True,62.333,3,0.0011
point,wide,RRT,97,True,54.129,4,0.001
point,wide,RRT,98,True,64.57,2,0.0025
point,wide,RRT,99,True,55.381,4,0.0013
point,wide,RRT*,0,True,46.547,4,0.049
point,wide,RRT*,1,True,47.441,3,0.051
point,wide,RRT*,2,True,46.623,4,0.052
point,wide,RRT*,3,True,46.651,4,0.0515
point,wide,RRT*,4,True,46.925,4,0.0499
point,wide,RRT*,5,True,46.736,4,0.0519
point,wide,RRT*,6,True,46.801,4,0.0537
point,wide,RRT*,7,True,46.725,4,0.0573
point,wide,RRT*,8,True,46.651,4,0.0504
point,wide,RRT*,9,True,46.673,4,0.0514
point,wide,RRT*,10,True,46.999,4,0.0749
point,wide,RRT*,11,True,46.538,4,0.0641
point,wide,RRT*,12,True,46.686,4,0.0672
point,wide,RRT*,13,True,46.941,4,0.0589
point,wide,RRT*,14,True,47.835,3,0.0636
point,wide,RRT*,15,True,47.6,4,0.0526
point,wide,RRT*,16,True,46.935,4,0.0535
point,wide,RRT*,17,True,46.936,4,0.0546
point,wide,RRT*,18,True,46.638,4,0.0557
point,wide,RRT*,19,True,46.649,4,0.0539
point,wide,RRT*,20,True,47.086,4,0.0502
point,wide,RRT*,21,True,47.021,4,0.0506
point,wide,RRT*,22,True,46.562,4,0.0536
point,wide,RRT*,23,True,46.486,4,0.0511
point,wide,RRT*,24,True,47.037,3,0.0526
point,wide,RRT*,25,True,46.976,3,0.0504
point,wide,RRT*,26,True,46.725,4,0.0522
point,wide,RRT*,27,True,46.677,4,0.0525
point,wide,RRT*,28,True,46.786,4,0.0491
point,wide,RRT*,29,True,46.686,4,0.0494
point,wide,RRT*,30,True,46.948,4,0.0485
point,wide,RRT*,31,True,46.756,4,0.0541
point,wide,RRT*,32,True,47.258,4,0.0496
point,wide,RRT*,33,True,46.799,4,0.0518
point,wide,RRT*,34,True,46.662,4,0.0515
point,wide,RRT*,35,True,46.561,4,0.0523
point,wide,RRT*,36,True,46.71,4,0.0508
point,wide,RRT*,37,True,46.955,4,0.0533
point,wide,RRT*,38,True,47.229,4,0.0495
point,wide,RRT*,39,True,46.825,4,0.0489
point,wide,RRT*,40,True,46.886,4,0.0502
point,wide,RRT*,41,True,46.662,4,0.0475
point,wide,RRT*,42,True,46.799,4,0.0499
point,wide,RRT*,43,True,46.573,4,0.0509
point,wide,RRT*,44,True,46.764,4,0.0511
point,wide,RRT*,45,True,46.765,4,0.0513
point,wide,RRT*,46,True,46.71,4,0.0519
point,wide,RRT*,47,True,46.551,4,0.0512
point,wide,RRT*,48,True,46.612,4,0.0491
point,wide,RRT*,49,True,46.788,4,0.0533
point,wide,RRT*,50,True,46.538,4,0.0548
point,wide,RRT*,51,True,46.686,4,0.0488
point,wide,RRT*,52,True,47.203,4,0.0477
point,wide,RRT*,53,True,46.688,4,0.0505
point,wide,RRT*,54,True,46.786,4,0.0509
point,wide,RRT*,55,True,46.949,4,0.0511
point,wide,RRT*,56,True,46.814,4,0.0512
point,wide,RRT*,57,True,46.686,4,0.0492
point,wide,RRT*,58,True,46.562,4,0.0479
point,wide,RRT*,59,True,46.873,4,0.0524
point,wide,RRT*,60,True,47.029,4,0.0502
point,wide,RRT*,61,True,47.086,4,0.0542
point,wide,RRT*,62,True,46.759,4,0.0511
point,wide,RRT*,63,True,47.338,4,0.0769
point,wide,RRT*,64,True,46.992,4,0.0667
point,wide,RRT*,65,True,46.831,4,0.0493
point,wide,RRT*,66,True,46.751,4,0.0535
point,wide,RRT*,67,True,46.638,4,0.0543
point,wide,RRT*,68,True,46.499,4,0.0517
point,wide,RRT*,69,True,46.562,4,0.0504
point,wide,RRT*,70,True,47.043,4,0.0529
point,wide,RRT*,71,True,47.593,4,0.072
point,wide,RRT*,72,True,47.172,4,0.0513
point,wide,RRT*,73,True,46.647,4,0.0493
point,wide,RRT*,74,True,46.838,4,0.0516
point,wide,RRT*,75,True,46.412,4,0.0499
point,wide,RRT*,76,True,46.736,4,0.0492
point,wide,RRT*,77,True,46.81,4,0.0499
point,wide,RRT*,78,True,46.638,4,0.0512
point,wide,RRT*,79,True,46.812,4,0.0606
point,wide,RRT*,80,True,47.056,4,0.0514
point,wide,RRT*,81,True,46.701,4,0.0525
point,wide,RRT*,82,True,46.725,4,0.0524
point,wide,RRT*,83,True,46.647,4,0.0547
point,wide,RRT*,84,True,47.489,4,0.0506
point,wide,RRT*,85,True,47.011,4,0.0516
point,wide,RRT*,86,True,46.525,4,0.049
point,wide,RRT*,87,True,47.249,4,0.0532
point,wide,RRT*,88,True,46.81,4,0.0514
point,wide,RRT*,89,True,46.76,4,0.051
point,wide,RRT*,90,True,47.16,3,0.0512
point,wide,RRT*,91,True,46.923,4,0.0558
point,wide,RRT*,92,True,47.075,4,0.0528
point,wide,RRT*,93,True,46.736,4,0.0494
point,wide,RRT*,94,True,46.588,4,0.0529
point,wide,RRT*,95,True,46.799,4,0.0539
point,wide,RRT*,96,True,46.914,4,0.0542
point,wide,RRT*,97,True,46.562,4,0.0529
point,wide,RRT*,98,True,47.02,4,0.0528
point,wide,RRT*,99,True,46.736,4,0.0509
point,multi,RRT,0,True,55.595,0,0.0005
point,multi,RRT,1,True,54.797,0,0.0011
point,multi,RRT,2,True,52.021,0,0.0007
point,multi,RRT,3,True,53.227,0,0.001
point,multi,RRT,4,True,51.372,0,0.0014
point,multi,RRT,5,True,53.523,0,0.001
point,multi,RRT,6,True,54.409,0,0.0006
point,multi,RRT,7,True,59.087,0,0.0011
point,multi,RRT,8,True,56.498,0,0.0031
point,multi,RRT,9,True,54.797,0,0.0008
point,multi,RRT,10,True,51.579,0,0.0016
point,multi,RRT,11,True,59.983,0,0.0013
point,multi,RRT,12,True,56.442,0,0.001
point,multi,RRT,13,True,59.867,0,0.0024
point,multi,RRT,14,True,64.38,0,0.0025
point,multi,RRT,15,True,58.459,0,0.0008
point,multi,RRT,16,True,56.855,0,0.0019
point,multi,RRT,17,True,57.309,0,0.0006
point,multi,RRT,18,True,53.603,0,0.0007
point,multi,RRT,19,True,53.867,0,0.0005
point,multi,RRT,20,True,61.999,0,0.0019
point,multi,RRT,21,True,67.112,0,0.0014
point,multi,RRT,22,True,61.752,0,0.0017
point,multi,RRT,23,True,53.692,0,0.0011
point,multi,RRT,24,True,59.057,0,0.0008
point,multi,RRT,25,True,58.274,0,0.0006
point,multi,RRT,26,True,52.398,0,0.0021
point,multi,RRT,27,True,61.934,0,0.0025
point,multi,RRT,28,True,54.806,0,0.0012
point,multi,RRT,29,True,55.358,0,0.0006
point,multi,RRT,30,True,57.712,0,0.0007
point,multi,RRT,31,True,50.967,0,0.0007
point,multi,RRT,32,True,58.641,0,0.0017
point,multi,RRT,33,True,63.282,0,0.0008
point,multi,RRT,34,True,55.885,0,0.0006
point,multi,RRT,35,True,60.398,0,0.001
point,multi,RRT,36,True,55.687,0,0.0032
point,multi,RRT,37,True,62.956,0,0.004
point,multi,RRT,38,True,54.506,0,0.0005
point,multi,RRT,39,True,62.914,0,0.001
point,multi,RRT,40,True,54.884,0,0.0008
point,multi,RRT,41,True,59.418,0,0.0008
point,multi,RRT,42,True,58.424,0,0.0013
point,multi,RRT,43,True,61.44,0,0.0018
point,multi,RRT,44,True,60.221,0,0.0011
point,multi,RRT,45,True,59.873,0,0.0013
point,multi,RRT,46,True,57.561,1,0.0012
point,multi,RRT,47,True,63.124,0,0.0012
point,multi,RRT,48,True,57.765,1,0.0008
point,multi,RRT,49,True,62.269,0,0.0016
point,multi,RRT,50,True,53.62,0,0.0014
point,multi,RRT,51,True,62.012,0,0.0005
point,multi,RRT,52,True,57.996,0,0.0008
point,multi,RRT,53,True,55.561,0,0.0013
point,multi,RRT,54,True,55.639,0,0.0008
point,multi,RRT,55,True,59.479,0,0.0012
point,multi,RRT,56,True,59.127,0,0.0007
point,multi,RRT,57,True,53.842,0,0.0011
point,multi,RRT,58,True,69.496,0,0.0024
point,multi,RRT,59,True,55.823,0,0.0008
point,multi,RRT,60,True,53.613,0,0.0009
point,multi,RRT,61,True,53.301,0,0.0007
point,multi,RRT,62,True,65.319,0,0.0014
point,multi,RRT,63,True,55.291,0,0.0007
point,multi,RRT,64,True,55.358,0,0.0007
point,multi,RRT,65,True,55.45,0,0.0007
point,multi,RRT,66,True,61.01,0,0.0008
point,multi,RRT,67,True,54.516,0,0.0011
point,multi,RRT,68,True,57.107,0,0.0018
point,multi,RRT,69,True,54.471,0,0.001
point,multi,RRT,70,True,61.331,0,0.0011
point,multi,RRT,71,True,62.593,0,0.0041
point,multi,RRT,72,True,56.278,0,0.002
point,multi,RRT,73,True,53.479,1,0.0004
point,multi,RRT,74,True,55.784,0,0.0036
point,multi,RRT,75,True,52.67,0,0.0008
point,multi,RRT,76,True,62.439,0,0.0013
point,multi,RRT,77,True,55.029,0,0.0012
point,multi,RRT,78,True,54.621,0,0.001
point,multi,RRT,79,True,55.712,0,0.0013
point,multi,RRT,80,True,59.712,0,0.0011
point,multi,RRT,81,True,63.281,0,0.0009
point,multi,RRT,82,True,56.955,0,0.0011
point,multi,RRT,83,True,58.75,0,0.0026
point,multi,RRT,84,True,65.44,0,0.0008
point,multi,RRT,85,True,60.928,0,0.0011
point,multi,RRT,86,True,57.604,0,0.001
point,multi,RRT,87,True,54.7,0,0.0017
point,multi,RRT,88,True,58.117,0,0.0026
point,multi,RRT,89,True,57.256,0,0.001
point,multi,RRT,90,True,60.796,0,0.0062
point,multi,RRT,91,True,60.418,0,0.0015
point,multi,RRT,92,True,61.257,0,0.0007
point,multi,RRT,93,True,60.686,0,0.0011
point,multi,RRT,94,True,57.58,0,0.0005
point,multi,RRT,95,True,63.121,0,0.0022
point,multi,RRT,96,True,52.328,0,0.0024
point,multi,RRT,97,True,55.078,0,0.0015
point,multi,RRT,98,True,60.986,0,0.0025
point,multi,RRT,99,True,67.262,0,0.0011
point,multi,RRT*,0,True,47.862,0,0.0421
point,multi,RRT*,1,True,47.835,1,0.0389
point,multi,RRT*,2,True,47.487,0,0.0663
point,multi,RRT*,3,True,48.334,0,0.05
point,multi,RRT*,4,True,47.626,0,0.0594
point,multi,RRT*,5,True,47.326,0,0.0411
point,multi,RRT*,6,True,47.688,0,0.0414
point,multi,RRT*,7,True,47.486,0,0.0414
point,multi,RRT*,8,True,48.053,0,0.0407
point,multi,RRT*,9,True,47.35,0,0.0405
point,multi,RRT*,10,True,47.649,0,0.0456
point,multi,RRT*,11,True,47.63,0,0.0416
point,multi,RRT*,12,True,48.322,0,0.043
point,multi,RRT*,13,True,47.687,0,0.043
point,multi,RRT*,14,True,47.142,0,0.045
point,multi,RRT*,15,True,47.885,0,0.0467
point,multi,RRT*,16,True,47.494,0,0.0512
point,multi,RRT*,17,True,47.437,0,0.0433
point,multi,RRT*,18,True,47.682,0,0.0502
point,multi,RRT*,19,True,47.319,0,0.0446
point,multi,RRT*,20,True,48.532,0,0.0412
point,multi,RRT*,21,True,47.852,0,0.0411
point,multi,RRT*,22,True,47.374,0,0.044
point,multi,RRT*,23,True,47.406,0,0.0404
point,multi,RRT*,24,True,48.074,0,0.0446
point,multi,RRT*,25,True,47.405,0,0.0431
point,multi,RRT*,26,True,48.922,1,0.0447
point,multi,RRT*,27,True,47.268,0,0.0443
point,multi,RRT*,28,True,47.461,0,0.0393
point,multi,RRT*,29,True,47.631,0,0.0422
point,multi,RRT*,30,True,47.576,1,0.042
point,multi,RRT*,31,True,47.938,0,0.0446
point,multi,RRT*,32,True,47.39,0,0.0429
point,multi,RRT*,33,True,48.776,0,0.0382
point,multi,RRT*,34,True,47.798,0,0.0394
point,multi,RRT*,35,True,47.833,1,0.041
point,multi,RRT*,36,True,47.335,0,0.0409
point,multi,RRT*,37,True,47.702,0,0.0454
point,multi,RRT*,38,True,47.822,0,0.0529
point,multi,RRT*,39,True,49.262,0,0.0416
point,multi,RRT*,40,True,47.593,0,0.0428
