Suite,Variant,Seed,Mission,Attempt,TrajectoryType,Planned,Executable,Collision,UsedFailedPassage,Replans,WaitSteps,TimeSteps,PathLength,MinClearance,PredictionMAE,MeanRiskRadius,ExpandedStates,MeanPlanningTime,TotalCost
dataset-hidden-blockage,Ours full,1,1,1,"(234, 159)",True,False,True,True,0,0,0,121.042,0,0.0,0.0,0,1.8375,221.042
dataset-hidden-blockage,Ours full,1,1,2,"(234, 159)",True,True,False,False,1,0,0,121.042,0,0.0,0.0,0,1.8506,126.042
dataset-hidden-blockage,RPP proxy,2,2,1,"(233, 383)",True,False,True,True,0,0,0,122.527,0,0.0,0.0,0,0.0301,222.527
dataset-hidden-blockage,RPP proxy,2,2,2,"(233, 383)",True,False,True,True,1,0,0,122.527,0,0.0,0.0,0,0.03,227.527
dataset-hidden-blockage,RPP proxy + random retry,2,2,1,"(233, 383)",True,False,True,True,0,0,0,122.527,0,0.0,0.0,0,0.0301,222.527
dataset-hidden-blockage,RPP proxy + random retry,2,2,2,"(233, 383)",True,False,True,True,1,0,0,122.527,0,0.0,0.0,0,0.0313,227.527
dataset-hidden-blockage,RPP proxy + failure memory,2,2,1,"(233, 383)",True,False,True,True,0,0,0,122.527,0,0.0,0.0,0,0.0307,222.527
dataset-hidden-blockage,RPP proxy + failure memory,2,2,2,"(233, 383)",True,True,False,False,1,0,0,150.61,0,0.0,0.0,0,0.0575,155.61
dataset-hidden-blockage,ATR proxy,2,2,1,"(233, 383)",True,False,True,True,0,0,0,122.527,0,0.0,0.0,0,0.0429,222.527
dataset-hidden-blockage,ATR proxy,2,2,2,"(233, 383)",True,False,True,True,1,0,0,122.527,0,0.0,0.0,0,0.0429,227.527
dataset-hidden-blockage,ATR proxy + failure memory,2,2,1,"(233, 383)",True,False,True,True,0,0,0,122.527,0,0.0,0.0,0,0.0433,222.527
dataset-hidden-blockage,ATR proxy + failure memory,2,2,2,"(233, 383)",True,True,False,False,1,0,0,148.853,0,0.0,0.0,0,0.0677,153.853
dataset-hidden-blockage,DDP proxy,2,2,1,"(233, 383)",True,False,True,True,0,0,0,122.527,0,0.0,0.0,0,0.27,222.527
dataset-hidden-blockage,DDP proxy,2,2,2,"(233, 383)",True,False,True,True,1,0,0,122.527,0,0.0,0.0,0,0.269,227.527
dataset-hidden-blockage,DDP proxy + failure memory,2,2,1,"(233, 383)",True,False,True,True,0,0,0,122.527,0,0.0,0.0,0,0.2694,222.527
dataset-hidden-blockage,DDP proxy + failure memory,2,2,2,"(233, 383)",True,True,False,False,1,0,0,150.61,0,0.0,0.0,0,0.273,155.61
