TrajectoryType,ProcessNoise,BaseRiskRadius,UncertaintyScale,Seed,Mission,Success,Replans,WaitSteps,DecisionWaits,DecisionReroutes,PathLength,PredictionMAE,MeanRiskRadius,TotalCost
sudden-acceleration,0.03,1.3,0.02,2,2,True,2,6,0,0,84.012,1.3338,1.325,112.012
sudden-acceleration,0.03,1.3,0.02,3,0,True,1,3,0,0,109.042,1.1908,1.3249,123.042
sudden-acceleration,0.03,1.3,0.02,3,1,True,1,3,0,0,103.042,1.3466,1.3249,117.042
sudden-acceleration,0.03,1.3,0.02,3,2,False,1,3,0,0,25.0,1.359,1.3261,279.0
sudden-acceleration,0.03,1.3,0.02,4,0,False,3,5,0,0,21.0,1.3499,1.3264,291.0
sudden-acceleration,0.03,1.3,0.02,4,1,True,0,2,0,0,73.184,1.1179,1.3251,79.184
sudden-acceleration,0.03,1.3,0.02,4,2,True,3,5,0,0,56.314,1.2167,1.3253,86.314
sudden-acceleration,0.03,1.3,0.05,0,0,True,4,8,0,0,56.314,1.3496,1.3631,100.314
sudden-acceleration,0.03,1.3,0.05,0,1,True,3,9,0,0,103.426,1.1514,1.3622,145.426
sudden-acceleration,0.03,1.3,0.05,0,2,True,1,4,0,0,107.042,1.2591,1.3621,124.042
sudden-acceleration,0.03,1.3,0.05,1,0,False,1,3,0,0,30.0,1.1751,1.3647,284.0
sudden-acceleration,0.03,1.3,0.05,1,1,True,1,3,0,0,76.698,1.4563,1.3627,90.698
sudden-acceleration,0.03,1.3,0.05,1,2,True,2,6,0,0,78.657,1.2104,1.3625,106.657
sudden-acceleration,0.03,1.3,0.05,2,0,True,3,9,0,0,118.799,1.3445,1.362,160.799
sudden-acceleration,0.03,1.3,0.05,2,1,True,3,7,0,0,125.385,1.2458,1.3619,161.385
sudden-acceleration,0.03,1.3,0.05,2,2,True,4,12,0,0,109.77,1.2262,1.3621,165.77
sudden-acceleration,0.03,1.3,0.05,3,0,True,1,3,0,0,109.042,1.1908,1.3621,123.042
sudden-acceleration,0.03,1.3,0.05,3,1,True,1,4,0,0,103.042,1.3389,1.3622,120.042
sudden-acceleration,0.03,1.3,0.05,3,2,False,1,3,0,0,25.0,1.359,1.3654,279.0
sudden-acceleration,0.03,1.3,0.05,4,0,False,3,5,0,0,21.0,1.3499,1.3661,291.0
sudden-acceleration,0.03,1.3,0.05,4,1,True,1,5,0,0,74.012,1.1145,1.3628,94.012
sudden-acceleration,0.03,1.3,0.05,4,2,True,1,4,0,0,107.042,1.2584,1.3621,124.042
sudden-acceleration,0.03,1.5,0.01,0,0,True,4,6,0,0,56.071,1.3463,1.5126,94.071
sudden-acceleration,0.03,1.5,0.01,0,1,True,2,6,0,0,122.456,1.1499,1.5124,150.456
sudden-acceleration,0.03,1.5,0.01,0,2,True,1,3,0,0,111.042,1.2807,1.5124,125.042
sudden-acceleration,0.03,1.5,0.01,1,0,False,1,3,0,0,32.0,1.1652,1.5129,286.0
sudden-acceleration,0.03,1.5,0.01,1,1,False,2,6,0,0,55.657,1.4136,1.5126,323.657
sudden-acceleration,0.03,1.5,0.01,1,2,True,1,5,0,0,95.284,1.218,1.5125,115.284
sudden-acceleration,0.03,1.5,0.01,2,0,True,1,4,0,0,99.042,1.3114,1.5124,116.042
sudden-acceleration,0.03,1.5,0.01,2,1,False,2,6,0,0,27.0,1.3839,1.513,295.0
sudden-acceleration,0.03,1.5,0.01,2,2,False,2,6,0,0,55.627,1.371,1.5126,323.627
sudden-acceleration,0.03,1.5,0.01,3,0,True,1,3,0,0,109.042,1.1908,1.5124,123.042
sudden-acceleration,0.03,1.5,0.01,3,1,True,1,3,0,0,103.042,1.3466,1.5124,117.042
sudden-acceleration,0.03,1.5,0.01,3,2,True,1,4,0,0,109.042,1.2958,1.5124,126.042
sudden-acceleration,0.03,1.5,0.01,4,0,False,3,5,0,0,21.0,1.3499,1.5132,291.0
sudden-acceleration,0.03,1.5,0.01,4,1,True,0,2,0,0,73.184,1.1179,1.5126,79.184
sudden-acceleration,0.03,1.5,0.01,4,2,True,3,5,0,0,56.314,1.2167,1.5126,86.314
sudden-acceleration,0.03,1.5,0.02,0,0,True,2,6,0,0,95.627,1.2922,1.5249,123.627
sudden-acceleration,0.03,1.5,0.02,0,1,True,2,6,0,0,120.799,1.1499,1.5248,148.799
sudden-acceleration,0.03,1.5,0.02,0,2,True,1,4,0,0,107.042,1.2591,1.5249,124.042
sudden-acceleration,0.03,1.5,0.02,1,0,False,1,3,0,0,32.0,1.1652,1.5258,286.0
sudden-acceleration,0.03,1.5,0.02,1,1,False,1,3,0,0,21.0,1.527,1.5264,275.0
sudden-acceleration,0.03,1.5,0.02,1,2,True,1,5,0,0,96.941,1.218,1.5249,116.941
sudden-acceleration,0.03,1.5,0.02,2,0,True,2,6,0,0,119.971,1.3445,1.5248,147.971
sudden-acceleration,0.03,1.5,0.02,2,1,False,2,6,0,0,27.0,1.3839,1.5259,295.0
sudden-acceleration,0.03,1.5,0.02,2,2,False,2,6,0,0,55.627,1.371,1.5253,323.627
sudden-acceleration,0.03,1.5,0.02,3,0,True,1,3,0,0,109.042,1.1908,1.5249,123.042
sudden-acceleration,0.03,1.5,0.02,3,1,True,1,4,0,0,103.042,1.3389,1.5249,120.042
sudden-acceleration,0.03,1.5,0.02,3,2,False,1,3,0,0,25.0,1.359,1.5261,279.0
sudden-acceleration,0.03,1.5,0.02,4,0,False,3,5,0,0,21.0,1.3499,1.5264,291.0
sudden-acceleration,0.03,1.5,0.02,4,1,True,1,5,0,0,73.184,1.1145,1.5251,93.184
sudden-acceleration,0.03,1.5,0.02,4,2,True,3,5,0,0,56.314,1.2167,1.5253,86.314
sudden-acceleration,0.03,1.5,0.05,0,0,True,2,6,0,0,97.284,1.2922,1.5623,125.284
sudden-acceleration,0.03,1.5,0.05,0,1,False,1,3,0,0,22.0,1.221,1.5659,276.0
sudden-acceleration,0.03,1.5,0.05,0,2,True,1,5,0,0,118.941,1.2532,1.562,138.941
sudden-acceleration,0.03,1.5,0.05,1,0,False,1,3,0,0,30.0,1.1751,1.5647,284.0
sudden-acceleration,0.03,1.5,0.05,1,1,True,1,3,0,0,76.698,1.4563,1.5627,90.698
sudden-acceleration,0.03,1.5,0.05,1,2,True,2,6,0,0,78.657,1.2104,1.5625,106.657
sudden-acceleration,0.03,1.5,0.05,2,0,True,3,8,0,0,119.627,1.3442,1.562,158.627
sudden-acceleration,0.03,1.5,0.05,2,1,True,3,7,0,0,125.385,1.2458,1.5619,161.385
sudden-acceleration,0.03,1.5,0.05,2,2,True,3,11,0,0,109.184,1.2347,1.5621,157.184
sudden-acceleration,0.03,1.5,0.05,3,0,True,1,3,0,0,105.042,1.2069,1.5622,119.042
sudden-acceleration,0.03,1.5,0.05,3,1,True,1,4,0,0,103.042,1.3389,1.5622,120.042
sudden-acceleration,0.03,1.5,0.05,3,2,False,1,3,0,0,25.0,1.359,1.5654,279.0
sudden-acceleration,0.03,1.5,0.05,4,0,False,3,5,0,0,21.0,1.3499,1.5661,291.0
sudden-acceleration,0.03,1.5,0.05,4,1,True,1,3,0,0,91.77,1.1381,1.5624,105.77
sudden-acceleration,0.03,1.5,0.05,4,2,True,1,4,0,0,107.042,1.2584,1.5621,124.042
sudden-acceleration,0.03,1.7,0.01,0,0,True,1,5,0,0,93.042,1.2795,1.7125,113.042
sudden-acceleration,0.03,1.7,0.01,0,1,True,2,6,0,0,120.799,1.1499,1.7124,148.799
sudden-acceleration,0.03,1.7,0.01,0,2,True,1,4,0,0,107.042,1.2591,1.7124,124.042
sudden-acceleration,0.03,1.7,0.01,1,0,False,2,4,0,0,32.0,1.1652,1.7129,294.0
sudden-acceleration,0.03,1.7,0.01,1,1,True,1,3,0,0,76.698,1.4563,1.7125,90.698
sudden-acceleration,0.03,1.7,0.01,1,2,True,2,6,0,0,78.657,1.2104,1.7125,106.657
sudden-acceleration,0.03,1.7,0.01,2,0,True,2,6,0,0,119.971,1.3445,1.7124,147.971
sudden-acceleration,0.03,1.7,0.01,2,1,True,3,8,0,0,107.042,1.1841,1.7124,146.042
sudden-acceleration,0.03,1.7,0.01,2,2,True,2,7,0,0,105.042,1.2325,1.7124,136.042
sudden-acceleration,0.03,1.7,0.01,3,0,True,1,3,0,0,109.042,1.1908,1.7124,123.042
sudden-acceleration,0.03,1.7,0.01,3,1,True,1,4,0,0,103.042,1.3389,1.7124,120.042
sudden-acceleration,0.03,1.7,0.01,3,2,False,1,3,0,0,25.0,1.359,1.7131,279.0
sudden-acceleration,0.03,1.7,0.01,4,0,False,3,5,0,0,21.0,1.3499,1.7132,291.0
sudden-acceleration,0.03,1.7,0.01,4,1,True,1,4,0,0,73.184,1.1171,1.7126,90.184
sudden-acceleration,0.03,1.7,0.01,4,2,True,3,5,0,0,56.314,1.2167,1.7126,86.314
sudden-acceleration,0.03,1.7,0.02,0,0,True,2,6,0,0,96.456,1.2922,1.7249,124.456
sudden-acceleration,0.03,1.7,0.02,0,1,True,2,6,0,0,120.799,1.1499,1.7248,148.799
sudden-acceleration,0.03,1.7,0.02,0,2,True,1,4,0,0,107.042,1.2591,1.7249,124.042
sudden-acceleration,0.03,1.7,0.02,1,0,False,1,3,0,0,31.0,1.1739,1.7258,285.0
sudden-acceleration,0.03,1.7,0.02,1,1,True,1,3,0,0,76.698,1.4563,1.7251,90.698
sudden-acceleration,0.03,1.7,0.02,1,2,True,2,6,0,0,78.657,1.2104,1.725,106.657
sudden-acceleration,0.03,1.7,0.02,2,0,True,2,6,0,0,120.799,1.3445,1.7248,148.799
sudden-acceleration,0.03,1.7,0.02,2,1,True,3,7,0,0,124.556,1.2458,1.7248,160.556
sudden-acceleration,0.03,1.7,0.02,2,2,True,3,9,0,0,105.042,1.2278,1.7249,147.042
sudden-acceleration,0.03,1.7,0.02,3,0,True,1,3,0,0,109.042,1.1908,1.7249,123.042
sudden-acceleration,0.03,1.7,0.02,3,1,True,1,4,0,0,103.042,1.3389,1.7249,120.042
sudden-acceleration,0.03,1.7,0.02,3,2,False,1,3,0,0,25.0,1.359,1.7261,279.0
sudden-acceleration,0.03,1.7,0.02,4,0,False,3,5,0,0,21.0,1.3499,1.7264,291.0
sudden-acceleration,0.03,1.7,0.02,4,1,True,1,5,0,0,74.012,1.1145,1.7251,94.012
sudden-acceleration,0.03,1.7,0.02,4,2,True,1,4,0,0,107.042,1.2584,1.7249,124.042
sudden-acceleration,0.03,1.7,0.05,0,0,True,2,7,0,0,97.284,1.2949,1.7623,128.284
sudden-acceleration,0.03,1.7,0.05,0,1,False,1,3,0,0,22.0,1.221,1.7659,276.0
sudden-acceleration,0.03,1.7,0.05,0,2,True,1,5,0,0,118.941,1.2532,1.762,138.941
sudden-acceleration,0.03,1.7,0.05,1,0,False,1,3,0,0,30.0,1.1751,1.7647,284.0
sudden-acceleration,0.03,1.7,0.05,1,1,True,1,3,0,0,76.698,1.4563,1.7627,90.698
sudden-acceleration,0.03,1.7,0.05,1,2,True,2,6,0,0,79.485,1.2104,1.7625,107.485
sudden-acceleration,0.03,1.7,0.05,2,0,True,3,8,0,0,120.456,1.3442,1.762,159.456
sudden-acceleration,0.03,1.7,0.05,2,1,True,3,8,0,0,127.385,1.2334,1.7619,166.385
sudden-acceleration,0.03,1.7,0.05,2,2,True,3,11,0,0,109.184,1.2347,1.7621,157.184
sudden-acceleration,0.03,1.7,0.05,3,0,True,1,3,0,0,105.042,1.2069,1.7622,119.042
sudden-acceleration,0.03,1.7,0.05,3,1,True,1,4,0,0,103.042,1.3389,1.7622,120.042
sudden-acceleration,0.03,1.7,0.05,3,2,False,1,3,0,0,25.0,1.359,1.7654,279.0
sudden-acceleration,0.03,1.7,0.05,4,0,True,5,9,0,0,117.042,1.276,1.762,169.042
sudden-acceleration,0.03,1.7,0.05,4,1,True,2,7,0,0,95.385,1.1539,1.7622,126.385
sudden-acceleration,0.03,1.7,0.05,4,2,True,1,4,0,0,107.042,1.2584,1.7621,124.042
sudden-acceleration,0.08,1.3,0.01,0,0,True,5,9,0,0,56.314,1.5324,1.3148,108.314
sudden-acceleration,0.08,1.3,0.01,0,1,False,1,3,0,0,23.243,1.3337,1.3152,277.243
sudden-acceleration,0.08,1.3,0.01,0,2,True,0,2,0,0,73.184,1.3948,1.3148,79.184
sudden-acceleration,0.08,1.3,0.01,1,0,False,1,2,0,0,33.0,1.3066,1.315,284.0
sudden-acceleration,0.08,1.3,0.01,1,1,True,2,6,0,0,108.355,1.5708,1.3147,136.355
sudden-acceleration,0.08,1.3,0.01,1,2,True,2,4,0,0,56.314,1.4371,1.3148,78.314
sudden-acceleration,0.08,1.3,0.01,2,0,True,2,6,0,0,119.142,1.5137,1.3147,147.142
sudden-acceleration,0.08,1.3,0.01,2,1,False,1,3,0,0,22.0,1.4591,1.3152,276.0
sudden-acceleration,0.08,1.3,0.01,2,2,True,1,4,0,0,73.184,1.5119,1.3148,90.184
sudden-acceleration,0.08,1.3,0.01,3,0,True,1,3,0,0,117.042,1.3663,1.3147,131.042
sudden-acceleration,0.08,1.3,0.01,3,1,True,2,5,0,0,109.527,1.4761,1.3147,134.527
sudden-acceleration,0.08,1.3,0.01,3,2,False,1,3,0,0,25.0,1.4639,1.3151,279.0
sudden-acceleration,0.08,1.3,0.01,4,0,True,4,8,0,0,104.598,1.4205,1.3147,148.598
sudden-acceleration,0.08,1.3,0.01,4,1,True,2,6,0,0,96.213,1.2998,1.3147,124.213
sudden-acceleration,0.08,1.3,0.01,4,2,True,1,4,0,0,97.042,1.3897,1.3147,114.042
sudden-acceleration,0.08,1.3,0.02,0,0,True,5,9,0,0,138.497,1.4507,1.3294,190.497
sudden-acceleration,0.08,1.3,0.02,0,1,True,1,5,0,0,101.042,1.2909,1.3295,121.042
sudden-acceleration,0.08,1.3,0.02,0,2,True,2,4,0,0,56.899,1.461,1.3297,78.899
sudden-acceleration,0.08,1.3,0.02,1,0,False,1,2,0,0,33.0,1.3066,1.33,284.0
sudden-acceleration,0.08,1.3,0.02,1,1,True,2,6,0,0,108.355,1.5708,1.3295,136.355
sudden-acceleration,0.08,1.3,0.02,1,2,True,3,6,0,0,83.284,1.417,1.3296,116.284
sudden-acceleration,0.08,1.3,0.02,2,0,True,2,6,0,0,111.142,1.5104,1.3294,139.142
sudden-acceleration,0.08,1.3,0.02,2,1,False,1,3,0,0,22.0,1.4591,1.3303,276.0
sudden-acceleration,0.08,1.3,0.02,2,2,True,1,4,0,0,74.355,1.4887,1.3296,91.355
sudden-acceleration,0.08,1.3,0.02,3,0,False,1,3,0,0,27.0,1.4348,1.3301,281.0
sudden-acceleration,0.08,1.3,0.02,3,1,True,1,3,0,0,83.284,1.4859,1.3296,97.284
sudden-acceleration,0.08,1.3,0.02,3,2,True,1,4,0,0,101.042,1.4529,1.3295,118.042
sudden-acceleration,0.08,1.3,0.02,4,0,True,3,9,0,0,104.556,1.4191,1.3295,146.556
sudden-acceleration,0.08,1.3,0.02,4,1,False,1,3,0,0,11.0,1.5863,1.3312,265.0
sudden-acceleration,0.08,1.3,0.02,4,2,True,1,3,0,0,124.456,1.4459,1.3294,138.456
sudden-acceleration,0.08,1.3,0.05,0,0,True,5,9,0,0,141.569,1.4481,1.3735,193.569
sudden-acceleration,0.08,1.3,0.05,0,1,True,2,6,0,0,101.042,1.2909,1.3737,129.042
sudden-acceleration,0.08,1.3,0.05,0,2,True,3,9,0,0,122.456,1.3994,1.3736,164.456
sudden-acceleration,0.08,1.3,0.05,1,0,False,1,2,0,0,33.0,1.3066,1.375,284.0
sudden-acceleration,0.08,1.3,0.05,1,1,False,1,3,0,0,21.0,1.7121,1.3759,275.0
sudden-acceleration,0.08,1.3,0.05,1,2,True,1,5,0,0,95.77,1.4091,1.3738,115.77
sudden-acceleration,0.08,1.3,0.05,2,0,True,2,6,0,0,107.627,1.5037,1.3737,135.627
sudden-acceleration,0.08,1.3,0.05,2,1,False,1,3,0,0,22.0,1.4591,1.3758,276.0
sudden-acceleration,0.08,1.3,0.05,2,2,True,2,6,0,0,84.012,1.4819,1.3739,112.012
sudden-acceleration,0.08,1.3,0.05,3,0,False,1,3,0,0,27.0,1.4348,1.3753,281.0
sudden-acceleration,0.08,1.3,0.05,3,1,True,1,4,0,0,83.284,1.4884,1.3739,100.284
sudden-acceleration,0.08,1.3,0.05,3,2,True,1,4,0,0,101.042,1.4529,1.3737,118.042
sudden-acceleration,0.08,1.3,0.05,4,0,True,3,11,0,0,113.042,1.4342,1.3736,161.042
sudden-acceleration,0.08,1.3,0.05,4,1,False,1,3,0,0,11.0,1.5863,1.3781,265.0
sudden-acceleration,0.08,1.3,0.05,4,2,True,1,3,0,0,124.456,1.4459,1.3736,138.456
sudden-acceleration,0.08,1.5,0.01,0,0,True,5,9,0,0,140.983,1.4507,1.5147,192.983
sudden-acceleration,0.08,1.5,0.01,0,1,True,1,5,0,0,101.042,1.2909,1.5147,121.042
sudden-acceleration,0.08,1.5,0.01,0,2,True,2,4,0,0,56.899,1.461,1.5148,78.899
sudden-acceleration,0.08,1.5,0.01,1,0,False,1,3,0,0,32.0,1.3066,1.515,286.0
sudden-acceleration,0.08,1.5,0.01,1,1,False,1,3,0,0,21.0,1.7121,1.5152,275.0
sudden-acceleration,0.08,1.5,0.01,1,2,True,1,5,0,0,94.941,1.4091,1.5148,114.941
sudden-acceleration,0.08,1.5,0.01,2,0,True,2,6,0,0,111.142,1.5104,1.5147,139.142
sudden-acceleration,0.08,1.5,0.01,2,1,False,1,3,0,0,22.0,1.4591,1.5152,276.0
sudden-acceleration,0.08,1.5,0.01,2,2,True,2,7,0,0,90.941,1.4169,1.5148,121.941
sudden-acceleration,0.08,1.5,0.01,3,0,False,1,3,0,0,27.0,1.4348,1.5151,281.0
sudden-acceleration,0.08,1.5,0.01,3,1,True,1,3,0,0,81.87,1.4841,1.5148,95.87
sudden-acceleration,0.08,1.5,0.01,3,2,True,1,4,0,0,101.042,1.4529,1.5147,118.042
sudden-acceleration,0.08,1.5,0.01,4,0,True,3,9,0,0,104.556,1.4191,1.5147,146.556
sudden-acceleration,0.08,1.5,0.01,4,1,False,1,3,0,0,11.0,1.5863,1.5156,265.0
sudden-acceleration,0.08,1.5,0.01,4,2,True,1,3,0,0,124.456,1.4459,1.5147,138.456
sudden-acceleration,0.08,1.5,0.02,0,0,True,5,9,0,0,138.255,1.4481,1.5294,190.255
sudden-acceleration,0.08,1.5,0.02,0,1,True,1,5,0,0,101.042,1.2909,1.5295,121.042
sudden-acceleration,0.08,1.5,0.02,0,2,False,2,6,0,0,46.657,1.4399,1.5297,314.657
sudden-acceleration,0.08,1.5,0.02,1,0,False,1,3,0,0,32.0,1.3066,1.53,286.0
sudden-acceleration,0.08,1.5,0.02,1,1,False,1,3,0,0,21.0,1.7121,1.5304,275.0
sudden-acceleration,0.08,1.5,0.02,1,2,True,1,5,0,0,94.941,1.4091,1.5295,114.941
sudden-acceleration,0.08,1.5,0.02,2,0,True,2,8,0,0,101.142,1.4891,1.5295,135.142
sudden-acceleration,0.08,1.5,0.02,2,1,False,1,3,0,0,22.0,1.4591,1.5303,276.0
sudden-acceleration,0.08,1.5,0.02,2,2,True,2,6,0,0,84.598,1.4741,1.5296,112.598
sudden-acceleration,0.08,1.5,0.02,3,0,False,1,3,0,0,27.0,1.4348,1.5301,281.0
sudden-acceleration,0.08,1.5,0.02,3,1,True,1,4,0,0,83.284,1.4884,1.5296,100.284
sudden-acceleration,0.08,1.5,0.02,3,2,True,1,4,0,0,101.042,1.4529,1.5295,118.042
sudden-acceleration,0.08,1.5,0.02,4,0,True,4,9,0,0,113.042,1.4222,1.5294,160.042
sudden-acceleration,0.08,1.5,0.02,4,1,False,1,3,0,0,11.0,1.5863,1.5312,265.0
sudden-acceleration,0.08,1.5,0.02,4,2,True,1,3,0,0,124.456,1.4459,1.5294,138.456
sudden-acceleration,0.08,1.5,0.05,0,0,True,2,7,0,0,93.627,1.4456,1.5737,124.627
sudden-acceleration,0.08,1.5,0.05,0,1,True,2,6,0,0,101.042,1.2909,1.5737,129.042
sudden-acceleration,0.08,1.5,0.05,0,2,True,3,9,0,0,122.456,1.3994,1.5736,164.456
sudden-acceleration,0.08,1.5,0.05,1,0,False,1,3,0,0,32.0,1.3066,1.575,286.0
sudden-acceleration,0.08,1.5,0.05,1,1,False,1,3,0,0,21.0,1.7121,1.5759,275.0
sudden-acceleration,0.08,1.5,0.05,1,2,True,1,5,0,0,95.77,1.4091,1.5738,115.77
sudden-acceleration,0.08,1.5,0.05,2,0,True,2,6,0,0,106.799,1.5037,1.5737,134.799
sudden-acceleration,0.08,1.5,0.05,2,1,False,1,3,0,0,22.0,1.4591,1.5758,276.0
sudden-acceleration,0.08,1.5,0.05,2,2,True,2,6,0,0,84.012,1.4819,1.5739,112.012
sudden-acceleration,0.08,1.5,0.05,3,0,False,1,3,0,0,27.0,1.4348,1.5753,281.0
sudden-acceleration,0.08,1.5,0.05,3,1,True,1,4,0,0,83.284,1.4884,1.5739,100.284
sudden-acceleration,0.08,1.5,0.05,3,2,True,1,4,0,0,101.042,1.4529,1.5737,118.042
sudden-acceleration,0.08,1.5,0.05,4,0,True,3,11,0,0,113.87,1.4342,1.5736,161.87
sudden-acceleration,0.08,1.5,0.05,4,1,False,1,3,0,0,11.0,1.5863,1.5781,265.0
sudden-acceleration,0.08,1.5,0.05,4,2,True,1,3,0,0,124.456,1.4459,1.5736,138.456
sudden-acceleration,0.08,1.7,0.01,0,0,True,2,6,0,0,99.87,1.4568,1.7147,127.87
sudden-acceleration,0.08,1.7,0.01,0,1,True,1,5,0,0,101.042,1.2909,1.7147,121.042
sudden-acceleration,0.08,1.7,0.01,0,2,False,1,3,0,0,23.0,1.5132,1.7151,277.0
sudden-acceleration,0.08,1.7,0.01,1,0,False,1,3,0,0,32.0,1.3066,1.715,286.0
sudden-acceleration,0.08,1.7,0.01,1,1,False,1,3,0,0,21.0,1.7121,1.7152,275.0
sudden-acceleration,0.08,1.7,0.01,1,2,True,1,5,0,0,94.941,1.4091,1.7148,114.941
sudden-acceleration,0.08,1.7,0.01,2,0,True,2,6,0,0,112.799,1.5104,1.7147,140.799
sudden-acceleration,0.08,1.7,0.01,2,1,False,1,3,0,0,22.0,1.4591,1.7152,276.0
sudden-acceleration,0.08,1.7,0.01,2,2,False,2,6,0,0,56.627,1.5378,1.7148,324.627
sudden-acceleration,0.08,1.7,0.01,3,0,False,1,3,0,0,27.0,1.4348,1.7151,281.0
sudden-acceleration,0.08,1.7,0.01,3,1,True,1,3,0,0,83.284,1.4859,1.7148,97.284
sudden-acceleration,0.08,1.7,0.01,3,2,True,1,4,0,0,101.042,1.4529,1.7147,118.042
sudden-acceleration,0.08,1.7,0.01,4,0,True,3,9,0,0,105.385,1.4191,1.7147,147.385
sudden-acceleration,0.08,1.7,0.01,4,1,False,1,3,0,0,11.0,1.5863,1.7156,265.0
sudden-acceleration,0.08,1.7,0.01,4,2,True,1,3,0,0,124.456,1.4459,1.7147,138.456
sudden-acceleration,0.08,1.7,0.02,0,0,True,2,7,0,0,93.627,1.4456,1.7295,124.627
sudden-acceleration,0.08,1.7,0.02,0,1,True,1,5,0,0,101.042,1.2909,1.7295,121.042
sudden-acceleration,0.08,1.7,0.02,0,2,True,3,9,0,0,123.284,1.3994,1.7294,165.284
sudden-acceleration,0.08,1.7,0.02,1,0,False,1,3,0,0,32.0,1.3066,1.73,286.0
sudden-acceleration,0.08,1.7,0.02,1,1,False,1,3,0,0,21.0,1.7121,1.7304,275.0
sudden-acceleration,0.08,1.7,0.02,1,2,True,1,5,0,0,95.77,1.4091,1.7295,115.77
sudden-acceleration,0.08,1.7,0.02,2,0,True,2,8,0,0,101.971,1.4891,1.7295,135.971
sudden-acceleration,0.08,1.7,0.02,2,1,False,1,3,0,0,22.0,1.4591,1.7303,276.0
sudden-acceleration,0.08,1.7,0.02,2,2,False,2,6,0,0,56.627,1.5378,1.7297,324.627
sudden-acceleration,0.08,1.7,0.02,3,0,False,1,3,0,0,27.0,1.4348,1.7301,281.0
sudden-acceleration,0.08,1.7,0.02,3,1,True,1,4,0,0,83.284,1.4884,1.7296,100.284
sudden-acceleration,0.08,1.7,0.02,3,2,True,1,4,0,0,101.042,1.4529,1.7295,118.042
sudden-acceleration,0.08,1.7,0.02,4,0,True,3,11,0,0,113.042,1.4342,1.7294,161.042
sudden-acceleration,0.08,1.7,0.02,4,1,False,1,3,0,0,11.0,1.5863,1.7312,265.0
sudden-acceleration,0.08,1.7,0.02,4,2,True,1,3,0,0,124.456,1.4459,1.7294,138.456
sudden-acceleration,0.08,1.7,0.05,0,0,False,1,3,0,0,16.0,1.6394,1.7767,270.0
sudden-acceleration,0.08,1.7,0.05,0,1,True,1,3,0,0,112.456,1.2678,1.7736,126.456
sudden-acceleration,0.08,1.7,0.05,0,2,True,3,9,0,0,122.456,1.3994,1.7736,164.456
sudden-acceleration,0.08,1.7,0.05,1,0,False,1,3,0,0,32.0,1.3066,1.775,286.0
sudden-acceleration,0.08,1.7,0.05,1,1,False,1,3,0,0,21.0,1.7121,1.7759,275.0
sudden-acceleration,0.08,1.7,0.05,1,2,True,1,5,0,0,95.77,1.4091,1.7738,115.77
sudden-acceleration,0.08,1.7,0.05,2,0,True,2,6,0,0,106.799,1.5037,1.7737,134.799
sudden-acceleration,0.08,1.7,0.05,2,1,False,1,3,0,0,22.0,1.4591,1.7758,276.0
sudden-acceleration,0.08,1.7,0.05,2,2,False,2,6,0,0,56.627,1.5378,1.7742,324.627
sudden-acceleration,0.08,1.7,0.05,3,0,False,1,3,0,0,27.0,1.4348,1.7753,281.0
sudden-acceleration,0.08,1.7,0.05,3,1,True,1,4,0,0,83.284,1.4884,1.7739,100.284
sudden-acceleration,0.08,1.7,0.05,3,2,True,1,4,0,0,101.042,1.4529,1.7737,118.042
sudden-acceleration,0.08,1.7,0.05,4,0,True,3,11,0,0,113.87,1.4342,1.7736,161.87
sudden-acceleration,0.08,1.7,0.05,4,1,False,1,3,0,0,11.0,1.5863,1.7781,265.0
sudden-acceleration,0.08,1.7,0.05,4,2,True,1,3,0,0,124.456,1.4459,1.7736,138.456
stop-and-go,0.01,1.3,0.01,0,0,True,2,6,0,0,92.314,1.2151,1.3106,120.314
stop-and-go,0.01,1.3,0.01,0,1,False,3,3,0,0,29.0,0.8948,1.3115,293.0
stop-and-go,0.01,1.3,0.01,0,2,True,3,9,0,0,83.87,1.0069,1.3107,125.87
stop-and-go,0.01,1.3,0.01,1,0,False,1,3,0,0,23.0,1.1959,1.3117,277.0
stop-and-go,0.01,1.3,0.01,1,1,True,2,6,0,0,126.799,1.0882,1.3105,154.799
stop-and-go,0.01,1.3,0.01,1,2,True,4,5,0,0,56.314,1.0779,1.3109,91.314
stop-and-go,0.01,1.3,0.01,2,0,True,3,6,0,0,117.627,1.1042,1.3106,150.627
stop-and-go,0.01,1.3,0.01,2,1,True,4,6,0,0,148.314,1.1019,1.3105,186.314
stop-and-go,0.01,1.3,0.01,2,2,True,1,4,0,0,56.314,0.9241,1.3109,73.314
stop-and-go,0.01,1.3,0.01,3,0,True,1,5,0,0,81.627,1.1278,1.3107,101.627
stop-and-go,0.01,1.3,0.01,3,1,True,3,8,0,0,135.142,1.0833,1.3105,174.142
stop-and-go,0.01,1.3,0.01,3,2,False,6,13,0,0,52.657,1.2206,1.3109,361.657
stop-and-go,0.01,1.3,0.01,4,0,False,1,3,0,0,14.0,1.3693,1.3125,268.0
stop-and-go,0.01,1.3,0.01,4,1,True,0,0,0,0,73.184,1.1808,1.3108,73.184
stop-and-go,0.01,1.3,0.01,4,2,True,6,10,0,0,108.213,1.1384,1.3106,168.213
stop-and-go,0.01,1.3,0.02,0,0,True,2,6,0,0,92.314,1.2151,1.3213,120.314
