TrajectoryType,ProcessNoise,BaseRiskRadius,UncertaintyScale,Seed,Mission,Success,Replans,WaitSteps,DecisionWaits,DecisionReroutes,PathLength,PredictionMAE,MeanRiskRadius,TotalCost
turn,0.08,1.3,0.02,0,2,True,4,9,0,0,123.284,1.3128,1.3294,170.284
turn,0.08,1.3,0.02,1,0,False,1,3,0,0,15.0,1.402,1.3308,269.0
turn,0.08,1.3,0.02,1,1,True,0,2,0,0,73.184,1.3882,1.3296,79.184
turn,0.08,1.3,0.02,1,2,False,3,5,0,0,29.828,1.6117,1.3301,299.828
turn,0.08,1.3,0.02,2,0,True,3,5,0,0,58.071,1.5504,1.3297,88.071
turn,0.08,1.3,0.02,2,1,True,4,10,0,0,126.355,1.3795,1.3294,176.355
turn,0.08,1.3,0.02,2,2,True,3,8,0,0,94.355,1.2563,1.3295,133.355
turn,0.08,1.3,0.02,3,0,True,4,8,0,0,75.142,1.3688,1.3296,119.142
turn,0.08,1.3,0.02,3,1,True,3,8,0,0,73.142,1.4354,1.3296,112.142
turn,0.08,1.3,0.02,3,2,False,1,3,0,0,18.0,1.5921,1.3305,272.0
turn,0.08,1.3,0.02,4,0,True,2,7,0,0,98.556,1.3941,1.3295,129.556
turn,0.08,1.3,0.02,4,1,True,2,6,0,0,121.971,1.4306,1.3294,149.971
turn,0.08,1.3,0.02,4,2,True,2,5,0,0,109.042,1.5149,1.3295,134.042
turn,0.08,1.3,0.05,0,0,False,1,3,0,0,13.0,1.6818,1.3774,267.0
turn,0.08,1.3,0.05,0,1,True,2,6,0,0,120.799,1.3782,1.3736,148.799
turn,0.08,1.3,0.05,0,2,True,2,7,0,0,91.142,1.2411,1.3737,122.142
turn,0.08,1.3,0.05,1,0,False,1,3,0,0,15.0,1.402,1.3769,269.0
turn,0.08,1.3,0.05,1,1,True,0,2,0,0,73.184,1.3882,1.3741,79.184
turn,0.08,1.3,0.05,1,2,False,1,3,0,0,20.0,1.5947,1.376,274.0
turn,0.08,1.3,0.05,2,0,True,4,6,0,0,139.225,1.4998,1.3736,177.225
turn,0.08,1.3,0.05,2,1,True,5,8,0,0,126.799,1.3678,1.3736,175.799
turn,0.08,1.3,0.05,2,2,True,3,6,0,0,63.828,1.2388,1.374,96.828
turn,0.08,1.3,0.05,3,0,True,4,8,0,0,75.971,1.3688,1.3739,119.971
turn,0.08,1.3,0.05,3,1,True,3,8,0,0,73.142,1.4354,1.3739,112.142
turn,0.08,1.3,0.05,3,2,False,1,3,0,0,18.0,1.5921,1.3763,272.0
turn,0.08,1.3,0.05,4,0,False,2,6,0,0,30.243,1.4282,1.375,298.243
turn,0.08,1.3,0.05,4,1,True,0,1,0,0,80.841,1.3288,1.374,83.841
turn,0.08,1.3,0.05,4,2,True,2,5,0,0,109.042,1.5149,1.3737,134.042
turn,0.08,1.5,0.01,0,0,True,2,7,0,0,94.698,1.5625,1.5148,125.698
turn,0.08,1.5,0.01,0,1,True,3,7,0,0,126.799,1.3828,1.5147,162.799
turn,0.08,1.5,0.01,0,2,True,4,9,0,0,122.456,1.3128,1.5147,169.456
turn,0.08,1.5,0.01,1,0,False,1,3,0,0,15.0,1.402,1.5154,269.0
turn,0.08,1.5,0.01,1,1,True,0,2,0,0,73.184,1.3882,1.5148,79.184
turn,0.08,1.5,0.01,1,2,False,3,5,0,0,29.828,1.6117,1.515,299.828
turn,0.08,1.5,0.01,2,0,True,3,5,0,0,58.071,1.5504,1.5148,88.071
turn,0.08,1.5,0.01,2,1,True,4,10,0,0,125.527,1.3795,1.5147,175.527
turn,0.08,1.5,0.01,2,2,False,5,12,0,0,53.314,1.2479,1.5148,354.314
turn,0.08,1.5,0.01,3,0,True,4,8,0,0,76.799,1.3688,1.5148,120.799
turn,0.08,1.5,0.01,3,1,True,3,8,0,0,72.314,1.4354,1.5148,111.314
turn,0.08,1.5,0.01,3,2,False,1,3,0,0,18.0,1.5921,1.5153,272.0
turn,0.08,1.5,0.01,4,0,True,2,7,0,0,98.556,1.3941,1.5147,129.556
turn,0.08,1.5,0.01,4,1,True,2,6,0,0,121.971,1.4306,1.5147,149.971
turn,0.08,1.5,0.01,4,2,True,2,4,0,0,109.042,1.5262,1.5147,131.042
turn,0.08,1.5,0.02,0,0,True,2,7,0,0,94.698,1.5625,1.5295,125.698
turn,0.08,1.5,0.02,0,1,True,2,6,0,0,119.142,1.3782,1.5294,147.142
turn,0.08,1.5,0.02,0,2,True,4,9,0,0,122.456,1.3128,1.5294,169.456
turn,0.08,1.5,0.02,1,0,False,1,3,0,0,15.0,1.402,1.5308,269.0
turn,0.08,1.5,0.02,1,1,True,0,2,0,0,73.184,1.3882,1.5296,79.184
turn,0.08,1.5,0.02,1,2,False,1,3,0,0,20.0,1.5947,1.5304,274.0
turn,0.08,1.5,0.02,2,0,True,4,6,0,0,140.397,1.4822,1.5294,178.397
turn,0.08,1.5,0.02,2,1,True,5,8,0,0,125.385,1.376,1.5294,174.385
turn,0.08,1.5,0.02,2,2,True,3,8,0,0,94.355,1.2563,1.5295,133.355
turn,0.08,1.5,0.02,3,0,False,3,5,0,0,17.0,1.5375,1.5306,287.0
turn,0.08,1.5,0.02,3,1,True,1,5,0,0,96.113,1.4044,1.5295,116.113
turn,0.08,1.5,0.02,3,2,False,1,3,0,0,18.0,1.5921,1.5305,272.0
turn,0.08,1.5,0.02,4,0,True,2,7,0,0,99.385,1.3941,1.5295,130.385
turn,0.08,1.5,0.02,4,1,True,2,6,0,0,122.799,1.4306,1.5294,150.799
turn,0.08,1.5,0.02,4,2,True,1,5,0,0,56.314,1.6119,1.5297,76.314
turn,0.08,1.5,0.05,0,0,False,1,3,0,0,13.0,1.6818,1.5774,267.0
turn,0.08,1.5,0.05,0,1,True,2,6,0,0,121.627,1.3782,1.5736,149.627
turn,0.08,1.5,0.05,0,2,True,2,7,0,0,91.971,1.2411,1.5737,122.971
turn,0.08,1.5,0.05,1,0,False,1,3,0,0,15.0,1.402,1.5769,269.0
turn,0.08,1.5,0.05,1,1,True,0,2,0,0,73.184,1.3882,1.5741,79.184
turn,0.08,1.5,0.05,1,2,False,1,3,0,0,20.0,1.5947,1.576,274.0
turn,0.08,1.5,0.05,2,0,True,4,6,0,0,140.054,1.4998,1.5736,178.054
turn,0.08,1.5,0.05,2,1,False,1,3,0,0,20.0,1.3534,1.576,274.0
turn,0.08,1.5,0.05,2,2,True,1,3,0,0,76.113,1.256,1.574,90.113
turn,0.08,1.5,0.05,3,0,False,3,5,0,0,17.0,1.5375,1.5765,287.0
turn,0.08,1.5,0.05,3,1,True,3,9,0,0,101.627,1.3967,1.5737,143.627
turn,0.08,1.5,0.05,3,2,False,1,3,0,0,18.0,1.5921,1.5763,272.0
turn,0.08,1.5,0.05,4,0,False,2,6,0,0,30.243,1.4282,1.575,298.243
turn,0.08,1.5,0.05,4,1,True,0,1,0,0,80.841,1.3288,1.574,83.841
turn,0.08,1.5,0.05,4,2,True,1,5,0,0,103.042,1.5229,1.5737,123.042
turn,0.08,1.7,0.01,0,0,True,2,7,0,0,94.698,1.5625,1.7148,125.698
turn,0.08,1.7,0.01,0,1,True,2,6,0,0,119.142,1.3782,1.7147,147.142
turn,0.08,1.7,0.01,0,2,True,4,9,0,0,122.456,1.3128,1.7147,169.456
turn,0.08,1.7,0.01,1,0,False,1,3,0,0,15.0,1.402,1.7154,269.0
turn,0.08,1.7,0.01,1,1,True,0,2,0,0,73.184,1.3882,1.7148,79.184
turn,0.08,1.7,0.01,1,2,True,4,10,0,0,124.799,1.5233,1.7147,174.799
turn,0.08,1.7,0.01,2,0,True,3,5,0,0,58.657,1.5474,1.7148,88.657
turn,0.08,1.7,0.01,2,1,True,4,10,0,0,126.355,1.3795,1.7147,176.355
turn,0.08,1.7,0.01,2,2,True,1,5,0,0,56.314,1.2631,1.7148,76.314
turn,0.08,1.7,0.01,3,0,False,3,5,0,0,17.0,1.5375,1.7153,287.0
turn,0.08,1.7,0.01,3,1,True,1,5,0,0,95.284,1.4044,1.7148,115.284
turn,0.08,1.7,0.01,3,2,False,1,3,0,0,18.0,1.5921,1.7153,272.0
turn,0.08,1.7,0.01,4,0,True,2,7,0,0,99.385,1.3941,1.7147,130.385
turn,0.08,1.7,0.01,4,1,True,2,6,0,0,122.799,1.4306,1.7147,150.799
turn,0.08,1.7,0.01,4,2,True,1,5,0,0,103.042,1.5229,1.7147,123.042
turn,0.08,1.7,0.02,0,0,True,2,7,0,0,95.527,1.5625,1.7295,126.527
turn,0.08,1.7,0.02,0,1,True,2,6,0,0,119.971,1.3782,1.7294,147.971
turn,0.08,1.7,0.02,0,2,True,4,10,0,0,122.456,1.3163,1.7294,172.456
turn,0.08,1.7,0.02,1,0,False,1,3,0,0,15.0,1.402,1.7308,269.0
turn,0.08,1.7,0.02,1,1,True,0,2,0,0,73.184,1.3882,1.7296,79.184
turn,0.08,1.7,0.02,1,2,False,1,3,0,0,20.0,1.5947,1.7304,274.0
turn,0.08,1.7,0.02,2,0,True,4,6,0,0,140.054,1.4998,1.7294,178.054
turn,0.08,1.7,0.02,2,1,True,5,8,0,0,126.799,1.3678,1.7294,175.799
turn,0.08,1.7,0.02,2,2,True,1,5,0,0,56.314,1.2631,1.7297,76.314
turn,0.08,1.7,0.02,3,0,False,3,5,0,0,17.0,1.5375,1.7306,287.0
turn,0.08,1.7,0.02,3,1,True,1,5,0,0,95.284,1.4044,1.7295,115.284
turn,0.08,1.7,0.02,3,2,False,1,3,0,0,18.0,1.5921,1.7305,272.0
turn,0.08,1.7,0.02,4,0,False,2,6,0,0,30.243,1.4282,1.73,298.243
turn,0.08,1.7,0.02,4,1,True,0,1,0,0,80.841,1.3288,1.7296,83.841
turn,0.08,1.7,0.02,4,2,True,1,5,0,0,103.042,1.5229,1.7295,123.042
turn,0.08,1.7,0.05,0,0,False,1,3,0,0,13.0,1.6818,1.7774,267.0
turn,0.08,1.7,0.05,0,1,True,2,6,0,0,117.627,1.3678,1.7736,145.627
turn,0.08,1.7,0.05,0,2,True,2,7,0,0,91.971,1.2411,1.7737,122.971
turn,0.08,1.7,0.05,1,0,False,1,3,0,0,15.0,1.402,1.7769,269.0
turn,0.08,1.7,0.05,1,1,True,0,2,0,0,73.184,1.3882,1.7741,79.184
turn,0.08,1.7,0.05,1,2,False,1,3,0,0,20.0,1.5947,1.776,274.0
turn,0.08,1.7,0.05,2,0,True,4,6,0,0,141.468,1.492,1.7736,179.468
turn,0.08,1.7,0.05,2,1,False,1,3,0,0,20.0,1.3534,1.776,274.0
turn,0.08,1.7,0.05,2,2,True,1,3,0,0,76.113,1.256,1.774,90.113
turn,0.08,1.7,0.05,3,0,False,3,5,0,0,17.0,1.5375,1.7765,287.0
turn,0.08,1.7,0.05,3,1,True,3,9,0,0,101.627,1.3967,1.7737,143.627
turn,0.08,1.7,0.05,3,2,False,1,3,0,0,18.0,1.5921,1.7763,272.0
turn,0.08,1.7,0.05,4,0,False,2,6,0,0,30.243,1.4282,1.775,298.243
turn,0.08,1.7,0.05,4,1,True,0,1,0,0,80.841,1.3288,1.774,83.841
turn,0.08,1.7,0.05,4,2,True,1,5,0,0,103.042,1.5229,1.7737,123.042
sudden-acceleration,0.01,1.3,0.01,0,0,True,4,6,0,0,55.485,1.1606,1.3109,93.485
sudden-acceleration,0.01,1.3,0.01,0,1,True,1,4,0,0,105.527,1.016,1.3106,122.527
sudden-acceleration,0.01,1.3,0.01,0,2,True,1,3,0,0,111.042,1.1352,1.3106,125.042
sudden-acceleration,0.01,1.3,0.01,1,0,False,1,3,0,0,31.0,1.0456,1.3113,285.0
sudden-acceleration,0.01,1.3,0.01,1,1,True,1,5,0,0,97.042,1.2068,1.3106,117.042
sudden-acceleration,0.01,1.3,0.01,1,2,True,2,6,0,0,111.184,1.0528,1.3106,139.184
sudden-acceleration,0.01,1.3,0.01,2,0,True,1,5,0,0,97.042,1.16,1.3106,117.042
sudden-acceleration,0.01,1.3,0.01,2,1,True,3,7,0,0,107.042,1.0456,1.3106,143.042
sudden-acceleration,0.01,1.3,0.01,2,2,True,1,4,0,0,105.042,1.1212,1.3106,122.042
sudden-acceleration,0.01,1.3,0.01,3,0,True,1,3,0,0,105.042,1.0551,1.3106,119.042
sudden-acceleration,0.01,1.3,0.01,3,1,True,1,3,0,0,103.042,1.2341,1.3106,117.042
sudden-acceleration,0.01,1.3,0.01,3,2,True,4,6,0,0,126.941,1.151,1.3106,164.941
sudden-acceleration,0.01,1.3,0.01,4,0,True,3,9,0,0,107.971,1.1325,1.3106,149.971
sudden-acceleration,0.01,1.3,0.01,4,1,False,2,4,0,0,18.0,1.2918,1.312,280.0
sudden-acceleration,0.01,1.3,0.01,4,2,True,2,6,0,0,115.669,1.1334,1.3106,143.669
sudden-acceleration,0.01,1.3,0.02,0,0,True,4,6,0,0,55.485,1.1606,1.3218,93.485
sudden-acceleration,0.01,1.3,0.02,0,1,True,1,4,0,0,101.527,1.0228,1.3213,118.527
sudden-acceleration,0.01,1.3,0.02,0,2,True,1,3,0,0,111.042,1.1352,1.3212,125.042
sudden-acceleration,0.01,1.3,0.02,1,0,False,1,3,0,0,31.0,1.0456,1.3227,285.0
sudden-acceleration,0.01,1.3,0.02,1,1,True,1,5,0,0,97.042,1.2068,1.3213,117.042
sudden-acceleration,0.01,1.3,0.02,1,2,True,2,6,0,0,81.485,1.0528,1.3214,109.485
sudden-acceleration,0.01,1.3,0.02,2,0,True,1,5,0,0,97.042,1.16,1.3213,117.042
sudden-acceleration,0.01,1.3,0.02,2,1,True,3,7,0,0,107.042,1.0456,1.3212,143.042
sudden-acceleration,0.01,1.3,0.02,2,2,True,2,6,0,0,105.042,1.1236,1.3212,133.042
sudden-acceleration,0.01,1.3,0.02,3,0,True,1,3,0,0,103.042,1.0531,1.3213,117.042
sudden-acceleration,0.01,1.3,0.02,3,1,True,1,3,0,0,103.042,1.2341,1.3213,117.042
sudden-acceleration,0.01,1.3,0.02,3,2,True,1,3,0,0,111.042,1.1645,1.3212,125.042
sudden-acceleration,0.01,1.3,0.02,4,0,True,3,9,0,0,110.799,1.1216,1.3212,152.799
sudden-acceleration,0.01,1.3,0.02,4,1,False,2,4,0,0,18.0,1.2918,1.324,280.0
sudden-acceleration,0.01,1.3,0.02,4,2,True,2,6,0,0,113.426,1.1365,1.3212,141.426
sudden-acceleration,0.01,1.3,0.05,0,0,False,3,9,0,0,39.828,1.2289,1.3552,321.828
sudden-acceleration,0.01,1.3,0.05,0,1,True,1,5,0,0,101.284,1.0179,1.3532,121.284
sudden-acceleration,0.01,1.3,0.05,0,2,True,1,3,0,0,111.042,1.1352,1.353,125.042
sudden-acceleration,0.01,1.3,0.05,1,0,False,1,3,0,0,27.0,1.0118,1.3574,281.0
sudden-acceleration,0.01,1.3,0.05,1,1,True,0,2,0,0,73.184,1.2712,1.3541,79.184
sudden-acceleration,0.01,1.3,0.05,1,2,True,2,6,0,0,83.728,1.0487,1.3534,111.728
sudden-acceleration,0.01,1.3,0.05,2,0,True,4,9,0,0,119.627,1.1852,1.3528,166.627
sudden-acceleration,0.01,1.3,0.05,2,1,True,6,12,0,0,90.941,1.0841,1.3534,156.941
sudden-acceleration,0.01,1.3,0.05,2,2,True,1,5,0,0,101.042,1.1107,1.3531,121.042
sudden-acceleration,0.01,1.3,0.05,3,0,True,1,3,0,0,103.042,1.0531,1.3531,117.042
sudden-acceleration,0.01,1.3,0.05,3,1,True,1,3,0,0,103.042,1.2341,1.3531,117.042
sudden-acceleration,0.01,1.3,0.05,3,2,True,1,3,0,0,109.042,1.1727,1.353,123.042
sudden-acceleration,0.01,1.3,0.05,4,0,True,2,6,0,0,97.971,1.1308,1.3532,125.971
sudden-acceleration,0.01,1.3,0.05,4,1,False,2,4,0,0,18.0,1.2918,1.3601,280.0
sudden-acceleration,0.01,1.3,0.05,4,2,True,2,6,0,0,114.255,1.1365,1.353,142.255
sudden-acceleration,0.01,1.5,0.01,0,0,True,2,6,0,0,93.87,1.159,1.5107,121.87
sudden-acceleration,0.01,1.5,0.01,0,1,True,1,4,0,0,101.042,1.0179,1.5106,118.042
sudden-acceleration,0.01,1.5,0.01,0,2,True,1,3,0,0,111.042,1.1352,1.5106,125.042
sudden-acceleration,0.01,1.5,0.01,1,0,False,1,3,0,0,31.0,1.0456,1.5113,285.0
sudden-acceleration,0.01,1.5,0.01,1,1,True,1,5,0,0,99.042,1.2127,1.5106,119.042
sudden-acceleration,0.01,1.5,0.01,1,2,True,2,6,0,0,82.314,1.0528,1.5107,110.314
sudden-acceleration,0.01,1.5,0.01,2,0,True,4,9,0,0,116.314,1.1852,1.5106,163.314
sudden-acceleration,0.01,1.5,0.01,2,1,True,3,7,0,0,107.042,1.0456,1.5106,143.042
sudden-acceleration,0.01,1.5,0.01,2,2,True,1,5,0,0,101.042,1.1107,1.5106,121.042
sudden-acceleration,0.01,1.5,0.01,3,0,True,1,3,0,0,103.042,1.0531,1.5106,117.042
sudden-acceleration,0.01,1.5,0.01,3,1,True,1,3,0,0,103.042,1.2341,1.5106,117.042
sudden-acceleration,0.01,1.5,0.01,3,2,True,1,3,0,0,109.042,1.1727,1.5106,123.042
sudden-acceleration,0.01,1.5,0.01,4,0,True,3,9,0,0,101.971,1.125,1.5106,143.971
sudden-acceleration,0.01,1.5,0.01,4,1,False,2,4,0,0,18.0,1.2918,1.512,280.0
sudden-acceleration,0.01,1.5,0.01,4,2,True,2,6,0,0,113.426,1.1365,1.5106,141.426
sudden-acceleration,0.01,1.5,0.02,0,0,False,3,9,0,0,39.828,1.2289,1.5221,321.828
sudden-acceleration,0.01,1.5,0.02,0,1,True,1,5,0,0,100.698,1.0154,1.5213,120.698
sudden-acceleration,0.01,1.5,0.02,0,2,True,1,3,0,0,111.042,1.1352,1.5212,125.042
sudden-acceleration,0.01,1.5,0.02,1,0,False,1,3,0,0,27.0,1.0118,1.523,281.0
sudden-acceleration,0.01,1.5,0.02,1,1,True,0,1,0,0,73.184,1.2651,1.5217,76.184
sudden-acceleration,0.01,1.5,0.02,1,2,True,2,6,0,0,83.728,1.0487,1.5214,111.728
sudden-acceleration,0.01,1.5,0.02,2,0,True,4,9,0,0,116.314,1.1852,1.5211,163.314
sudden-acceleration,0.01,1.5,0.02,2,1,True,3,7,0,0,107.042,1.0456,1.5212,143.042
sudden-acceleration,0.01,1.5,0.02,2,2,True,1,5,0,0,101.042,1.1107,1.5213,121.042
sudden-acceleration,0.01,1.5,0.02,3,0,True,1,3,0,0,103.042,1.0531,1.5213,117.042
sudden-acceleration,0.01,1.5,0.02,3,1,True,1,3,0,0,103.042,1.2341,1.5213,117.042
sudden-acceleration,0.01,1.5,0.02,3,2,True,1,3,0,0,109.042,1.1727,1.5212,123.042
sudden-acceleration,0.01,1.5,0.02,4,0,True,2,6,0,0,97.971,1.1308,1.5213,125.971
sudden-acceleration,0.01,1.5,0.02,4,1,False,2,4,0,0,18.0,1.2918,1.524,280.0
sudden-acceleration,0.01,1.5,0.02,4,2,True,2,6,0,0,113.426,1.1365,1.5212,141.426
sudden-acceleration,0.01,1.5,0.05,0,0,False,3,9,0,0,39.828,1.2289,1.5552,321.828
sudden-acceleration,0.01,1.5,0.05,0,1,True,1,5,0,0,102.113,1.0179,1.5532,122.113
sudden-acceleration,0.01,1.5,0.05,0,2,True,1,4,0,0,107.042,1.1136,1.5531,124.042
sudden-acceleration,0.01,1.5,0.05,1,0,False,1,3,0,0,27.0,1.0118,1.5574,281.0
sudden-acceleration,0.01,1.5,0.05,1,1,True,0,2,0,0,73.184,1.2712,1.5541,79.184
sudden-acceleration,0.01,1.5,0.05,1,2,True,2,6,0,0,83.728,1.0487,1.5534,111.728
sudden-acceleration,0.01,1.5,0.05,2,0,False,4,9,0,0,52.657,1.0537,1.5545,339.657
sudden-acceleration,0.01,1.5,0.05,2,1,True,3,9,0,0,125.284,1.0825,1.5528,167.284
sudden-acceleration,0.01,1.5,0.05,2,2,True,1,5,0,0,101.042,1.1107,1.5531,121.042
sudden-acceleration,0.01,1.5,0.05,3,0,True,1,3,0,0,103.042,1.0531,1.5531,117.042
sudden-acceleration,0.01,1.5,0.05,3,1,True,1,3,0,0,103.042,1.2341,1.5531,117.042
sudden-acceleration,0.01,1.5,0.05,3,2,False,1,3,0,0,25.0,1.2953,1.5578,279.0
sudden-acceleration,0.01,1.5,0.05,4,0,True,2,6,0,0,98.799,1.1308,1.5532,126.799
sudden-acceleration,0.01,1.5,0.05,4,1,False,2,4,0,0,18.0,1.2918,1.5601,280.0
sudden-acceleration,0.01,1.5,0.05,4,2,True,2,6,0,0,114.841,1.1334,1.553,142.841
sudden-acceleration,0.01,1.7,0.01,0,0,False,3,9,0,0,39.828,1.2289,1.711,321.828
sudden-acceleration,0.01,1.7,0.01,0,1,True,1,5,0,0,101.527,1.0154,1.7106,121.527
sudden-acceleration,0.01,1.7,0.01,0,2,True,1,3,0,0,111.042,1.1352,1.7106,125.042
sudden-acceleration,0.01,1.7,0.01,1,0,False,1,3,0,0,27.0,1.0118,1.7115,281.0
sudden-acceleration,0.01,1.7,0.01,1,1,True,0,1,0,0,73.184,1.2651,1.7108,76.184
sudden-acceleration,0.01,1.7,0.01,1,2,True,2,6,0,0,83.728,1.0487,1.7107,111.728
sudden-acceleration,0.01,1.7,0.01,2,0,True,4,9,0,0,116.314,1.1852,1.7106,163.314
sudden-acceleration,0.01,1.7,0.01,2,1,True,3,7,0,0,107.042,1.0456,1.7106,143.042
sudden-acceleration,0.01,1.7,0.01,2,2,True,1,5,0,0,101.042,1.1107,1.7106,121.042
sudden-acceleration,0.01,1.7,0.01,3,0,True,1,3,0,0,103.042,1.0531,1.7106,117.042
sudden-acceleration,0.01,1.7,0.01,3,1,True,1,3,0,0,103.042,1.2341,1.7106,117.042
sudden-acceleration,0.01,1.7,0.01,3,2,False,1,3,0,0,25.0,1.2953,1.7116,279.0
sudden-acceleration,0.01,1.7,0.01,4,0,True,2,6,0,0,98.799,1.1308,1.7106,126.799
sudden-acceleration,0.01,1.7,0.01,4,1,False,2,4,0,0,18.414,1.2918,1.712,280.414
sudden-acceleration,0.01,1.7,0.01,4,2,True,2,6,0,0,114.255,1.1365,1.7106,142.255
sudden-acceleration,0.01,1.7,0.02,0,0,False,3,9,0,0,39.828,1.2289,1.7221,321.828
sudden-acceleration,0.01,1.7,0.02,0,1,True,1,5,0,0,101.527,1.0154,1.7213,121.527
sudden-acceleration,0.01,1.7,0.02,0,2,True,1,3,0,0,111.042,1.1352,1.7212,125.042
sudden-acceleration,0.01,1.7,0.02,1,0,False,1,3,0,0,27.0,1.0118,1.723,281.0
sudden-acceleration,0.01,1.7,0.02,1,1,True,0,1,0,0,73.184,1.2651,1.7217,76.184
sudden-acceleration,0.01,1.7,0.02,1,2,True,2,6,0,0,83.728,1.0487,1.7214,111.728
sudden-acceleration,0.01,1.7,0.02,2,0,True,4,9,0,0,116.314,1.1852,1.7211,163.314
sudden-acceleration,0.01,1.7,0.02,2,1,True,3,9,0,0,126.213,1.0913,1.7211,168.213
sudden-acceleration,0.01,1.7,0.02,2,2,True,1,5,0,0,101.042,1.1107,1.7213,121.042
sudden-acceleration,0.01,1.7,0.02,3,0,True,1,3,0,0,103.042,1.0531,1.7213,117.042
sudden-acceleration,0.01,1.7,0.02,3,1,True,1,3,0,0,103.042,1.2341,1.7213,117.042
sudden-acceleration,0.01,1.7,0.02,3,2,False,1,3,0,0,25.0,1.2953,1.7231,279.0
sudden-acceleration,0.01,1.7,0.02,4,0,True,2,6,0,0,98.799,1.1308,1.7213,126.799
sudden-acceleration,0.01,1.7,0.02,4,1,False,2,4,0,0,18.414,1.2918,1.724,280.414
sudden-acceleration,0.01,1.7,0.02,4,2,True,2,6,0,0,115.083,1.1365,1.7212,143.083
sudden-acceleration,0.01,1.7,0.05,0,0,False,3,9,0,0,39.828,1.2289,1.7552,321.828
sudden-acceleration,0.01,1.7,0.05,0,1,True,0,2,0,0,75.426,0.9989,1.7541,81.426
sudden-acceleration,0.01,1.7,0.05,0,2,True,1,4,0,0,107.042,1.1136,1.7531,124.042
sudden-acceleration,0.01,1.7,0.05,1,0,False,1,3,0,0,27.0,1.0118,1.7574,281.0
sudden-acceleration,0.01,1.7,0.05,1,1,True,0,2,0,0,73.184,1.2712,1.7541,79.184
sudden-acceleration,0.01,1.7,0.05,1,2,True,2,6,0,0,83.728,1.0487,1.7534,111.728
sudden-acceleration,0.01,1.7,0.05,2,0,True,2,6,0,0,108.314,1.171,1.753,136.314
sudden-acceleration,0.01,1.7,0.05,2,1,True,3,9,0,0,124.799,1.0966,1.7527,166.799
sudden-acceleration,0.01,1.7,0.05,2,2,True,1,5,0,0,99.042,1.1265,1.7532,119.042
sudden-acceleration,0.01,1.7,0.05,3,0,True,1,3,0,0,103.042,1.0531,1.7531,117.042
sudden-acceleration,0.01,1.7,0.05,3,1,True,1,3,0,0,103.042,1.2341,1.7531,117.042
sudden-acceleration,0.01,1.7,0.05,3,2,False,1,3,0,0,25.0,1.2953,1.7578,279.0
sudden-acceleration,0.01,1.7,0.05,4,0,True,2,6,0,0,99.627,1.1308,1.7532,127.627
sudden-acceleration,0.01,1.7,0.05,4,1,False,2,4,0,0,18.414,1.2918,1.7601,280.414
sudden-acceleration,0.01,1.7,0.05,4,2,True,1,3,0,0,106.841,1.1184,1.7532,120.841
sudden-acceleration,0.03,1.3,0.01,0,0,True,4,6,0,0,56.071,1.3463,1.3126,94.071
sudden-acceleration,0.03,1.3,0.01,0,1,True,3,8,0,0,105.669,1.1514,1.3124,144.669
sudden-acceleration,0.03,1.3,0.01,0,2,True,1,3,0,0,111.042,1.2807,1.3124,125.042
sudden-acceleration,0.03,1.3,0.01,1,0,False,1,3,0,0,32.0,1.1652,1.3129,286.0
sudden-acceleration,0.03,1.3,0.01,1,1,False,2,6,0,0,55.657,1.4136,1.3126,323.657
sudden-acceleration,0.03,1.3,0.01,1,2,True,1,5,0,0,95.284,1.218,1.3125,115.284
sudden-acceleration,0.03,1.3,0.01,2,0,True,4,6,0,0,57.485,1.2229,1.3126,95.485
sudden-acceleration,0.03,1.3,0.01,2,1,False,2,6,0,0,29.485,1.3839,1.313,297.485
sudden-acceleration,0.03,1.3,0.01,2,2,True,2,6,0,0,87.527,1.3139,1.3125,115.527
sudden-acceleration,0.03,1.3,0.01,3,0,True,1,3,0,0,109.042,1.1908,1.3124,123.042
sudden-acceleration,0.03,1.3,0.01,3,1,True,1,3,0,0,103.042,1.3466,1.3124,117.042
sudden-acceleration,0.03,1.3,0.01,3,2,True,1,4,0,0,109.042,1.2958,1.3124,126.042
sudden-acceleration,0.03,1.3,0.01,4,0,False,3,5,0,0,21.0,1.3499,1.3132,291.0
sudden-acceleration,0.03,1.3,0.01,4,1,True,2,6,0,0,91.385,1.1401,1.3125,119.385
sudden-acceleration,0.03,1.3,0.01,4,2,True,2,4,0,0,56.314,1.2167,1.3126,78.314
sudden-acceleration,0.03,1.3,0.02,0,0,True,4,6,0,0,56.071,1.3463,1.3253,94.071
sudden-acceleration,0.03,1.3,0.02,0,1,True,2,6,0,0,122.456,1.1499,1.3248,150.456
sudden-acceleration,0.03,1.3,0.02,0,2,True,1,3,0,0,111.042,1.2807,1.3248,125.042
sudden-acceleration,0.03,1.3,0.02,1,0,False,1,3,0,0,32.0,1.1652,1.3258,286.0
sudden-acceleration,0.03,1.3,0.02,1,1,False,2,6,0,0,55.657,1.4136,1.3252,323.657
sudden-acceleration,0.03,1.3,0.02,1,2,True,1,5,0,0,95.284,1.218,1.3249,115.284
sudden-acceleration,0.03,1.3,0.02,2,0,True,4,6,0,0,57.485,1.2229,1.3252,95.485
sudden-acceleration,0.03,1.3,0.02,2,1,False,2,6,0,0,29.485,1.3839,1.3259,297.485
