TrajectoryType,Strategy,Seed,Mission,Success,Replans,WaitSteps,PathLength,PredictionMAE,MeanRiskRadius,TotalCost
stop-and-go,Kalman uncertainty-aware memory,5,1,True,4,10,148.113,1.1587,1.5247,198.113
stop-and-go,Kalman uncertainty-aware memory,5,2,True,2,4,109.042,1.3771,1.5249,131.042
stop-and-go,Kalman uncertainty-aware memory,6,0,True,3,10,104.314,1.1877,1.5248,149.314
stop-and-go,Kalman uncertainty-aware memory,6,1,True,6,15,107.142,1.1346,1.5248,182.142
stop-and-go,Kalman uncertainty-aware memory,6,2,True,2,7,93.142,1.4834,1.5249,124.142
stop-and-go,Kalman uncertainty-aware memory,7,0,True,7,12,124.113,1.2144,1.5248,195.113
stop-and-go,Kalman uncertainty-aware memory,7,1,False,3,9,81.142,1.2241,1.525,363.142
stop-and-go,Kalman uncertainty-aware memory,7,2,True,4,9,65.142,1.2504,1.5251,112.142
stop-and-go,Kalman uncertainty-aware memory,8,0,False,4,6,21.414,1.2763,1.5264,299.414
stop-and-go,Kalman uncertainty-aware memory,8,1,False,1,3,38.799,1.3135,1.5257,292.799
stop-and-go,Kalman uncertainty-aware memory,8,2,True,1,5,105.284,1.264,1.5249,125.284
stop-and-go,Kalman uncertainty-aware memory,9,0,False,2,4,23.0,1.5279,1.5263,285.0
stop-and-go,Kalman uncertainty-aware memory,9,1,False,1,3,23.243,1.3818,1.5264,277.243
stop-and-go,Kalman uncertainty-aware memory,9,2,True,2,7,122.698,1.3173,1.5248,153.698
stop-and-go,Kalman uncertainty-aware memory,10,0,False,2,5,50.657,1.3748,1.5253,315.657
stop-and-go,Kalman uncertainty-aware memory,10,1,False,3,5,20.0,1.2149,1.5265,290.0
stop-and-go,Kalman uncertainty-aware memory,10,2,True,2,8,104.698,1.387,1.5249,138.698
stop-and-go,Kalman uncertainty-aware memory,11,0,True,4,9,114.255,1.2595,1.5248,161.255
stop-and-go,Kalman uncertainty-aware memory,11,1,True,3,9,122.113,1.3426,1.5248,164.113
stop-and-go,Kalman uncertainty-aware memory,11,2,False,6,15,50.314,1.2364,1.5252,365.314
stop-and-go,Kalman uncertainty-aware memory,12,0,True,2,6,136.314,1.2071,1.5247,164.314
stop-and-go,Kalman uncertainty-aware memory,12,1,True,8,15,115.912,1.3804,1.5248,200.912
stop-and-go,Kalman uncertainty-aware memory,12,2,False,11,15,57.314,1.1835,1.5252,397.314
stop-and-go,Kalman uncertainty-aware memory,13,0,False,1,3,18.0,1.0924,1.5268,272.0
stop-and-go,Kalman uncertainty-aware memory,13,1,True,3,6,112.941,1.2745,1.5248,145.941
stop-and-go,Kalman uncertainty-aware memory,13,2,True,7,14,148.213,1.2509,1.5247,225.213
stop-and-go,Kalman uncertainty-aware memory,14,0,False,4,9,34.828,1.3882,1.5256,321.828
stop-and-go,Kalman uncertainty-aware memory,14,1,False,1,3,38.971,1.3011,1.5257,292.971
stop-and-go,Kalman uncertainty-aware memory,14,2,False,5,6,19.414,1.3085,1.5268,302.414
stop-and-go,Kalman uncertainty-aware memory,15,0,True,8,14,139.284,1.2339,1.5247,221.284
stop-and-go,Kalman uncertainty-aware memory,15,1,True,6,15,120.456,1.2596,1.5248,195.456
stop-and-go,Kalman uncertainty-aware memory,15,2,False,1,3,19.0,1.3717,1.5266,273.0
stop-and-go,Kalman uncertainty-aware memory,16,0,True,3,7,93.042,1.2327,1.5249,129.042
stop-and-go,Kalman uncertainty-aware memory,16,1,True,6,12,142.698,1.2455,1.5247,208.698
stop-and-go,Kalman uncertainty-aware memory,16,2,True,6,6,113.142,1.3876,1.5248,161.142
stop-and-go,Kalman uncertainty-aware memory,17,0,True,4,10,98.799,1.1773,1.5249,148.799
stop-and-go,Kalman uncertainty-aware memory,17,1,True,3,9,124.456,1.2725,1.5248,166.456
stop-and-go,Kalman uncertainty-aware memory,17,2,True,4,7,138.314,1.1876,1.5247,179.314
stop-and-go,Kalman uncertainty-aware memory,18,0,False,2,2,27.0,1.2678,1.5261,283.0
stop-and-go,Kalman uncertainty-aware memory,18,1,True,1,3,77.77,1.2723,1.5251,91.77
stop-and-go,Kalman uncertainty-aware memory,18,2,True,8,18,107.042,1.2716,1.5248,201.042
stop-and-go,Kalman uncertainty-aware memory,19,0,False,4,6,22.0,1.6042,1.5264,300.0
stop-and-go,Kalman uncertainty-aware memory,19,1,True,3,9,93.326,1.3446,1.525,135.326
stop-and-go,Kalman uncertainty-aware memory,19,2,False,3,5,20.0,1.8597,1.5265,290.0
