TrajectoryType,Strategy,Seed,Mission,Success,Replans,WaitSteps,PathLength,PredictionMAE,MeanRiskRadius,TotalCost
sudden-acceleration,Kalman fixed-radius memory,6,1,False,2,6,34.243,1.4036,1.6,302.243
sudden-acceleration,Kalman fixed-radius memory,6,2,False,1,3,42.284,1.386,1.6,296.284
sudden-acceleration,Kalman fixed-radius memory,7,0,True,2,6,102.012,1.2258,1.6,130.012
sudden-acceleration,Kalman fixed-radius memory,7,1,True,2,6,115.042,1.2601,1.6,143.042
sudden-acceleration,Kalman fixed-radius memory,7,2,True,2,5,115.971,1.3113,1.6,140.971
sudden-acceleration,Kalman fixed-radius memory,8,0,False,2,4,27.0,1.5963,1.6,289.0
sudden-acceleration,Kalman fixed-radius memory,8,1,True,2,8,78.983,1.3595,1.6,112.983
sudden-acceleration,Kalman fixed-radius memory,8,2,True,1,5,97.042,1.23,1.6,117.042
sudden-acceleration,Kalman fixed-radius memory,9,0,True,1,4,103.042,1.3495,1.6,120.042
sudden-acceleration,Kalman fixed-radius memory,9,1,False,1,3,24.0,1.515,1.6,278.0
sudden-acceleration,Kalman fixed-radius memory,9,2,True,1,5,116.941,1.3526,1.6,136.941
sudden-acceleration,Kalman fixed-radius memory,10,0,True,1,5,99.284,1.2042,1.6,119.284
sudden-acceleration,Kalman fixed-radius memory,10,1,False,1,3,28.0,1.214,1.6,282.0
sudden-acceleration,Kalman fixed-radius memory,10,2,True,1,4,99.527,1.2541,1.6,116.527
sudden-acceleration,Kalman fixed-radius memory,11,0,True,2,5,122.799,1.3091,1.6,147.799
sudden-acceleration,Kalman fixed-radius memory,11,1,True,1,4,107.042,1.2981,1.6,124.042
sudden-acceleration,Kalman fixed-radius memory,11,2,True,1,5,105.042,1.2585,1.6,125.042
sudden-acceleration,Kalman fixed-radius memory,12,0,True,1,5,85.042,1.2241,1.6,105.042
sudden-acceleration,Kalman fixed-radius memory,12,1,False,1,3,25.0,1.2701,1.6,279.0
sudden-acceleration,Kalman fixed-radius memory,12,2,True,1,3,95.77,1.3094,1.6,109.77
sudden-acceleration,Kalman fixed-radius memory,13,0,True,2,7,97.87,1.2686,1.6,128.87
sudden-acceleration,Kalman fixed-radius memory,13,1,True,1,5,93.042,1.2185,1.6,113.042
sudden-acceleration,Kalman fixed-radius memory,13,2,False,1,3,24.0,1.2331,1.6,278.0
sudden-acceleration,Kalman fixed-radius memory,14,0,True,4,6,55.485,1.2453,1.6,93.485
sudden-acceleration,Kalman fixed-radius memory,14,1,True,2,8,111.142,1.316,1.6,145.142
sudden-acceleration,Kalman fixed-radius memory,14,2,True,3,9,105.971,1.23,1.6,147.971
sudden-acceleration,Kalman fixed-radius memory,15,0,False,1,3,22.0,1.3411,1.6,276.0
sudden-acceleration,Kalman fixed-radius memory,15,1,False,2,6,42.456,1.2117,1.6,310.456
sudden-acceleration,Kalman fixed-radius memory,15,2,True,3,9,117.042,1.3083,1.6,159.042
sudden-acceleration,Kalman fixed-radius memory,16,0,False,1,3,28.0,1.1339,1.6,282.0
sudden-acceleration,Kalman fixed-radius memory,16,1,False,2,6,49.627,1.2873,1.6,317.627
sudden-acceleration,Kalman fixed-radius memory,16,2,True,2,6,111.184,1.3483,1.6,139.184
sudden-acceleration,Kalman fixed-radius memory,17,0,True,1,3,93.042,1.2172,1.6,107.042
sudden-acceleration,Kalman fixed-radius memory,17,1,False,3,9,39.799,1.2831,1.6,321.799
sudden-acceleration,Kalman fixed-radius memory,17,2,False,1,3,45.899,1.6236,1.6,299.899
sudden-acceleration,Kalman fixed-radius memory,18,0,True,4,6,56.314,1.2578,1.6,94.314
sudden-acceleration,Kalman fixed-radius memory,18,1,False,1,3,37.627,1.3212,1.6,291.627
sudden-acceleration,Kalman fixed-radius memory,18,2,True,2,7,139.569,1.2656,1.6,170.569
sudden-acceleration,Kalman fixed-radius memory,19,0,True,1,3,101.87,1.1674,1.6,115.87
sudden-acceleration,Kalman fixed-radius memory,19,1,False,1,3,15.0,1.8927,1.6,269.0
sudden-acceleration,Kalman fixed-radius memory,19,2,False,3,9,38.042,1.3288,1.6,320.042
sudden-acceleration,Kalman uncertainty-aware memory,0,0,True,2,6,104.012,1.3001,1.5249,132.012
sudden-acceleration,Kalman uncertainty-aware memory,0,1,True,2,6,120.799,1.1499,1.5248,148.799
sudden-acceleration,Kalman uncertainty-aware memory,0,2,True,1,4,107.042,1.2591,1.5249,124.042
sudden-acceleration,Kalman uncertainty-aware memory,1,0,False,1,3,30.0,1.1751,1.5259,284.0
sudden-acceleration,Kalman uncertainty-aware memory,1,1,True,1,5,76.698,1.4354,1.5251,96.698
sudden-acceleration,Kalman uncertainty-aware memory,1,2,True,2,6,78.657,1.2104,1.525,106.657
sudden-acceleration,Kalman uncertainty-aware memory,2,0,True,2,6,119.971,1.3445,1.5248,147.971
sudden-acceleration,Kalman uncertainty-aware memory,2,1,False,2,6,27.0,1.3839,1.5259,295.0
sudden-acceleration,Kalman uncertainty-aware memory,2,2,False,2,6,55.627,1.371,1.5253,323.627
sudden-acceleration,Kalman uncertainty-aware memory,3,0,True,1,4,109.042,1.1954,1.5248,126.042
sudden-acceleration,Kalman uncertainty-aware memory,3,1,True,1,4,103.042,1.3389,1.5249,120.042
sudden-acceleration,Kalman uncertainty-aware memory,3,2,False,1,3,25.0,1.359,1.5261,279.0
sudden-acceleration,Kalman uncertainty-aware memory,4,0,True,5,9,117.627,1.2803,1.5248,169.627
sudden-acceleration,Kalman uncertainty-aware memory,4,1,False,2,4,18.0,1.3774,1.5268,280.0
sudden-acceleration,Kalman uncertainty-aware memory,4,2,True,2,7,119.912,1.2859,1.5248,150.912
sudden-acceleration,Kalman uncertainty-aware memory,5,0,False,1,3,10.0,2.05,1.5283,264.0
sudden-acceleration,Kalman uncertainty-aware memory,5,1,False,1,3,21.657,1.4921,1.5265,275.657
sudden-acceleration,Kalman uncertainty-aware memory,5,2,False,2,6,35.799,0.9905,1.5258,303.799
sudden-acceleration,Kalman uncertainty-aware memory,6,0,True,2,6,82.314,1.0251,1.525,110.314
sudden-acceleration,Kalman uncertainty-aware memory,6,1,False,2,6,34.243,1.4036,1.5257,302.243
sudden-acceleration,Kalman uncertainty-aware memory,6,2,True,2,4,58.799,1.4349,1.5253,80.799
sudden-acceleration,Kalman uncertainty-aware memory,7,0,True,3,9,96.941,1.2194,1.5249,138.941
sudden-acceleration,Kalman uncertainty-aware memory,7,1,True,2,6,115.527,1.2599,1.5248,143.527
sudden-acceleration,Kalman uncertainty-aware memory,7,2,False,3,6,46.657,1.282,1.5254,319.657
sudden-acceleration,Kalman uncertainty-aware memory,8,0,True,1,3,108.113,1.4076,1.5249,122.113
sudden-acceleration,Kalman uncertainty-aware memory,8,1,True,3,10,91.142,1.3882,1.5249,136.142
sudden-acceleration,Kalman uncertainty-aware memory,8,2,True,1,5,97.042,1.23,1.5249,117.042
sudden-acceleration,Kalman uncertainty-aware memory,9,0,True,1,4,103.042,1.3495,1.5249,120.042
sudden-acceleration,Kalman uncertainty-aware memory,9,1,False,1,3,24.0,1.515,1.5262,278.0
sudden-acceleration,Kalman uncertainty-aware memory,9,2,True,2,7,80.841,1.3182,1.525,111.841
sudden-acceleration,Kalman uncertainty-aware memory,10,0,True,6,12,128.213,1.1523,1.5248,194.213
sudden-acceleration,Kalman uncertainty-aware memory,10,1,True,1,3,107.042,1.3063,1.5249,121.042
sudden-acceleration,Kalman uncertainty-aware memory,10,2,False,1,3,17.0,1.5558,1.5269,271.0
sudden-acceleration,Kalman uncertainty-aware memory,11,0,True,2,6,122.799,1.2994,1.5248,150.799
sudden-acceleration,Kalman uncertainty-aware memory,11,1,True,1,4,107.042,1.2981,1.5249,124.042
sudden-acceleration,Kalman uncertainty-aware memory,11,2,True,1,5,105.042,1.2585,1.5249,125.042
sudden-acceleration,Kalman uncertainty-aware memory,12,0,True,2,6,93.142,1.2321,1.5249,121.142
sudden-acceleration,Kalman uncertainty-aware memory,12,1,True,2,5,57.485,1.3664,1.5252,82.485
sudden-acceleration,Kalman uncertainty-aware memory,12,2,True,3,6,111.627,1.2961,1.5248,144.627
sudden-acceleration,Kalman uncertainty-aware memory,13,0,False,4,9,23.0,1.3607,1.5261,310.0
sudden-acceleration,Kalman uncertainty-aware memory,13,1,True,2,6,74.941,1.1481,1.5251,102.941
sudden-acceleration,Kalman uncertainty-aware memory,13,2,False,1,3,24.0,1.2331,1.5262,278.0
sudden-acceleration,Kalman uncertainty-aware memory,14,0,True,4,6,55.485,1.2453,1.5253,93.485
sudden-acceleration,Kalman uncertainty-aware memory,14,1,True,2,8,111.142,1.316,1.5248,145.142
sudden-acceleration,Kalman uncertainty-aware memory,14,2,True,3,9,103.971,1.2361,1.5248,145.971
sudden-acceleration,Kalman uncertainty-aware memory,15,0,False,1,3,22.0,1.3411,1.5264,276.0
sudden-acceleration,Kalman uncertainty-aware memory,15,1,False,2,6,42.456,1.2117,1.5256,310.456
sudden-acceleration,Kalman uncertainty-aware memory,15,2,True,3,9,117.042,1.3083,1.5248,159.042
sudden-acceleration,Kalman uncertainty-aware memory,16,0,True,5,9,122.355,1.2513,1.5248,174.355
sudden-acceleration,Kalman uncertainty-aware memory,16,1,True,1,5,105.042,1.2439,1.5249,125.042
sudden-acceleration,Kalman uncertainty-aware memory,16,2,True,2,7,108.698,1.3422,1.5248,139.698
sudden-acceleration,Kalman uncertainty-aware memory,17,0,True,1,3,93.042,1.2172,1.5249,107.042
sudden-acceleration,Kalman uncertainty-aware memory,17,1,True,2,8,90.941,1.1702,1.5249,124.941
sudden-acceleration,Kalman uncertainty-aware memory,17,2,True,1,5,97.042,1.4223,1.5249,117.042
sudden-acceleration,Kalman uncertainty-aware memory,18,0,False,2,6,42.385,1.3255,1.5255,310.385
sudden-acceleration,Kalman uncertainty-aware memory,18,1,True,3,7,121.326,1.1681,1.5248,157.326
sudden-acceleration,Kalman uncertainty-aware memory,18,2,True,3,8,128.799,1.2656,1.5248,167.799
sudden-acceleration,Kalman uncertainty-aware memory,19,0,True,1,3,99.042,1.1585,1.5249,113.042
sudden-acceleration,Kalman uncertainty-aware memory,19,1,False,1,3,15.0,1.8927,1.5272,269.0
sudden-acceleration,Kalman uncertainty-aware memory,19,2,False,3,9,38.042,1.3288,1.5257,320.042
stop-and-go,Reactive current occupancy,0,0,True,7,7,101.042,1.2361,1.6,157.042
stop-and-go,Reactive current occupancy,0,1,False,2,2,28.0,1.284,1.6,284.0
stop-and-go,Reactive current occupancy,0,2,False,4,4,18.0,1.3187,1.6,290.0
stop-and-go,Reactive current occupancy,1,0,True,2,2,56.314,1.3156,1.6,72.314
stop-and-go,Reactive current occupancy,1,1,False,2,2,26.414,1.1742,1.6,282.414
stop-and-go,Reactive current occupancy,1,2,False,6,6,30.0,1.2531,1.6,318.0
stop-and-go,Reactive current occupancy,2,0,True,1,1,56.314,1.2959,1.6,64.314
stop-and-go,Reactive current occupancy,2,1,False,2,2,30.0,1.2378,1.6,286.0
stop-and-go,Reactive current occupancy,2,2,False,6,6,32.0,1.03,1.6,320.0
stop-and-go,Reactive current occupancy,3,0,True,4,4,58.071,1.3777,1.6,90.071
stop-and-go,Reactive current occupancy,3,1,True,1,1,55.485,1.2754,1.6,63.485
stop-and-go,Reactive current occupancy,3,2,False,3,3,57.657,1.3509,1.6,321.657
stop-and-go,Reactive current occupancy,4,0,False,1,1,22.0,1.35,1.6,270.0
stop-and-go,Reactive current occupancy,4,1,False,3,3,33.828,1.5496,1.6,297.828
stop-and-go,Reactive current occupancy,4,2,False,5,5,47.657,1.2779,1.6,327.657
stop-and-go,Reactive current occupancy,5,0,False,3,3,29.0,1.5028,1.6,293.0
stop-and-go,Reactive current occupancy,5,1,True,3,3,56.314,1.1545,1.6,80.314
stop-and-go,Reactive current occupancy,5,2,True,1,1,56.314,1.3322,1.6,64.314
stop-and-go,Reactive current occupancy,6,0,True,3,3,55.485,1.1877,1.6,79.485
stop-and-go,Reactive current occupancy,6,1,True,1,1,56.314,1.3052,1.6,64.314
stop-and-go,Reactive current occupancy,6,2,True,1,1,56.314,1.6864,1.6,64.314
stop-and-go,Reactive current occupancy,7,0,True,1,1,56.314,1.3734,1.6,64.314
stop-and-go,Reactive current occupancy,7,1,True,8,8,55.485,1.158,1.6,119.485
stop-and-go,Reactive current occupancy,7,2,True,4,4,54.657,1.3705,1.6,86.657
stop-and-go,Reactive current occupancy,8,0,False,5,5,22.414,1.1814,1.6,302.414
stop-and-go,Reactive current occupancy,8,1,True,1,1,111.042,1.3465,1.6,119.042
stop-and-go,Reactive current occupancy,8,2,True,4,4,56.314,1.1792,1.6,88.314
stop-and-go,Reactive current occupancy,9,0,False,5,5,27.0,1.2528,1.6,307.0
stop-and-go,Reactive current occupancy,9,1,False,1,1,22.0,1.5193,1.6,270.0
stop-and-go,Reactive current occupancy,9,2,False,1,1,24.0,1.3989,1.6,272.0
stop-and-go,Reactive current occupancy,10,0,True,1,1,57.485,1.3123,1.6,65.485
stop-and-go,Reactive current occupancy,10,1,False,4,4,57.657,1.3574,1.6,329.657
stop-and-go,Reactive current occupancy,10,2,True,2,2,56.314,1.4104,1.6,72.314
stop-and-go,Reactive current occupancy,11,0,False,6,6,19.0,1.4785,1.6,307.0
stop-and-go,Reactive current occupancy,11,1,False,3,3,21.414,1.6596,1.6,285.414
stop-and-go,Reactive current occupancy,11,2,True,7,7,56.657,1.1271,1.6,112.657
stop-and-go,Reactive current occupancy,12,0,False,3,3,28.0,1.3941,1.6,292.0
stop-and-go,Reactive current occupancy,12,1,False,8,8,22.414,1.4183,1.6,326.414
stop-and-go,Reactive current occupancy,12,2,True,4,4,114.314,1.2613,1.6,146.314
stop-and-go,Reactive current occupancy,13,0,False,6,6,24.0,1.2312,1.6,312.0
stop-and-go,Reactive current occupancy,13,1,False,1,1,33.0,1.2959,1.6,281.0
stop-and-go,Reactive current occupancy,13,2,True,2,2,56.899,1.2538,1.6,72.899
stop-and-go,Reactive current occupancy,14,0,True,2,2,56.314,1.2247,1.6,72.314
stop-and-go,Reactive current occupancy,14,1,True,1,1,105.042,1.3005,1.6,113.042
stop-and-go,Reactive current occupancy,14,2,False,6,6,21.828,1.4419,1.6,309.828
stop-and-go,Reactive current occupancy,15,0,False,5,5,27.0,1.2184,1.6,307.0
stop-and-go,Reactive current occupancy,15,1,True,1,1,91.042,1.2661,1.6,99.042
stop-and-go,Reactive current occupancy,15,2,False,1,1,26.0,1.4168,1.6,274.0
stop-and-go,Reactive current occupancy,16,0,True,3,3,55.485,1.3257,1.6,79.485
stop-and-go,Reactive current occupancy,16,1,True,2,2,116.314,1.2677,1.6,132.314
stop-and-go,Reactive current occupancy,16,2,False,1,1,23.0,1.4177,1.6,271.0
stop-and-go,Reactive current occupancy,17,0,True,3,3,89.042,1.3541,1.6,113.042
stop-and-go,Reactive current occupancy,17,1,True,6,6,58.071,1.3276,1.6,106.071
stop-and-go,Reactive current occupancy,17,2,True,6,6,56.657,1.2156,1.6,104.657
stop-and-go,Reactive current occupancy,18,0,True,2,2,56.314,1.3685,1.6,72.314
stop-and-go,Reactive current occupancy,18,1,False,7,7,21.828,1.1926,1.6,317.828
stop-and-go,Reactive current occupancy,18,2,False,6,6,19.0,1.6752,1.6,307.0
stop-and-go,Reactive current occupancy,19,0,False,3,3,62.657,1.3622,1.6,326.657
stop-and-go,Reactive current occupancy,19,1,True,1,1,111.042,1.3779,1.6,119.042
stop-and-go,Reactive current occupancy,19,2,True,3,3,55.485,1.2508,1.6,79.485
stop-and-go,Constant velocity memory,0,0,True,7,12,126.456,1.2035,1.6,197.456
stop-and-go,Constant velocity memory,0,1,True,2,5,56.899,1.3557,1.6,81.899
stop-and-go,Constant velocity memory,0,2,False,3,5,16.0,1.3187,1.6,286.0
stop-and-go,Constant velocity memory,1,0,False,8,10,33.828,1.2546,1.6,343.828
stop-and-go,Constant velocity memory,1,1,True,0,0,73.184,1.2635,1.6,73.184
stop-and-go,Constant velocity memory,1,2,True,3,7,108.941,1.3392,1.6,144.941
stop-and-go,Constant velocity memory,2,0,True,6,13,121.284,1.3306,1.6,190.284
stop-and-go,Constant velocity memory,2,1,True,2,6,131.142,1.2726,1.6,159.142
stop-and-go,Constant velocity memory,2,2,True,3,9,140.456,1.2522,1.6,182.456
stop-and-go,Constant velocity memory,3,0,True,3,8,56.899,1.3834,1.6,95.899
stop-and-go,Constant velocity memory,3,1,False,1,3,33.657,1.2677,1.6,287.657
stop-and-go,Constant velocity memory,3,2,True,0,1,73.184,1.3856,1.6,76.184
stop-and-go,Constant velocity memory,4,0,False,4,12,36.828,1.2884,1.6,332.828
stop-and-go,Constant velocity memory,4,1,True,0,0,77.912,1.4583,1.6,77.912
stop-and-go,Constant velocity memory,4,2,True,5,9,101.627,1.1879,1.6,153.627
stop-and-go,Constant velocity memory,5,0,True,4,5,114.456,1.4562,1.6,149.456
stop-and-go,Constant velocity memory,5,1,True,5,14,143.142,1.2983,1.6,210.142
stop-and-go,Constant velocity memory,5,2,True,4,7,136.314,1.3097,1.6,177.314
stop-and-go,Constant velocity memory,6,0,True,1,5,55.485,1.1832,1.6,75.485
stop-and-go,Constant velocity memory,6,1,False,2,6,21.243,1.4011,1.6,289.243
stop-and-go,Constant velocity memory,6,2,True,0,0,73.184,1.5725,1.6,73.184
stop-and-go,Constant velocity memory,7,0,True,1,4,56.314,1.3506,1.6,73.314
stop-and-go,Constant velocity memory,7,1,True,0,1,56.314,1.1587,1.6,59.314
stop-and-go,Constant velocity memory,7,2,True,4,6,56.071,1.3857,1.6,94.071
stop-and-go,Constant velocity memory,8,0,False,2,6,48.243,1.1688,1.6,316.243
stop-and-go,Constant velocity memory,8,1,True,0,1,74.841,1.3082,1.6,77.841
stop-and-go,Constant velocity memory,8,2,True,4,7,105.042,1.2773,1.6,146.042
stop-and-go,Constant velocity memory,9,0,True,2,7,56.314,1.2314,1.6,87.314
stop-and-go,Constant velocity memory,9,1,True,0,1,73.184,1.3832,1.6,76.184
stop-and-go,Constant velocity memory,9,2,False,3,9,50.071,1.3342,1.6,332.071
stop-and-go,Constant velocity memory,10,0,True,1,5,56.314,1.3193,1.6,76.314
stop-and-go,Constant velocity memory,10,1,False,4,12,52.385,1.3618,1.6,348.385
stop-and-go,Constant velocity memory,10,2,True,0,2,56.314,1.4008,1.6,62.314
stop-and-go,Constant velocity memory,11,0,True,2,6,78.698,1.2821,1.6,106.698
stop-and-go,Constant velocity memory,11,1,True,3,9,86.113,1.4188,1.6,128.113
stop-and-go,Constant velocity memory,11,2,False,6,15,47.071,1.1271,1.6,362.071
stop-and-go,Constant velocity memory,12,0,False,2,4,28.414,1.4012,1.6,290.414
stop-and-go,Constant velocity memory,12,1,True,1,4,73.184,1.331,1.6,90.184
stop-and-go,Constant velocity memory,12,2,True,2,5,56.314,1.1566,1.6,81.314
stop-and-go,Constant velocity memory,13,0,True,5,13,118.213,1.2548,1.6,182.213
stop-and-go,Constant velocity memory,13,1,True,2,8,107.042,1.2287,1.6,141.042
stop-and-go,Constant velocity memory,13,2,True,4,9,137.627,1.3416,1.6,184.627
stop-and-go,Constant velocity memory,14,0,True,2,8,78.456,1.2171,1.6,112.456
stop-and-go,Constant velocity memory,14,1,True,1,3,101.042,1.3052,1.6,115.042
stop-and-go,Constant velocity memory,14,2,True,1,5,79.042,1.3356,1.6,99.042
stop-and-go,Constant velocity memory,15,0,True,4,9,129.627,1.2984,1.6,176.627
stop-and-go,Constant velocity memory,15,1,True,2,6,56.314,1.1644,1.6,84.314
stop-and-go,Constant velocity memory,15,2,True,1,5,101.527,1.297,1.6,121.527
stop-and-go,Constant velocity memory,16,0,False,2,6,25.243,1.2959,1.6,293.243
stop-and-go,Constant velocity memory,16,1,True,0,0,73.184,1.1969,1.6,73.184
stop-and-go,Constant velocity memory,16,2,True,5,13,129.142,1.4442,1.6,193.142
stop-and-go,Constant velocity memory,17,0,False,4,9,52.485,1.2743,1.6,339.485
stop-and-go,Constant velocity memory,17,1,True,1,3,76.841,1.3448,1.6,90.841
stop-and-go,Constant velocity memory,17,2,True,3,8,55.485,1.2223,1.6,94.485
stop-and-go,Constant velocity memory,18,0,True,3,6,99.042,1.3638,1.6,132.042
stop-and-go,Constant velocity memory,18,1,True,6,15,89.527,1.3124,1.6,164.527
stop-and-go,Constant velocity memory,18,2,True,4,9,94.314,1.4239,1.6,141.314
stop-and-go,Constant velocity memory,19,0,True,4,12,118.799,1.2652,1.6,174.799
stop-and-go,Constant velocity memory,19,1,True,3,8,134.314,1.3937,1.6,173.314
stop-and-go,Constant velocity memory,19,2,True,3,10,79.627,1.3021,1.6,124.627
stop-and-go,Kalman fixed-radius memory,0,0,True,3,8,99.527,1.309,1.6,138.527
stop-and-go,Kalman fixed-radius memory,0,1,False,2,2,28.0,1.0,1.6,284.0
stop-and-go,Kalman fixed-radius memory,0,2,True,2,8,79.971,1.0917,1.6,113.971
stop-and-go,Kalman fixed-radius memory,1,0,False,1,3,23.0,1.3299,1.6,277.0
stop-and-go,Kalman fixed-radius memory,1,1,True,2,6,87.284,1.1895,1.6,115.284
stop-and-go,Kalman fixed-radius memory,1,2,True,1,2,56.314,1.2102,1.6,67.314
stop-and-go,Kalman fixed-radius memory,2,0,False,4,5,21.0,1.3364,1.6,296.0
stop-and-go,Kalman fixed-radius memory,2,1,True,1,5,118.213,1.2734,1.6,138.213
stop-and-go,Kalman fixed-radius memory,2,2,True,2,7,136.314,1.1676,1.6,167.314
stop-and-go,Kalman fixed-radius memory,3,0,False,2,6,39.243,1.2509,1.6,307.243
stop-and-go,Kalman fixed-radius memory,3,1,False,1,3,41.941,1.2978,1.6,295.941
stop-and-go,Kalman fixed-radius memory,3,2,True,3,10,107.971,1.3076,1.6,152.971
stop-and-go,Kalman fixed-radius memory,4,0,False,2,6,28.828,1.274,1.6,296.828
stop-and-go,Kalman fixed-radius memory,4,1,True,1,3,114.799,1.266,1.6,128.799
stop-and-go,Kalman fixed-radius memory,4,2,False,2,6,19.243,1.7661,1.6,287.243
stop-and-go,Kalman fixed-radius memory,5,0,False,4,9,68.314,1.3806,1.6,355.314
stop-and-go,Kalman fixed-radius memory,5,1,True,3,8,143.87,1.1665,1.6,182.87
stop-and-go,Kalman fixed-radius memory,5,2,True,2,4,109.042,1.3771,1.6,131.042
stop-and-go,Kalman fixed-radius memory,6,0,True,3,10,104.314,1.1877,1.6,149.314
stop-and-go,Kalman fixed-radius memory,6,1,False,2,6,22.243,1.1238,1.6,290.243
stop-and-go,Kalman fixed-radius memory,6,2,True,1,3,77.326,1.5545,1.6,91.326
stop-and-go,Kalman fixed-radius memory,7,0,True,7,12,124.113,1.2144,1.6,195.113
stop-and-go,Kalman fixed-radius memory,7,1,True,3,7,140.314,1.197,1.6,176.314
stop-and-go,Kalman fixed-radius memory,7,2,True,1,4,60.071,1.2479,1.6,77.071
stop-and-go,Kalman fixed-radius memory,8,0,False,2,6,19.0,1.2763,1.6,287.0
stop-and-go,Kalman fixed-radius memory,8,1,True,5,9,115.527,1.1658,1.6,167.527
stop-and-go,Kalman fixed-radius memory,8,2,True,4,6,125.627,1.2327,1.6,163.627
stop-and-go,Kalman fixed-radius memory,9,0,False,2,4,23.0,1.5279,1.6,285.0
stop-and-go,Kalman fixed-radius memory,9,1,False,1,3,23.243,1.3818,1.6,277.243
stop-and-go,Kalman fixed-radius memory,9,2,False,1,3,36.213,1.3576,1.6,290.213
stop-and-go,Kalman fixed-radius memory,10,0,False,2,5,50.657,1.3748,1.6,315.657
stop-and-go,Kalman fixed-radius memory,10,1,True,1,4,79.326,1.3096,1.6,96.326
stop-and-go,Kalman fixed-radius memory,10,2,True,1,5,107.042,1.3858,1.6,127.042
stop-and-go,Kalman fixed-radius memory,11,0,True,3,6,122.74,1.25,1.6,155.74
stop-and-go,Kalman fixed-radius memory,11,1,True,3,9,122.113,1.3426,1.6,164.113
stop-and-go,Kalman fixed-radius memory,11,2,False,4,12,48.314,1.2654,1.6,344.314
stop-and-go,Kalman fixed-radius memory,12,0,True,2,6,136.314,1.2071,1.6,164.314
stop-and-go,Kalman fixed-radius memory,12,1,True,8,15,116.74,1.3804,1.6,201.74
stop-and-go,Kalman fixed-radius memory,12,2,True,5,9,117.042,1.1828,1.6,169.042
stop-and-go,Kalman fixed-radius memory,13,0,False,1,3,18.0,1.0924,1.6,272.0
stop-and-go,Kalman fixed-radius memory,13,1,False,1,3,39.799,1.5124,1.6,293.799
stop-and-go,Kalman fixed-radius memory,13,2,True,1,3,77.912,1.1922,1.6,91.912
stop-and-go,Kalman fixed-radius memory,14,0,False,4,9,34.828,1.3882,1.6,321.828
stop-and-go,Kalman fixed-radius memory,14,1,False,4,10,53.971,1.1982,1.6,343.971
stop-and-go,Kalman fixed-radius memory,14,2,True,6,14,122.983,1.3266,1.6,194.983
stop-and-go,Kalman fixed-radius memory,15,0,True,8,14,139.284,1.2339,1.6,221.284
stop-and-go,Kalman fixed-radius memory,15,1,True,4,10,119.627,1.2492,1.6,169.627
stop-and-go,Kalman fixed-radius memory,15,2,False,1,3,19.0,1.3717,1.6,273.0
stop-and-go,Kalman fixed-radius memory,16,0,True,2,6,91.042,1.2295,1.6,119.042
stop-and-go,Kalman fixed-radius memory,16,1,False,3,6,34.828,1.2686,1.6,307.828
stop-and-go,Kalman fixed-radius memory,16,2,False,1,3,35.799,1.3936,1.6,289.799
stop-and-go,Kalman fixed-radius memory,17,0,True,4,9,98.799,1.179,1.6,145.799
stop-and-go,Kalman fixed-radius memory,17,1,True,3,10,125.385,1.2535,1.6,170.385
stop-and-go,Kalman fixed-radius memory,17,2,True,4,7,138.314,1.1876,1.6,179.314
stop-and-go,Kalman fixed-radius memory,18,0,True,2,3,142.314,1.3191,1.6,161.314
stop-and-go,Kalman fixed-radius memory,18,1,True,5,10,121.87,1.2209,1.6,176.87
stop-and-go,Kalman fixed-radius memory,18,2,False,6,14,39.899,1.4468,1.6,351.899
stop-and-go,Kalman fixed-radius memory,19,0,False,3,5,21.0,1.6013,1.6,291.0
stop-and-go,Kalman fixed-radius memory,19,1,False,1,3,47.799,1.5268,1.6,301.799
stop-and-go,Kalman fixed-radius memory,19,2,False,3,5,20.0,1.8597,1.6,290.0
stop-and-go,Kalman uncertainty-aware memory,0,0,True,2,7,90.657,1.3058,1.5249,121.657
stop-and-go,Kalman uncertainty-aware memory,0,1,False,2,2,28.0,1.0,1.5261,284.0
stop-and-go,Kalman uncertainty-aware memory,0,2,False,7,15,50.627,1.1275,1.5253,370.627
stop-and-go,Kalman uncertainty-aware memory,1,0,False,1,3,23.0,1.3299,1.5263,277.0
stop-and-go,Kalman uncertainty-aware memory,1,1,True,2,6,87.284,1.1895,1.525,115.284
stop-and-go,Kalman uncertainty-aware memory,1,2,True,5,6,56.314,1.2102,1.5253,99.314
stop-and-go,Kalman uncertainty-aware memory,2,0,True,6,9,131.527,1.228,1.5248,188.527
stop-and-go,Kalman uncertainty-aware memory,2,1,True,4,6,148.314,1.2554,1.5247,186.314
stop-and-go,Kalman uncertainty-aware memory,2,2,True,2,7,134.314,1.1632,1.5247,165.314
stop-and-go,Kalman uncertainty-aware memory,3,0,False,2,6,39.243,1.2509,1.5255,307.243
stop-and-go,Kalman uncertainty-aware memory,3,1,False,1,3,40.284,1.2978,1.5258,294.284
stop-and-go,Kalman uncertainty-aware memory,3,2,True,4,12,133.627,1.2808,1.5247,189.627
stop-and-go,Kalman uncertainty-aware memory,4,0,True,3,9,73.485,1.2997,1.525,115.485
stop-and-go,Kalman uncertainty-aware memory,4,1,True,2,5,136.799,1.292,1.5247,161.799
stop-and-go,Kalman uncertainty-aware memory,4,2,False,2,6,19.243,1.7661,1.5265,287.243
stop-and-go,Kalman uncertainty-aware memory,5,0,False,4,9,68.314,1.3806,1.5251,355.314
