Seeds,CasesPerSeed,PositiveCasesPerSeed,NegativeCasesPerSeed,MeanPrecision,StdPrecision,CI95LowPrecision,CI95HighPrecision,MeanRecall,StdRecall,CI95LowRecall,CI95HighRecall,MeanFalsePositiveRate,StdFalsePositiveRate,CI95LowFalsePositiveRate,CI95HighFalsePositiveRate
5,150,50,100,0.7624,0.0155,0.7488,0.776,1.0,0.0,1.0,1.0,0.156,0.0134,0.1442,0.1678
