TrajectoryType,Strategy,Seed,Mission,Success,Replans,WaitSteps,DecisionWaits,DecisionReroutes,PathLength,PredictionMAE,MeanRiskRadius,TotalCost
sudden-acceleration,Default uncertainty-aware memory,1011,0,False,1,3,0,0,23.0,1.3162,1.5263,277.0
sudden-acceleration,Default uncertainty-aware memory,1011,1,True,4,8,0,0,114.355,1.2587,1.5248,158.355
sudden-acceleration,Default uncertainty-aware memory,1011,2,False,1,3,0,0,20.0,1.6159,1.5265,274.0
sudden-acceleration,Default uncertainty-aware memory,1012,0,True,2,5,0,0,106.799,1.2759,1.5249,131.799
sudden-acceleration,Default uncertainty-aware memory,1012,1,True,1,3,0,0,99.042,1.2575,1.5249,113.042
sudden-acceleration,Default uncertainty-aware memory,1012,2,False,1,3,0,0,16.0,1.3646,1.527,270.0
sudden-acceleration,Default uncertainty-aware memory,1013,0,False,1,3,0,0,16.0,1.3684,1.527,270.0
sudden-acceleration,Default uncertainty-aware memory,1013,1,True,1,4,0,0,76.255,1.31,1.5251,93.255
sudden-acceleration,Default uncertainty-aware memory,1013,2,True,2,6,0,0,100.698,1.261,1.5249,128.698
sudden-acceleration,Default uncertainty-aware memory,1014,0,True,2,6,0,0,108.113,1.2284,1.5249,136.113
sudden-acceleration,Default uncertainty-aware memory,1014,1,True,1,4,0,0,95.042,1.1859,1.5249,112.042
sudden-acceleration,Default uncertainty-aware memory,1014,2,True,1,4,0,0,93.042,1.3387,1.5249,110.042
sudden-acceleration,Default uncertainty-aware memory,1015,0,True,3,7,0,0,105.627,1.3083,1.5249,141.627
sudden-acceleration,Default uncertainty-aware memory,1015,1,False,1,3,0,0,23.0,1.4319,1.5263,277.0
sudden-acceleration,Default uncertainty-aware memory,1015,2,True,0,2,0,0,73.184,1.2277,1.5251,79.184
sudden-acceleration,Default uncertainty-aware memory,1016,0,True,1,3,0,0,103.042,1.4114,1.5249,117.042
sudden-acceleration,Default uncertainty-aware memory,1016,1,True,1,3,0,0,105.042,1.1701,1.5249,119.042
sudden-acceleration,Default uncertainty-aware memory,1016,2,True,1,3,0,0,109.042,1.2639,1.5249,123.042
sudden-acceleration,Default uncertainty-aware memory,1017,0,True,1,5,0,0,93.042,1.1311,1.5249,113.042
sudden-acceleration,Default uncertainty-aware memory,1017,1,True,3,8,0,0,108.799,1.3074,1.5248,147.799
sudden-acceleration,Default uncertainty-aware memory,1017,2,False,2,4,0,0,32.414,1.2451,1.5258,294.414
sudden-acceleration,Default uncertainty-aware memory,1018,0,True,3,8,0,0,101.184,1.1346,1.5249,140.184
sudden-acceleration,Default uncertainty-aware memory,1018,1,True,1,3,0,0,111.042,1.3073,1.5248,125.042
sudden-acceleration,Default uncertainty-aware memory,1018,2,True,1,3,0,0,103.042,1.199,1.5249,117.042
sudden-acceleration,Default uncertainty-aware memory,1019,0,True,1,3,0,0,97.042,1.2471,1.5249,111.042
sudden-acceleration,Default uncertainty-aware memory,1019,1,False,1,3,0,0,15.0,1.2703,1.5272,269.0
sudden-acceleration,Default uncertainty-aware memory,1019,2,True,0,2,0,0,73.184,1.3803,1.5251,79.184
sudden-acceleration,Calibrated uncertainty-aware memory,1000,0,True,2,7,0,0,99.042,1.0801,1.3213,130.042
sudden-acceleration,Calibrated uncertainty-aware memory,1000,1,True,1,3,0,0,103.042,1.0784,1.3213,117.042
sudden-acceleration,Calibrated uncertainty-aware memory,1000,2,True,1,5,0,0,89.042,1.1671,1.3214,109.042
sudden-acceleration,Calibrated uncertainty-aware memory,1001,0,True,3,9,0,0,94.556,1.1038,1.3213,136.556
sudden-acceleration,Calibrated uncertainty-aware memory,1001,1,False,2,4,0,0,29.0,1.3701,1.3228,291.0
sudden-acceleration,Calibrated uncertainty-aware memory,1001,2,True,0,1,0,0,78.598,1.3061,1.3216,81.598
sudden-acceleration,Calibrated uncertainty-aware memory,1002,0,True,1,4,0,0,97.042,1.0246,1.3213,114.042
sudden-acceleration,Calibrated uncertainty-aware memory,1002,1,True,6,8,0,0,53.828,1.2901,1.3218,107.828
sudden-acceleration,Calibrated uncertainty-aware memory,1002,2,False,3,9,0,0,36.657,1.1028,1.3222,318.657
sudden-acceleration,Calibrated uncertainty-aware memory,1003,0,True,2,6,0,0,91.142,1.1786,1.3213,119.142
sudden-acceleration,Calibrated uncertainty-aware memory,1003,1,True,1,4,0,0,103.042,1.0214,1.3212,120.042
sudden-acceleration,Calibrated uncertainty-aware memory,1003,2,True,1,4,0,0,103.042,1.0437,1.3212,120.042
sudden-acceleration,Calibrated uncertainty-aware memory,1004,0,False,1,3,0,0,28.0,1.1445,1.3229,282.0
sudden-acceleration,Calibrated uncertainty-aware memory,1004,1,True,0,2,0,0,73.184,0.991,1.3216,79.184
sudden-acceleration,Calibrated uncertainty-aware memory,1004,2,True,1,5,0,0,91.042,1.2757,1.3213,111.042
sudden-acceleration,Calibrated uncertainty-aware memory,1005,0,True,1,3,0,0,93.042,1.1557,1.3213,107.042
sudden-acceleration,Calibrated uncertainty-aware memory,1005,1,False,1,3,0,0,17.0,1.2101,1.3242,271.0
sudden-acceleration,Calibrated uncertainty-aware memory,1005,2,True,1,5,0,0,75.669,1.2372,1.3216,95.669
sudden-acceleration,Calibrated uncertainty-aware memory,1006,0,True,1,4,0,0,91.042,1.1643,1.3213,108.042
sudden-acceleration,Calibrated uncertainty-aware memory,1006,1,False,1,3,0,0,20.0,1.3608,1.3237,274.0
sudden-acceleration,Calibrated uncertainty-aware memory,1006,2,True,2,6,0,0,109.184,1.0688,1.3212,137.184
sudden-acceleration,Calibrated uncertainty-aware memory,1007,0,True,3,7,0,0,95.87,1.1304,1.3213,131.87
sudden-acceleration,Calibrated uncertainty-aware memory,1007,1,True,4,6,0,0,54.657,1.2035,1.3218,92.657
sudden-acceleration,Calibrated uncertainty-aware memory,1007,2,True,2,6,0,0,97.971,1.1271,1.3213,125.971
sudden-acceleration,Calibrated uncertainty-aware memory,1008,0,True,2,6,0,0,93.87,1.1578,1.3213,121.87
sudden-acceleration,Calibrated uncertainty-aware memory,1008,1,True,3,5,0,0,56.314,1.1207,1.3218,86.314
sudden-acceleration,Calibrated uncertainty-aware memory,1008,2,True,1,3,0,0,110.355,1.1997,1.3212,124.355
sudden-acceleration,Calibrated uncertainty-aware memory,1009,0,False,1,3,0,0,29.0,1.2302,1.3228,283.0
sudden-acceleration,Calibrated uncertainty-aware memory,1009,1,True,1,5,0,0,99.042,1.1706,1.3213,119.042
sudden-acceleration,Calibrated uncertainty-aware memory,1009,2,True,1,3,0,0,103.042,1.188,1.3213,117.042
sudden-acceleration,Calibrated uncertainty-aware memory,1010,0,True,3,9,0,0,93.485,1.0004,1.3213,135.485
sudden-acceleration,Calibrated uncertainty-aware memory,1010,1,True,2,5,0,0,107.87,1.1322,1.3212,132.87
sudden-acceleration,Calibrated uncertainty-aware memory,1010,2,True,5,7,0,0,54.657,1.16,1.3218,100.657
sudden-acceleration,Calibrated uncertainty-aware memory,1011,0,True,4,6,0,0,55.485,1.2497,1.3218,93.485
sudden-acceleration,Calibrated uncertainty-aware memory,1011,1,True,3,6,0,0,113.527,1.107,1.3212,146.527
sudden-acceleration,Calibrated uncertainty-aware memory,1011,2,True,1,5,0,0,93.042,1.1677,1.3213,113.042
sudden-acceleration,Calibrated uncertainty-aware memory,1012,0,True,3,7,0,0,89.042,1.1513,1.3214,125.042
sudden-acceleration,Calibrated uncertainty-aware memory,1012,1,True,1,3,0,0,99.042,1.0845,1.3213,113.042
sudden-acceleration,Calibrated uncertainty-aware memory,1012,2,False,1,3,0,0,16.0,1.2329,1.3244,270.0
sudden-acceleration,Calibrated uncertainty-aware memory,1013,0,True,3,5,0,0,56.314,1.2271,1.3218,86.314
sudden-acceleration,Calibrated uncertainty-aware memory,1013,1,True,2,3,0,0,97.527,1.2066,1.3213,116.527
sudden-acceleration,Calibrated uncertainty-aware memory,1013,2,True,2,6,0,0,101.527,1.1341,1.3213,129.527
sudden-acceleration,Calibrated uncertainty-aware memory,1014,0,True,2,6,0,0,103.971,1.0979,1.3212,131.971
sudden-acceleration,Calibrated uncertainty-aware memory,1014,1,True,1,4,0,0,95.042,1.0214,1.3213,112.042
sudden-acceleration,Calibrated uncertainty-aware memory,1014,2,True,1,3,0,0,97.042,1.2128,1.3213,111.042
sudden-acceleration,Calibrated uncertainty-aware memory,1015,0,True,1,5,0,0,95.042,1.1629,1.3213,115.042
sudden-acceleration,Calibrated uncertainty-aware memory,1015,1,False,3,5,0,0,28.414,1.2327,1.3229,298.414
sudden-acceleration,Calibrated uncertainty-aware memory,1015,2,True,0,1,0,0,73.184,1.1125,1.3217,76.184
sudden-acceleration,Calibrated uncertainty-aware memory,1016,0,True,1,3,0,0,114.355,1.2201,1.3212,128.355
sudden-acceleration,Calibrated uncertainty-aware memory,1016,1,True,1,3,0,0,105.042,1.0283,1.3212,119.042
sudden-acceleration,Calibrated uncertainty-aware memory,1016,2,True,1,3,0,0,109.042,1.1752,1.3212,123.042
sudden-acceleration,Calibrated uncertainty-aware memory,1017,0,True,1,5,0,0,93.042,0.989,1.3213,113.042
sudden-acceleration,Calibrated uncertainty-aware memory,1017,1,True,3,7,0,0,91.042,1.1635,1.3213,127.042
sudden-acceleration,Calibrated uncertainty-aware memory,1017,2,True,3,8,0,0,96.698,1.1423,1.3213,135.698
sudden-acceleration,Calibrated uncertainty-aware memory,1018,0,True,2,6,0,0,90.556,0.9981,1.3213,118.556
sudden-acceleration,Calibrated uncertainty-aware memory,1018,1,True,1,3,0,0,109.042,1.1583,1.3212,123.042
sudden-acceleration,Calibrated uncertainty-aware memory,1018,2,True,1,3,0,0,103.042,1.0477,1.3213,117.042
sudden-acceleration,Calibrated uncertainty-aware memory,1019,0,True,3,5,0,0,54.657,1.1889,1.3218,84.657
sudden-acceleration,Calibrated uncertainty-aware memory,1019,1,True,2,6,0,0,81.485,1.1554,1.3214,109.485
sudden-acceleration,Calibrated uncertainty-aware memory,1019,2,True,3,5,0,0,56.314,1.1816,1.3218,86.314
stop-and-go,Constant velocity memory,1000,0,True,3,9,0,0,103.284,1.2837,1.6,145.284
stop-and-go,Constant velocity memory,1000,1,True,3,8,0,0,126.314,1.1995,1.6,165.314
stop-and-go,Constant velocity memory,1000,2,False,3,9,0,0,66.899,1.3062,1.6,348.899
stop-and-go,Constant velocity memory,1001,0,True,2,5,0,0,111.042,1.1946,1.6,136.042
stop-and-go,Constant velocity memory,1001,1,True,3,8,0,0,138.314,1.4354,1.6,177.314
stop-and-go,Constant velocity memory,1001,2,True,3,9,0,0,124.799,1.3215,1.6,166.799
stop-and-go,Constant velocity memory,1002,0,True,2,4,0,0,56.314,1.3349,1.6,78.314
stop-and-go,Constant velocity memory,1002,1,True,0,2,0,0,56.314,1.366,1.6,62.314
stop-and-go,Constant velocity memory,1002,2,True,3,9,0,0,95.527,1.386,1.6,137.527
stop-and-go,Constant velocity memory,1003,0,True,5,15,0,0,127.142,1.3217,1.6,197.142
stop-and-go,Constant velocity memory,1003,1,True,1,4,0,0,56.314,1.2011,1.6,73.314
stop-and-go,Constant velocity memory,1003,2,True,0,1,0,0,56.314,1.2494,1.6,59.314
stop-and-go,Constant velocity memory,1004,0,True,4,6,0,0,136.314,1.2247,1.6,174.314
stop-and-go,Constant velocity memory,1004,1,True,1,4,0,0,56.314,1.3784,1.6,73.314
stop-and-go,Constant velocity memory,1004,2,True,1,4,0,0,109.527,1.2129,1.6,126.527
stop-and-go,Constant velocity memory,1005,0,True,1,3,0,0,78.456,1.2656,1.6,92.456
stop-and-go,Constant velocity memory,1005,1,True,3,7,0,0,120.799,1.1327,1.6,156.799
stop-and-go,Constant velocity memory,1005,2,True,4,9,0,0,130.456,1.2422,1.6,177.456
stop-and-go,Constant velocity memory,1006,0,False,2,6,0,0,53.657,1.4212,1.6,321.657
stop-and-go,Constant velocity memory,1006,1,True,2,8,0,0,56.314,1.2633,1.6,90.314
stop-and-go,Constant velocity memory,1006,2,True,1,4,0,0,56.314,1.1639,1.6,73.314
stop-and-go,Constant velocity memory,1007,0,True,2,6,0,0,124.314,1.4666,1.6,152.314
stop-and-go,Constant velocity memory,1007,1,True,9,15,0,0,114.456,1.387,1.6,204.456
stop-and-go,Constant velocity memory,1007,2,True,1,5,0,0,78.456,1.1951,1.6,98.456
stop-and-go,Constant velocity memory,1008,0,False,3,9,0,0,47.657,1.4256,1.6,329.657
stop-and-go,Constant velocity memory,1008,1,True,0,0,0,0,77.326,1.3924,1.6,77.326
stop-and-go,Constant velocity memory,1008,2,True,3,11,0,0,97.669,1.3946,1.6,145.669
stop-and-go,Constant velocity memory,1009,0,True,2,7,0,0,105.385,1.2807,1.6,136.385
stop-and-go,Constant velocity memory,1009,1,True,6,17,0,0,132.213,1.3592,1.6,213.213
stop-and-go,Constant velocity memory,1009,2,True,4,9,0,0,103.184,1.3821,1.6,150.184
stop-and-go,Constant velocity memory,1010,0,True,1,5,0,0,60.657,1.3192,1.6,80.657
stop-and-go,Constant velocity memory,1010,1,True,6,15,0,0,131.627,1.3199,1.6,206.627
stop-and-go,Constant velocity memory,1010,2,True,2,8,0,0,86.698,1.2382,1.6,120.698
stop-and-go,Constant velocity memory,1011,0,True,5,12,0,0,128.314,1.2239,1.6,189.314
stop-and-go,Constant velocity memory,1011,1,True,2,5,0,0,109.042,1.3455,1.6,134.042
stop-and-go,Constant velocity memory,1011,2,True,4,9,0,0,131.042,1.3509,1.6,178.042
stop-and-go,Constant velocity memory,1012,0,False,3,5,0,0,16.0,1.3017,1.6,286.0
stop-and-go,Constant velocity memory,1012,1,True,0,0,0,0,73.184,1.3168,1.6,73.184
stop-and-go,Constant velocity memory,1012,2,True,2,7,0,0,82.456,1.4157,1.6,113.456
stop-and-go,Constant velocity memory,1013,0,False,5,8,0,0,26.828,1.3358,1.6,315.828
stop-and-go,Constant velocity memory,1013,1,False,3,9,0,0,46.899,1.2886,1.6,328.899
stop-and-go,Constant velocity memory,1013,2,True,2,6,0,0,118.799,1.3664,1.6,146.799
stop-and-go,Constant velocity memory,1014,0,True,5,12,0,0,122.799,1.3229,1.6,183.799
stop-and-go,Constant velocity memory,1014,1,True,2,6,0,0,81.527,1.3065,1.6,109.527
stop-and-go,Constant velocity memory,1014,2,False,3,6,0,0,22.657,1.3691,1.6,295.657
stop-and-go,Constant velocity memory,1015,0,True,2,6,0,0,125.627,1.4545,1.6,153.627
stop-and-go,Constant velocity memory,1015,1,True,4,12,0,0,129.142,1.2694,1.6,185.142
stop-and-go,Constant velocity memory,1015,2,True,2,6,0,0,128.799,1.306,1.6,156.799
stop-and-go,Constant velocity memory,1016,0,True,1,3,0,0,78.456,1.4459,1.6,92.456
stop-and-go,Constant velocity memory,1016,1,True,3,6,0,0,100.799,1.332,1.6,133.799
stop-and-go,Constant velocity memory,1016,2,True,3,9,0,0,112.799,1.2329,1.6,154.799
stop-and-go,Constant velocity memory,1017,0,True,2,6,0,0,132.799,1.3098,1.6,160.799
stop-and-go,Constant velocity memory,1017,1,True,5,15,0,0,135.042,1.3223,1.6,205.042
stop-and-go,Constant velocity memory,1017,2,True,1,3,0,0,79.042,1.261,1.6,93.042
stop-and-go,Constant velocity memory,1018,0,True,4,7,0,0,112.698,1.3495,1.6,153.698
stop-and-go,Constant velocity memory,1018,1,True,2,6,0,0,130.799,1.2132,1.6,158.799
stop-and-go,Constant velocity memory,1018,2,True,3,6,0,0,112.799,1.2268,1.6,145.799
stop-and-go,Constant velocity memory,1019,0,True,4,12,0,0,132.799,1.2099,1.6,188.799
stop-and-go,Constant velocity memory,1019,1,True,1,3,0,0,105.042,1.2177,1.6,119.042
stop-and-go,Constant velocity memory,1019,2,True,2,6,0,0,111.971,1.321,1.6,139.971
stop-and-go,Default uncertainty-aware memory,1000,0,True,1,5,0,0,56.314,1.3981,1.5252,76.314
stop-and-go,Default uncertainty-aware memory,1000,1,True,3,6,0,0,128.456,1.3159,1.5248,161.456
stop-and-go,Default uncertainty-aware memory,1000,2,True,3,10,0,0,93.284,1.1901,1.5249,138.284
stop-and-go,Default uncertainty-aware memory,1001,0,True,6,9,0,0,145.142,1.1913,1.5247,202.142
stop-and-go,Default uncertainty-aware memory,1001,1,True,4,11,0,0,146.799,1.4571,1.5247,199.799
stop-and-go,Default uncertainty-aware memory,1001,2,True,4,7,0,0,132.314,1.3233,1.5248,173.314
stop-and-go,Default uncertainty-aware memory,1002,0,True,5,10,0,0,121.042,1.2606,1.5248,176.042
stop-and-go,Default uncertainty-aware memory,1002,1,False,2,6,0,0,44.243,1.2535,1.5254,312.243
stop-and-go,Default uncertainty-aware memory,1002,2,False,7,12,0,0,86.314,1.2878,1.5249,397.314
stop-and-go,Default uncertainty-aware memory,1003,0,True,4,9,0,0,130.799,1.2044,1.5248,177.799
stop-and-go,Default uncertainty-aware memory,1003,1,False,1,3,0,0,17.0,1.3195,1.5269,271.0
stop-and-go,Default uncertainty-aware memory,1003,2,False,1,3,0,0,28.657,1.2069,1.526,282.657
stop-and-go,Default uncertainty-aware memory,1004,0,True,5,12,0,0,147.284,1.2134,1.5247,208.284
stop-and-go,Default uncertainty-aware memory,1004,1,False,4,7,0,0,60.657,1.4064,1.5252,341.657
stop-and-go,Default uncertainty-aware memory,1004,2,True,0,2,0,0,77.326,1.2763,1.5251,83.326
stop-and-go,Default uncertainty-aware memory,1005,0,True,4,6,0,0,108.799,1.2904,1.5248,146.799
stop-and-go,Default uncertainty-aware memory,1005,1,True,4,10,0,0,129.142,1.3084,1.5248,179.142
stop-and-go,Default uncertainty-aware memory,1005,2,True,2,6,0,0,99.971,1.1345,1.5249,127.971
stop-and-go,Default uncertainty-aware memory,1006,0,False,2,6,0,0,50.657,1.3358,1.5253,318.657
stop-and-go,Default uncertainty-aware memory,1006,1,True,1,4,0,0,87.912,1.1765,1.525,104.912
stop-and-go,Default uncertainty-aware memory,1006,2,True,2,6,0,0,138.314,1.1565,1.5247,166.314
stop-and-go,Default uncertainty-aware memory,1007,0,True,6,9,0,0,107.142,1.4886,1.5248,164.142
stop-and-go,Default uncertainty-aware memory,1007,1,True,2,7,0,0,55.485,1.4403,1.5252,86.485
stop-and-go,Default uncertainty-aware memory,1007,2,True,0,1,0,0,73.184,1.2079,1.5252,76.184
stop-and-go,Default uncertainty-aware memory,1008,0,False,1,3,0,0,21.0,1.5315,1.5264,275.0
stop-and-go,Default uncertainty-aware memory,1008,1,True,1,5,0,0,73.77,1.2478,1.5251,93.77
stop-and-go,Default uncertainty-aware memory,1008,2,False,2,3,0,0,15.0,1.4401,1.5273,274.0
stop-and-go,Default uncertainty-aware memory,1009,0,False,7,16,0,0,49.042,1.2444,1.5253,372.042
stop-and-go,Default uncertainty-aware memory,1009,1,True,0,2,0,0,78.983,1.3002,1.5251,84.983
stop-and-go,Default uncertainty-aware memory,1009,2,True,5,9,0,0,131.627,1.2743,1.5248,183.627
stop-and-go,Default uncertainty-aware memory,1010,0,True,3,7,0,0,132.314,1.1872,1.5248,168.314
stop-and-go,Default uncertainty-aware memory,1010,1,True,9,15,0,0,161.042,1.3329,1.5247,251.042
stop-and-go,Default uncertainty-aware memory,1010,2,True,4,7,0,0,56.314,1.3632,1.5253,97.314
stop-and-go,Default uncertainty-aware memory,1011,0,False,2,6,0,0,44.657,1.4275,1.5254,312.657
stop-and-go,Default uncertainty-aware memory,1011,1,False,1,3,0,0,24.828,1.5691,1.5262,278.828
stop-and-go,Default uncertainty-aware memory,1011,2,True,2,7,0,0,115.385,1.3173,1.5248,146.385
stop-and-go,Default uncertainty-aware memory,1012,0,False,2,4,0,0,15.0,1.1866,1.5272,277.0
stop-and-go,Default uncertainty-aware memory,1012,1,True,0,1,0,0,73.184,1.2965,1.5252,76.184
stop-and-go,Default uncertainty-aware memory,1012,2,False,5,6,0,0,24.828,1.4675,1.5263,307.828
stop-and-go,Default uncertainty-aware memory,1013,0,False,2,6,0,0,38.243,1.672,1.5255,306.243
stop-and-go,Default uncertainty-aware memory,1013,1,True,0,1,0,0,77.326,1.2283,1.5252,80.326
stop-and-go,Default uncertainty-aware memory,1013,2,True,2,7,0,0,108.799,1.294,1.5248,139.799
stop-and-go,Default uncertainty-aware memory,1014,0,False,4,7,0,0,65.657,1.3183,1.5251,346.657
stop-and-go,Default uncertainty-aware memory,1014,1,False,1,2,0,0,17.0,1.5146,1.527,268.0
stop-and-go,Default uncertainty-aware memory,1014,2,False,4,9,0,0,58.799,1.2677,1.5252,345.799
stop-and-go,Default uncertainty-aware memory,1015,0,True,3,7,0,0,127.627,1.3099,1.5248,163.627
stop-and-go,Default uncertainty-aware memory,1015,1,False,1,3,0,0,22.0,1.4293,1.5264,276.0
stop-and-go,Default uncertainty-aware memory,1015,2,True,5,9,0,0,114.113,1.3143,1.5248,166.113
stop-and-go,Default uncertainty-aware memory,1016,0,False,3,9,0,0,31.314,1.498,1.5258,313.314
stop-and-go,Default uncertainty-aware memory,1016,1,True,1,5,0,0,80.598,1.5124,1.525,100.598
stop-and-go,Default uncertainty-aware memory,1016,2,True,5,12,0,0,119.284,1.2533,1.5248,180.284
stop-and-go,Default uncertainty-aware memory,1017,0,True,3,7,0,0,131.971,1.2859,1.5248,167.971
stop-and-go,Default uncertainty-aware memory,1017,1,True,2,6,0,0,107.87,1.1876,1.5249,135.87
stop-and-go,Default uncertainty-aware memory,1017,2,False,4,6,0,0,18.414,1.387,1.5268,296.414
stop-and-go,Default uncertainty-aware memory,1018,0,True,4,9,0,0,153.385,1.2171,1.5247,200.385
stop-and-go,Default uncertainty-aware memory,1018,1,True,3,6,0,0,125.971,1.1887,1.5248,158.971
stop-and-go,Default uncertainty-aware memory,1018,2,True,3,8,0,0,107.426,1.2262,1.5249,146.426
stop-and-go,Default uncertainty-aware memory,1019,0,True,3,6,0,0,124.456,1.2557,1.5248,157.456
stop-and-go,Default uncertainty-aware memory,1019,1,True,2,6,0,0,130.799,1.187,1.5248,158.799
stop-and-go,Default uncertainty-aware memory,1019,2,True,6,11,0,0,122.355,1.3269,1.5248,185.355
stop-and-go,Calibrated uncertainty-aware memory,1000,0,True,2,6,0,0,130.799,1.164,1.7211,158.799
stop-and-go,Calibrated uncertainty-aware memory,1000,1,True,2,7,0,0,111.527,1.144,1.7212,142.527
stop-and-go,Calibrated uncertainty-aware memory,1000,2,True,2,7,0,0,91.385,1.035,1.7213,122.385
stop-and-go,Calibrated uncertainty-aware memory,1001,0,True,5,8,0,0,113.042,0.9916,1.7212,162.042
stop-and-go,Calibrated uncertainty-aware memory,1001,1,True,2,6,0,0,132.314,1.2666,1.7211,160.314
stop-and-go,Calibrated uncertainty-aware memory,1001,2,False,3,9,0,0,56.657,1.2927,1.7217,338.657
stop-and-go,Calibrated uncertainty-aware memory,1002,0,True,3,6,0,0,95.142,1.1262,1.7213,128.142
stop-and-go,Calibrated uncertainty-aware memory,1002,1,False,4,12,0,0,48.899,1.0994,1.7218,344.899
stop-and-go,Calibrated uncertainty-aware memory,1002,2,True,5,8,0,0,136.456,1.1022,1.7211,185.456
stop-and-go,Calibrated uncertainty-aware memory,1003,0,False,2,6,0,0,30.657,1.1584,1.7227,298.657
stop-and-go,Calibrated uncertainty-aware memory,1003,1,True,0,1,0,0,73.184,1.0817,1.7217,76.184
stop-and-go,Calibrated uncertainty-aware memory,1003,2,True,1,5,0,0,56.314,1.0853,1.7218,76.314
stop-and-go,Calibrated uncertainty-aware memory,1004,0,True,2,6,0,0,118.314,1.0447,1.7211,146.314
stop-and-go,Calibrated uncertainty-aware memory,1004,1,False,5,7,0,0,61.657,1.2605,1.7217,347.657
stop-and-go,Calibrated uncertainty-aware memory,1004,2,True,1,3,0,0,76.497,1.1691,1.7216,90.497
stop-and-go,Calibrated uncertainty-aware memory,1005,0,True,2,7,0,0,80.213,1.158,1.7214,111.213
stop-and-go,Calibrated uncertainty-aware memory,1005,1,True,2,8,0,0,122.698,1.1295,1.7211,156.698
stop-and-go,Calibrated uncertainty-aware memory,1005,2,True,2,6,0,0,100.799,1.0004,1.7212,128.799
stop-and-go,Calibrated uncertainty-aware memory,1006,0,True,1,5,0,0,85.042,1.1719,1.7214,105.042
stop-and-go,Calibrated uncertainty-aware memory,1006,1,False,3,7,0,0,65.657,1.0518,1.7216,341.657
stop-and-go,Calibrated uncertainty-aware memory,1006,2,True,1,5,0,0,55.485,1.0894,1.7218,75.485
stop-and-go,Calibrated uncertainty-aware memory,1007,0,True,6,12,0,0,126.899,1.3507,1.7211,192.899
stop-and-go,Calibrated uncertainty-aware memory,1007,1,True,1,5,0,0,78.456,1.2741,1.7215,98.456
stop-and-go,Calibrated uncertainty-aware memory,1007,2,False,2,3,0,0,16.0,1.338,1.7247,275.0
stop-and-go,Calibrated uncertainty-aware memory,1008,0,False,1,3,0,0,21.0,1.4064,1.7236,275.0
stop-and-go,Calibrated uncertainty-aware memory,1008,1,True,0,0,0,0,73.184,1.0821,1.7217,73.184
stop-and-go,Calibrated uncertainty-aware memory,1008,2,False,2,3,0,0,15.0,1.3446,1.7249,274.0
stop-and-go,Calibrated uncertainty-aware memory,1009,0,True,4,9,0,0,95.971,1.1661,1.7213,142.971
stop-and-go,Calibrated uncertainty-aware memory,1009,1,True,5,9,0,0,121.627,1.0752,1.7211,173.627
stop-and-go,Calibrated uncertainty-aware memory,1009,2,True,7,12,0,0,132.799,1.136,1.7211,203.799
stop-and-go,Calibrated uncertainty-aware memory,1010,0,True,2,6,0,0,118.799,1.1022,1.7211,146.799
stop-and-go,Calibrated uncertainty-aware memory,1010,1,True,8,14,0,0,133.627,1.1802,1.7211,215.627
stop-and-go,Calibrated uncertainty-aware memory,1010,2,True,2,6,0,0,79.284,1.1684,1.7215,107.284
stop-and-go,Calibrated uncertainty-aware memory,1011,0,False,4,12,0,0,56.657,1.2377,1.7216,352.657
stop-and-go,Calibrated uncertainty-aware memory,1011,1,False,2,6,0,0,30.243,1.3611,1.7227,298.243
stop-and-go,Calibrated uncertainty-aware memory,1011,2,True,0,1,0,0,75.669,1.2946,1.7217,78.669
stop-and-go,Calibrated uncertainty-aware memory,1012,0,False,2,6,0,0,39.657,1.1751,1.7222,307.657
stop-and-go,Calibrated uncertainty-aware memory,1012,1,True,1,5,0,0,79.042,1.1622,1.7215,99.042
stop-and-go,Calibrated uncertainty-aware memory,1012,2,False,6,9,0,0,56.485,1.3756,1.7218,353.485
stop-and-go,Calibrated uncertainty-aware memory,1013,0,True,6,11,0,0,103.042,1.2436,1.7212,166.042
stop-and-go,Calibrated uncertainty-aware memory,1013,1,True,1,5,0,0,77.87,1.086,1.7215,97.87
stop-and-go,Calibrated uncertainty-aware memory,1013,2,True,2,6,0,0,124.799,1.1092,1.7211,152.799
stop-and-go,Calibrated uncertainty-aware memory,1014,0,True,5,10,0,0,133.627,1.1648,1.7211,188.627
stop-and-go,Calibrated uncertainty-aware memory,1014,1,True,6,8,0,0,110.941,1.0876,1.7212,164.941
stop-and-go,Calibrated uncertainty-aware memory,1014,2,True,5,9,0,0,126.841,1.1503,1.7211,178.841
stop-and-go,Calibrated uncertainty-aware memory,1015,0,False,3,5,0,0,29.0,1.3894,1.7228,299.0
stop-and-go,Calibrated uncertainty-aware memory,1015,1,True,0,2,0,0,73.184,1.1543,1.7216,79.184
stop-and-go,Calibrated uncertainty-aware memory,1015,2,True,1,5,0,0,111.042,1.1198,1.7212,131.042
stop-and-go,Calibrated uncertainty-aware memory,1016,0,True,1,3,0,0,78.456,1.2152,1.7215,92.456
stop-and-go,Calibrated uncertainty-aware memory,1016,1,True,3,6,0,0,89.142,1.3323,1.7213,122.142
stop-and-go,Calibrated uncertainty-aware memory,1016,2,False,5,9,0,0,45.071,1.142,1.722,337.071
stop-and-go,Calibrated uncertainty-aware memory,1017,0,True,2,5,0,0,132.799,1.1539,1.7211,157.799
